LIN10102,LIN10103,LIN10104,LIN10106,LIN10107,LIN10108,LIN10110,LIN10111,API10102,API10103,API10104,API10106,API10107,API10108,API10110,API10111,API10112,API10114,API10115,API10116,API10118,API10119,API10120,API10122,API10123,API10124,API10126,API10127,API10128,BRP10102,BRP10103,BRP10104,BRP10106,BRP10107,BRP10108,BRP10110,BRP10111,BRP10112,BRP10114,FUL10102,FUL10103,FUL10104,FUL10105,FUL10107,FUL10108,FUL10110,FUL10111,FUL10112,FUL10113,ASI10102,ASI10103,ASI10104,ASI10106,ASI10107,ASI10108,ASI10109,ASI10110,ASI10112,ASI10113,APM10102,APM10103,APM10104,APM10105,APM10107,APM10108,APM10110,APM10111,APM10112,APM10114,AII10102,AII10103,AII10104,AII10106,AII10107,AII10108,AII10110,AII10111,AII10112,AII10114,AII10115,AII10116,AII10118,AII10119,AII10120,AII10122,AII10123,AII10124,AII10126,AII10127,AII10128
40,80,60,95,87,54,89,45,84,80,77,98,31,45,43,69,62,81,77,85,55,59,41,56,63,32,31,96,49,30,62,82,65,97,80,49,87,52,51,82,94,51,84,77,85,32,51,31,65,82,69,93,64,66,60,68,90,64,37,46,43,60,59,74,85,46,31,70,30,93,78,42,71,76,60,93,85,97,53,62,80,89,77,83,34,45,90,39,78,98
71,55,84,87,90,50,68,81,97,60,67,93,94,87,48,38,96,52,41,73,93,66,74,46,32,79,48,92,78,78,80,40,87,81,40,58,74,49,51,42,43,96,87,88,96,73,64,87,86,90,66,70,63,90,45,32,48,96,50,70,87,60,96,64,72,76,69,71,42,77,44,78,63,40,56,50,88,75,81,31,72,51,56,72,31,91,84,77,78,95
70,44,42,86,40,46,33,58,83,57,97,73,46,33,78,68,65,94,61,77,88,73,32,39,36,35,48,83,49,79,96,51,82,55,52,67,94,45,80,73,75,58,98,94,35,68,53,78,43,35,75,49,82,52,55,79,76,93,85,80,54,92,44,38,67,50,61,64,34,68,74,87,73,93,88,43,82,54,94,40,39,89,98,60,68,82,40,32,44,53
78,43,46,44,44,60,32,71,81,54,31,56,87,80,42,62,95,89,52,79,83,58,56,50,37,57,56,37,52,75,84,82,86,60,38,50,41,46,57,94,32,64,47,49,56,79,97,67,82,65,32,97,94,48,30,93,49,86,34,78,81,51,98,34,97,84,56,63,47,86,80,38,90,40,62,30,73,65,50,57,80,43,35,68,68,76,94,44,62,71
92,82,82,54,89,53,62,92,93,67,78,79,48,98,84,89,52,66,41,94,67,42,60,43,51,51,53,97,45,57,68,37,45,79,48,84,64,64,49,96,67,98,82,92,43,78,93,41,73,36,43,51,50,55,95,66,34,85,32,89,55,80,37,48,44,93,94,59,44,84,96,52,91,56,71,95,40,81,90,93,81,57,89,65,58,46,44,39,60,58
33,65,78,42,97,96,67,43,49,93,62,56,74,93,74,83,92,58,31,80,77,54,97,68,43,66,77,73,32,40,78,65,34,69,79,87,75,39,30,45,46,59,58,84,62,78,78,94,96,47,83,38,75,43,69,90,62,66,38,84,45,89,81,41,62,68,33,84,45,75,54,36,96,89,37,40,70,83,71,93,67,56,76,50,85,63,96,64,65,73
93,75,78,84,31,32,67,74,98,78,76,39,34,52,30,78,50,74,95,33,54,91,80,67,56,96,67,38,47,74,89,88,49,30,93,91,87,94,51,48,68,47,38,90,89,73,98,70,41,53,54,88,46,55,65,79,92,58,90,72,44,62,58,83,32,52,89,50,48,42,36,82,88,78,81,30,44,62,36,93,97,37,73,89,60,68,36,50,64,42
63,48,39,95,93,66,76,49,80,45,58,97,82,33,57,39,84,59,95,98,38,50,34,46,95,97,98,94,70,84,73,91,41,56,59,60,65,86,67,63,81,70,71,33,98,75,30,89,87,94,33,37,53,89,35,96,58,52,97,36,83,96,58,93,37,60,94,37,30,76,35,42,92,73,65,66,40,70,83,94,63,46,98,80,87,52,84,39,60,63
85,62,70,80,93,81,84,92,44,85,87,66,33,57,72,51,37,97,87,73,48,39,57,50,71,71,63,81,74,61,38,53,47,45,67,56,90,58,84,53,89,62,36,64,34,74,50,90,40,81,90,94,51,63,63,48,30,49,42,77,98,64,46,68,42,59,60,50,71,76,47,80,70,59,45,73,89,64,48,72,62,31,58,38,83,56,90,77,33,67
32,91,79,54,95,36,57,66,35,77,60,30,78,55,53,33,48,78,52,31,87,97,60,95,59,30,58,73,71,41,75,79,71,47,71,96,31,31,36,91,41,98,71,39,86,75,51,58,30,33,73,55,41,80,57,36,85,88,34,67,58,64,40,71,39,52,78,74,76,83,62,63,75,59,77,74,48,63,41,39,49,45,94,34,55,98,87,35,75,85
55,56,92,46,62,35,42,58,95,89,44,57,73,36,76,92,62,37,34,55,31,34,47,34,63,94,95,66,49,77,33,33,87,48,31,49,72,83,64,51,56,59,78,42,79,38,53,67,84,39,31,94,74,41,40,44,68,67,58,42,69,96,57,59,55,42,68,59,65,33,87,55,73,68,71,78,74,74,67,58,56,50,93,33,45,70,40,51,48,90
52,49,58,32,72,39,68,88,61,56,44,96,47,79,49,67,83,69,53,44,32,92,81,69,88,53,91,63,55,45,41,85,58,74,54,83,45,38,85,93,47,75,47,83,56,57,47,67,58,60,30,81,87,38,91,71,75,31,91,80,85,71,78,64,93,34,64,85,43,84,46,86,91,72,74,70,56,56,57,96,76,34,78,97,74,43,35,63,67,70
35,95,50,82,32,62,90,51,72,53,92,31,61,98,47,87,70,85,87,83,69,90,62,68,77,56,32,35,45,34,86,50,35,83,96,43,90,78,80,67,70,48,46,51,44,80,70,40,94,42,48,50,89,54,81,30,61,39,95,48,49,65,82,77,61,97,95,35,88,37,51,68,58,46,77,79,59,59,60,75,35,56,41,59,37,77,54,66,58,50
82,77,95,74,36,65,32,86,47,71,68,34,40,91,89,30,78,93,44,86,79,30,87,53,37,65,42,61,38,76,86,60,45,94,49,48,62,59,91,75,67,31,77,67,89,71,41,92,96,35,67,61,73,37,32,61,30,83,46,50,31,59,53,54,80,56,73,84,76,47,77,79,76,60,52,66,73,84,49,36,34,31,54,74,51,48,57,93,84,87
69,47,35,94,34,32,92,49,44,56,87,78,46,68,94,79,96,47,87,36,56,51,91,76,67,33,82,70,30,71,91,66,83,80,62,55,98,97,60,54,62,62,46,54,98,83,96,90,91,98,74,92,39,35,34,69,97,84,75,64,82,37,81,97,65,78,63,45,86,61,82,92,85,44,87,57,80,59,87,71,37,90,44,45,69,33,81,82,57,93
95,82,81,59,35,89,55,36,53,33,61,59,84,58,44,39,55,55,81,97,97,80,41,89,47,47,91,79,51,82,36,69,38,41,89,69,96,70,31,63,65,92,71,62,98,89,89,33,60,57,33,89,47,72,90,89,60,68,74,86,62,92,92,85,78,64,32,60,72,79,74,33,94,45,87,79,65,97,52,68,66,49,67,90,37,40,74,36,61,78
95,45,65,42,57,97,98,93,95,72,85,62,73,95,47,72,32,76,84,92,97,84,62,33,87,84,35,55,94,85,59,43,61,60,88,76,72,42,35,90,36,84,61,69,57,44,36,52,35,97,30,84,91,71,77,42,97,65,78,51,41,37,83,91,84,55,59,91,96,52,35,42,31,50,58,89,80,33,61,47,77,70,91,88,40,30,96,85,76,49
60,91,96,51,34,35,36,77,87,76,44,49,75,69,59,92,46,80,98,97,79,90,37,47,41,61,90,58,54,86,62,55,96,31,77,69,61,86,54,69,40,68,95,95,68,61,37,50,91,81,50,67,63,34,35,80,75,32,50,96,95,81,85,61,56,88,92,96,81,93,30,77,87,79,33,50,35,55,90,47,50,49,41,60,97,75,39,68,59,95
87,77,54,57,53,37,63,41,44,51,81,51,92,38,96,90,52,50,50,66,71,60,37,84,98,70,76,54,70,77,86,86,54,90,47,88,33,42,84,96,56,63,40,66,69,87,74,96,86,50,68,70,62,88,63,61,64,39,82,38,38,54,81,80,52,72,88,54,94,89,80,86,73,32,49,39,80,48,53,66,36,37,45,94,62,36,47,38,62,71
87,56,55,51,53,69,60,37,71,90,66,60,75,78,91,50,82,31,43,98,40,47,45,79,77,85,62,82,94,51,62,57,49,45,64,96,57,97,77,49,81,79,54,68,32,38,84,34,70,73,88,73,31,53,71,45,69,68,93,92,45,79,55,39,65,38,70,62,92,97,82,75,94,79,81,33,56,34,93,98,31,84,59,65,59,56,56,87,72,92
82,53,48,38,62,93,77,94,70,90,31,68,84,53,93,98,81,30,66,96,46,70,78,45,74,35,89,82,47,38,59,67,59,39,93,71,91,90,64,32,82,79,53,89,65,90,72,70,66,87,75,57,67,77,67,96,65,73,94,93,30,75,46,68,86,59,94,33,63,53,76,60,52,64,82,63,90,69,95,30,71,65,75,86,59,70,92,44,76,75
95,33,32,41,97,45,74,80,49,86,90,70,76,67,78,78,89,35,81,85,73,79,75,62,69,53,95,49,49,75,39,38,80,42,74,90,70,72,65,40,37,93,74,50,74,64,38,49,93,43,98,65,98,31,77,49,34,30,80,75,73,85,37,91,84,77,52,93,64,90,36,46,43,82,30,82,71,80,70,66,97,46,87,77,96,75,33,34,96,91
51,71,62,86,51,30,44,75,31,58,32,31,83,80,92,75,53,53,35,48,53,39,83,34,43,63,63,51,46,89,83,31,97,74,66,38,81,70,36,91,69,63,78,62,83,52,41,53,89,62,96,80,80,78,32,87,84,33,79,43,87,58,97,63,90,47,72,75,71,95,96,36,33,77,31,65,60,92,31,89,97,61,43,67,32,63,66,34,43,50
97,76,78,83,77,47,50,93,60,56,48,47,56,95,42,62,68,77,76,44,73,73,62,74,78,94,88,93,97,48,52,56,65,98,61,92,33,80,44,75,52,48,85,61,85,83,78,90,85,88,61,43,88,36,94,73,94,53,61,83,63,74,71,50,37,54,53,88,92,83,84,42,72,34,49,61,48,52,74,49,45,72,67,47,56,43,94,40,52,91
62,81,83,86,56,85,77,71,80,30,87,80,68,92,72,62,89,30,47,80,77,46,90,62,68,41,46,32,54,34,55,86,89,84,57,37,74,44,60,32,87,85,61,32,43,68,73,32,39,58,97,79,82,93,94,59,32,90,79,39,91,87,84,55,73,61,30,58,98,72,41,31,45,95,34,91,51,31,35,58,78,94,93,96,42,43,70,59,86,86
72,33,42,87,30,95,73,77,87,68,31,92,66,30,56,98,41,92,78,96,86,86,44,66,59,51,53,63,68,41,93,80,55,58,49,40,80,93,59,60,47,40,89,37,34,77,52,97,86,74,67,91,80,33,50,58,80,70,71,72,63,73,74,37,72,77,88,90,45,84,56,96,34,83,47,44,87,92,49,41,46,98,77,91,37,77,57,87,73,90
91,60,70,40,37,98,61,90,97,34,74,91,80,54,61,45,40,44,41,93,30,87,86,34,43,38,89,49,37,71,97,66,91,98,87,70,97,84,59,62,31,78,63,91,66,35,98,62,57,74,68,89,31,54,65,76,59,73,59,50,92,90,65,90,70,61,63,86,80,44,74,75,77,69,68,50,52,81,97,57,76,49,92,70,97,57,32,69,38,75
82,56,35,78,59,40,60,76,44,37,62,59,42,56,53,92,32,56,36,50,64,50,97,95,45,54,75,79,77,58,75,39,94,40,46,30,59,86,86,79,61,33,44,57,32,32,48,57,85,46,78,53,69,88,65,38,69,87,45,80,61,86,73,46,47,31,91,56,63,38,61,48,78,72,67,88,36,58,36,89,60,92,95,54,48,71,73,30,42,30
41,98,87,41,94,84,53,67,84,94,31,40,80,96,48,77,31,59,57,54,75,64,58,73,53,88,68,44,34,83,38,40,87,49,93,76,82,66,43,41,55,79,65,98,66,95,37,44,97,65,54,72,35,42,96,77,44,50,61,47,67,65,57,97,41,33,83,94,55,61,98,42,85,72,74,70,39,68,86,85,36,45,67,35,52,80,63,91,55,57
85,98,74,91,65,86,77,89,55,94,33,63,36,90,72,95,31,42,42,72,82,44,56,43,58,69,71,75,84,34,59,35,88,52,33,74,80,36,58,49,53,36,43,64,84,53,41,88,59,85,40,76,31,86,33,77,50,55,51,57,95,32,69,90,53,76,32,59,36,87,71,52,54,72,41,63,82,53,87,32,90,45,63,73,79,59,81,60,76,81
95,69,60,78,38,36,30,46,98,58,63,79,36,88,35,95,91,50,72,61,51,35,71,66,62,95,84,59,31,85,38,91,91,77,60,39,81,65,68,39,80,30,87,47,90,60,53,57,81,60,80,40,54,82,79,86,63,71,83,85,66,43,68,46,48,41,55,30,96,96,83,98,97,96,42,49,70,69,66,70,98,38,67,48,88,95,62,35,31,66
65,38,78,38,60,46,80,74,83,81,67,76,47,43,90,46,98,42,96,97,86,41,58,58,32,56,51,69,88,74,59,49,46,75,41,36,48,78,46,62,62,69,70,82,62,40,67,39,59,90,48,35,42,74,58,31,77,78,38,60,33,49,73,95,60,81,39,86,36,36,41,81,69,41,68,77,82,58,48,69,42,78,96,87,70,74,51,40,53,90
66,86,71,79,86,79,85,60,40,86,42,49,76,33,62,69,79,48,93,53,68,66,47,58,33,86,93,60,55,53,85,49,78,86,67,85,49,77,58,92,92,78,85,54,76,75,41,86,82,38,81,82,92,94,47,90,54,61,61,95,63,45,73,65,55,55,45,88,75,86,81,34,90,72,72,93,73,30,85,42,61,60,86,35,80,58,90,80,96,78
80,36,70,67,80,81,67,84,52,63,84,39,48,35,66,80,48,66,71,59,74,40,43,40,46,73,71,95,91,31,93,92,72,92,97,59,61,60,35,30,54,86,34,37,31,78,37,76,36,72,53,49,76,88,49,73,34,89,79,65,88,33,98,35,71,98,59,36,30,67,73,81,71,81,70,77,95,53,85,76,50,49,62,79,84,49,78,70,72,87
52,49,69,74,58,47,76,80,93,88,95,90,31,48,67,60,34,35,32,63,96,31,71,60,66,74,64,83,35,54,92,59,31,49,47,89,63,46,51,84,63,84,54,85,83,50,96,49,77,95,60,35,42,55,43,73,51,43,52,87,36,65,84,96,48,72,46,81,56,68,34,47,73,41,83,72,89,82,47,62,81,72,37,42,88,58,32,60,61,53
92,78,87,74,77,54,74,83,44,31,41,98,52,65,94,85,95,93,45,73,62,67,70,50,98,94,53,51,50,76,44,54,59,82,50,38,60,48,46,93,56,64,70,87,83,96,61,92,94,67,89,41,89,58,96,56,46,69,92,34,63,57,54,76,46,97,75,93,51,35,76,77,30,84,56,86,98,48,59,94,91,96,35,51,70,31,80,75,53,97
50,54,88,89,94,94,93,81,50,48,85,52,66,89,91,82,35,39,42,38,34,67,88,39,31,89,34,87,47,98,36,64,36,97,46,64,64,55,58,38,44,54,39,32,61,90,46,44,65,85,40,68,78,51,37,86,90,54,74,55,30,43,71,42,80,78,40,32,39,84,61,48,75,67,71,31,43,38,64,56,88,63,96,30,36,97,89,30,60,91
65,48,72,82,75,39,97,59,42,70,34,43,57,34,59,34,53,33,71,31,70,40,66,57,90,43,66,50,95,50,38,98,82,59,59,90,66,44,74,70,71,45,62,75,92,68,83,52,48,89,32,73,86,80,75,89,33,70,60,42,36,66,57,46,90,71,88,73,30,53,68,78,74,62,74,34,46,97,46,34,50,88,53,62,91,33,61,41,95,52
70,79,72,63,35,90,42,44,55,84,40,33,53,83,41,70,46,90,42,96,88,53,62,96,46,39,80,31,73,44,65,32,70,56,85,84,30,86,89,61,30,92,83,38,62,34,87,38,44,54,54,55,82,56,61,57,73,85,76,88,92,70,67,61,50,97,40,37,49,43,72,90,31,58,54,54,90,70,39,43,36,82,58,85,48,51,67,77,46,64
37,57,47,51,46,73,67,43,87,62,48,88,88,98,81,66,97,44,55,92,33,62,41,55,78,79,56,72,98,63,94,74,35,70,56,36,96,96,59,92,89,98,96,34,71,34,34,32,42,30,38,52,53,64,62,90,39,66,75,81,94,31,86,47,60,37,98,38,70,63,54,80,54,50,74,67,70,91,93,36,82,49,80,73,59,83,83,94,79,74
54,40,91,98,94,43,84,74,38,61,91,35,41,82,95,82,31,89,65,87,48,63,81,54,38,65,32,86,34,44,61,63,59,55,37,84,65,53,98,48,53,77,37,98,52,44,87,47,62,35,32,53,39,31,75,59,71,96,35,42,35,77,83,72,72,65,73,93,69,54,75,54,55,90,40,66,45,77,85,98,70,78,51,34,58,68,41,48,85,65
42,91,97,80,70,98,67,40,57,47,52,78,44,94,61,78,62,65,93,97,92,96,31,39,52,57,62,44,47,33,61,53,80,79,47,64,81,75,66,71,30,41,55,39,79,68,61,78,57,36,45,83,32,59,66,40,75,68,76,36,61,30,45,80,37,87,79,66,97,44,57,72,80,56,37,53,87,55,48,54,71,37,56,64,86,53,30,47,46,48
50,72,38,98,53,53,49,73,92,30,55,41,40,53,71,92,40,80,39,37,42,65,38,62,39,88,96,61,58,75,41,35,77,80,37,40,77,43,69,61,39,91,34,64,78,43,31,41,37,39,72,62,73,65,34,40,82,49,69,41,81,41,34,64,96,44,93,69,91,67,38,37,43,60,33,67,71,81,75,65,76,55,50,42,35,42,95,71,65,89
69,36,53,44,74,40,81,57,33,96,74,63,38,94,97,68,62,83,55,44,37,98,52,37,77,54,56,34,46,76,58,77,40,34,67,34,57,30,52,86,54,88,72,65,75,75,61,57,98,91,55,46,71,37,36,54,77,75,66,77,90,86,91,83,46,80,90,52,61,45,67,67,76,95,58,59,35,49,41,33,77,93,77,50,53,65,46,35,34,56
53,91,81,86,38,38,81,43,63,66,61,45,41,60,70,69,87,90,66,91,48,96,89,59,93,38,75,42,73,30,60,65,64,59,81,73,78,33,57,35,98,97,73,44,65,72,95,83,55,60,85,59,44,54,48,81,55,85,43,90,81,81,97,83,42,58,39,74,60,94,62,79,98,98,50,48,51,76,57,39,42,76,61,52,56,54,74,68,40,61
82,47,96,74,34,67,54,61,57,66,78,61,38,75,74,56,81,40,47,75,58,96,35,40,64,69,55,97,95,96,92,85,70,53,77,84,95,90,82,93,47,40,60,45,35,98,51,91,51,95,49,69,58,64,56,49,37,72,57,66,37,35,52,36,76,84,78,66,62,97,92,59,54,56,37,94,66,97,61,96,91,53,68,73,84,50,96,79,82,57
38,44,66,70,79,71,63,65,94,59,77,67,66,48,83,86,50,50,33,75,59,61,96,78,97,38,85,53,86,72,86,39,65,62,74,61,66,92,50,92,48,66,62,44,92,93,53,84,44,46,61,92,75,88,67,84,70,75,69,78,63,38,42,54,68,62,43,93,55,70,79,35,98,63,65,42,75,69,40,48,89,55,91,97,65,70,64,53,56,48
58,62,68,74,51,57,39,44,96,77,61,69,54,35,56,81,35,41,77,93,73,70,36,57,85,72,75,60,89,33,44,65,52,33,52,60,66,53,80,56,97,34,38,57,39,40,47,79,42,44,44,43,49,56,85,80,94,74,78,97,51,88,39,74,40,66,81,89,93,34,35,81,66,52,56,32,51,95,35,59,89,91,91,70,88,69,32,71,95,71
76,82,71,32,48,93,90,45,54,75,94,66,90,78,35,91,64,48,91,96,48,39,34,86,71,39,46,43,96,62,35,87,75,89,37,79,92,32,78,45,74,44,64,67,67,69,91,76,30,34,84,89,95,68,64,70,77,38,43,38,93,30,70,69,77,60,59,59,61,82,56,71,71,98,73,73,89,80,88,67,39,52,95,94,63,74,63,98,70,86
80,74,72,53,48,63,88,85,63,35,31,89,73,97,32,71,86,81,82,50,54,62,66,85,76,49,55,87,75,57,57,97,89,72,85,53,47,46,82,77,49,41,61,46,59,56,30,64,67,46,59,78,84,79,40,50,42,54,92,44,30,36,32,61,76,82,56,96,33,48,96,58,46,80,87,88,74,72,96,50,66,58,75,58,76,83,65,52,50,71
92,77,83,81,59,71,72,56,67,39,88,60,75,68,70,38,79,75,92,42,92,43,81,89,34,49,76,94,96,88,94,37,86,45,89,65,45,89,35,33,71,38,48,83,89,42,64,69,69,49,65,94,81,86,49,84,38,59,71,69,62,76,76,44,48,46,47,82,72,38,87,61,49,74,65,96,34,45,37,73,98,83,31,70,94,83,88,68,89,55
87,51,31,44,53,61,40,37,89,75,95,77,37,98,46,88,43,30,89,89,34,42,50,48,78,76,48,80,51,39,77,66,78,93,55,75,90,47,37,48,80,59,56,74,59,73,65,36,90,93,69,91,35,78,97,78,47,45,34,59,50,66,97,72,41,75,70,74,68,77,67,97,39,35,96,86,66,91,79,64,87,73,68,30,89,93,68,98,68,95
56,53,70,62,31,81,46,94,95,90,34,75,64,94,49,87,51,59,65,61,52,35,88,94,30,58,91,35,48,79,49,92,66,46,50,39,97,65,76,68,54,39,97,83,32,42,85,37,48,91,97,55,40,50,94,97,32,51,34,35,78,41,87,52,48,85,73,58,52,67,63,92,81,61,34,31,49,31,60,58,88,65,52,86,40,70,91,58,85,33
61,71,91,66,74,57,42,52,74,90,74,32,92,68,35,35,53,77,42,38,66,37,38,69,71,53,67,58,78,58,84,97,73,72,68,33,65,80,79,62,60,36,84,82,93,39,89,76,69,76,32,73,67,46,93,41,46,81,85,73,72,75,90,84,32,58,77,98,46,30,57,79,90,50,43,64,40,50,55,51,62,79,40,85,53,45,67,57,35,85
51,92,88,32,92,36,69,48,88,66,46,67,72,39,72,56,65,64,86,71,83,75,33,57,46,51,90,42,45,91,42,44,47,51,69,50,38,92,78,92,79,83,40,94,86,96,55,43,59,39,79,59,47,93,58,63,76,77,78,81,87,86,51,88,81,31,33,49,75,41,82,88,60,85,43,60,79,32,52,62,96,48,50,44,35,70,82,34,37,49
98,62,96,82,87,93,80,85,83,41,97,35,74,69,77,46,85,92,52,37,92,54,61,41,93,38,51,86,39,74,82,57,81,82,68,76,32,70,36,59,40,39,63,47,40,41,78,70,72,97,68,59,88,71,76,33,30,44,42,96,86,40,62,92,44,61,65,54,55,82,78,96,47,53,49,62,92,47,33,50,48,64,33,73,44,88,93,90,63,39
49,62,89,82,60,41,90,54,88,34,91,34,77,39,43,97,52,62,68,56,43,30,74,92,30,67,35,47,98,42,95,72,93,69,65,89,79,92,56,72,87,76,92,31,57,87,35,78,77,50,82,89,97,69,34,70,85,71,69,96,56,45,61,70,85,76,96,80,53,95,43,65,77,90,85,56,30,36,42,93,74,98,93,81,49,42,66,72,67,53
81,84,58,95,61,54,47,69,83,62,52,57,67,83,66,65,31,73,50,41,43,54,98,96,51,68,79,42,63,60,80,35,89,51,50,78,41,95,68,34,83,33,30,51,97,90,79,54,37,97,53,84,58,52,41,85,43,30,43,37,97,33,50,58,81,46,62,52,62,90,85,79,87,63,69,39,58,96,66,83,74,50,83,82,61,86,87,35,83,34
65,31,40,79,90,53,46,72,78,61,92,87,97,49,48,37,73,86,30,33,42,92,76,74,79,48,92,91,68,52,84,47,80,35,89,46,90,80,86,31,34,97,52,64,88,32,71,57,66,32,53,47,46,62,94,38,64,81,70,32,67,36,69,39,40,45,72,69,63,42,61,98,87,40,32,59,74,32,40,48,69,41,46,94,68,32,43,64,82,39
94,96,41,77,32,85,32,40,92,84,83,92,40,85,67,56,96,86,80,86,78,61,86,32,89,72,64,85,91,38,32,77,30,60,95,77,35,50,47,42,69,86,93,79,57,87,92,37,83,72,78,65,66,82,80,32,59,78,70,40,34,82,44,82,37,53,66,71,85,44,92,39,36,37,75,94,36,62,85,42,70,75,78,56,31,46,85,87,60,91
48,44,36,97,67,98,80,89,32,98,57,61,55,86,66,69,35,33,77,82,68,94,96,78,48,38,57,37,75,43,93,62,80,94,83,72,85,88,69,42,32,73,88,39,30,41,36,77,34,31,50,96,32,77,33,94,80,57,39,53,69,76,61,56,98,40,59,75,66,88,70,36,90,30,46,73,90,40,51,69,90,45,80,85,56,54,90,61,76,55
45,52,53,45,44,88,54,67,56,33,35,75,30,39,91,36,75,62,59,96,50,63,58,81,91,48,61,57,32,31,65,69,91,91,49,65,48,52,67,69,96,40,85,49,43,68,47,66,75,36,72,73,42,75,32,74,74,64,48,75,49,57,74,39,94,43,67,92,40,31,57,90,70,64,68,38,69,32,38,95,87,41,95,51,36,62,51,86,38,72
49,47,57,33,70,60,37,68,88,48,48,93,73,45,73,68,72,97,41,65,76,47,77,56,69,58,65,93,78,57,44,89,30,35,45,77,31,83,74,76,90,47,76,80,81,66,84,35,98,58,93,96,72,33,75,40,78,89,86,66,74,42,54,78,36,49,49,39,32,91,35,67,48,71,77,52,80,31,30,41,48,84,43,68,92,83,42,41,93,89
55,77,89,61,75,87,39,42,83,43,96,97,57,87,54,67,92,76,74,94,43,75,55,64,52,81,95,67,64,94,45,51,81,90,57,50,79,89,43,50,47,78,69,62,95,30,63,77,85,70,61,50,89,86,52,53,78,43,48,34,74,67,94,52,36,84,87,79,56,85,32,51,64,66,41,58,81,94,30,55,49,70,85,68,92,41,53,82,95,91
83,76,87,42,34,85,60,49,43,89,64,82,93,86,82,58,38,78,81,43,64,73,97,42,84,72,42,91,43,73,98,49,82,77,88,52,57,87,80,53,93,63,49,60,47,92,96,83,64,69,51,68,86,76,53,76,91,63,85,69,54,83,75,53,81,34,53,62,82,64,49,78,48,44,95,47,35,52,65,65,49,57,64,91,39,40,93,61,70,98
65,36,87,94,51,80,76,30,46,70,98,88,97,33,49,31,95,83,37,65,63,58,94,68,34,30,48,55,67,53,71,94,94,50,32,98,97,48,44,44,79,42,49,71,68,58,52,60,71,40,77,48,78,68,35,33,31,57,79,48,67,72,81,33,61,67,53,54,96,45,30,84,85,82,88,38,84,54,41,85,66,39,43,85,70,36,87,59,69,78
37,82,85,88,74,59,94,93,77,44,64,35,96,36,66,94,79,49,70,96,40,33,95,96,35,39,70,41,75,45,42,89,86,88,41,94,67,35,45,81,48,75,37,83,75,44,48,57,92,36,86,84,37,49,45,39,78,98,57,71,57,35,63,49,60,30,32,93,67,60,53,82,66,74,57,86,42,58,41,32,36,33,53,45,59,65,75,66,36,52
66,95,67,63,49,42,58,76,58,39,37,94,85,95,39,54,84,57,62,75,66,46,56,49,36,64,55,34,52,38,32,76,38,37,92,78,77,94,33,49,94,42,83,40,34,44,76,96,48,44,82,59,67,49,33,79,69,47,73,76,32,96,76,88,97,97,51,46,39,52,62,75,45,81,83,76,74,59,93,93,70,97,60,63,38,59,75,32,42,39
87,76,82,57,73,80,75,70,82,79,93,33,76,80,89,74,62,85,55,60,67,55,52,35,46,60,36,85,74,67,43,92,51,83,79,46,48,71,78,69,73,35,47,63,79,64,53,81,61,38,69,43,82,88,78,96,32,41,64,83,70,71,87,53,95,49,35,39,58,68,57,31,34,55,71,50,56,67,50,65,56,38,70,43,91,92,51,73,52,49
94,86,93,35,43,70,68,79,63,79,90,97,47,32,66,79,89,96,32,74,33,38,81,95,39,64,83,96,78,72,48,41,98,86,62,52,62,76,41,76,39,35,37,84,72,30,44,43,96,80,54,94,35,97,67,68,82,63,86,40,76,50,87,54,77,45,85,94,32,78,58,53,71,44,59,38,59,48,64,83,45,40,84,50,86,94,51,80,45,93
65,32,35,84,82,77,51,84,95,98,58,55,45,38,42,34,62,42,30,59,87,50,35,63,45,47,95,59,45,82,61,61,87,36,43,42,33,43,39,49,75,93,64,46,95,41,69,93,42,73,78,61,67,93,75,85,70,39,84,57,51,56,94,35,55,54,61,47,38,63,65,85,39,79,79,55,82,91,85,59,50,76,80,91,76,66,72,47,54,72
89,93,79,94,69,36,42,93,48,56,79,78,79,35,58,48,40,33,74,89,30,52,67,93,32,42,90,56,38,81,41,87,52,43,37,59,70,79,80,59,76,80,53,66,97,71,74,70,72,38,54,81,31,65,32,44,96,90,51,83,59,49,77,48,66,46,44,91,59,40,74,88,86,71,78,35,98,39,75,77,68,87,90,97,76,94,63,75,34,96
92,87,62,32,47,71,67,88,65,73,64,51,60,31,74,33,57,77,55,78,64,84,96,47,35,39,51,90,71,43,33,34,85,86,36,32,70,69,59,33,42,73,43,96,87,50,62,57,47,56,94,51,57,91,81,46,64,57,41,41,37,95,55,77,35,89,73,83,35,75,75,71,30,96,97,61,78,30,92,66,46,79,64,58,84,96,73,41,55,32
56,51,62,96,63,80,47,98,65,71,59,78,65,88,43,38,35,40,59,90,42,34,91,70,78,77,43,56,86,34,91,50,45,47,88,50,65,83,84,54,81,87,65,94,83,77,38,58,32,61,35,90,72,38,57,35,73,55,85,55,72,49,48,48,78,86,32,40,95,72,45,51,53,87,49,75,33,80,57,45,45,49,48,58,37,78,92,69,30,44
92,52,88,48,61,37,59,85,70,85,63,84,87,66,87,73,69,43,60,32,57,76,64,34,39,44,36,70,43,72,45,52,48,36,56,96,90,73,46,81,75,67,80,68,57,60,45,33,57,92,70,33,95,35,72,51,41,90,74,92,70,58,30,33,56,89,56,77,31,32,69,38,70,43,37,90,50,92,33,97,30,35,37,98,94,67,83,52,90,86
