DDD10000,LCP10000,RTS10000,CIP10000,IOP10000,PRCY_001
84.75,86.0,87.0,87.29,86.17,86.24
88.83,88.0,85.83,90.33,88.33,88.27
87.25,85.92,90.67,86.71,92.67,88.64
85.83,86.92,90.17,89.49,87.33,87.95
86.0,88.75,87.5,87.31,88.5,87.61
86.33,87.33,87.33,86.42,90.67,87.62
89.0,87.67,86.5,90.58,85.67,87.88
88.67,87.5,84.83,86.56,88.33,87.18
87.33,89.92,88.17,87.62,89.0,88.41
87.42,86.92,92.0,88.02,88.33,88.54
89.17,85.25,84.83,89.09,86.17,86.9
85.0,87.67,89.67,88.56,87.0,87.58
88.92,88.92,87.17,87.27,90.67,88.59
89.5,87.0,86.17,88.07,91.0,88.35
86.58,84.5,88.67,89.49,85.33,86.91
85.75,87.08,89.0,89.11,87.0,87.59
86.17,85.83,88.67,88.58,86.83,87.22
84.58,89.75,84.67,91.02,87.67,87.54
84.42,88.08,86.83,87.6,85.5,86.49
90.0,85.5,86.83,85.98,87.33,87.13
89.42,85.33,84.67,88.82,87.0,87.05
87.5,88.08,88.0,85.78,83.83,86.64
87.67,84.67,88.33,89.36,87.17,87.44
88.5,90.25,86.33,88.64,87.0,88.15
87.0,86.92,83.5,88.18,91.83,87.49
86.58,87.58,88.33,89.09,89.67,88.25
88.08,85.67,87.5,87.76,87.67,87.33
88.83,87.92,87.0,87.91,87.67,87.87
88.17,86.33,86.0,87.73,89.33,87.51
87.83,88.42,87.33,87.22,85.67,87.29
87.17,89.83,85.83,85.29,86.5,86.92
87.83,86.25,87.17,89.44,87.0,87.54
87.33,88.58,90.33,89.33,90.33,89.18
87.25,87.33,86.83,85.76,89.0,87.23
89.08,88.92,90.67,87.62,87.33,88.72
89.75,84.42,87.83,85.33,93.33,88.13
90.0,88.17,86.0,87.2,84.17,87.11
84.83,90.33,82.5,86.36,87.83,86.37
88.58,84.92,86.0,86.33,92.33,87.63
87.92,85.92,90.67,86.93,90.0,88.29
86.58,87.25,88.17,87.82,85.33,87.03
88.5,86.08,86.5,86.33,86.5,86.78
87.08,87.33,88.0,85.27,88.0,87.14
87.92,87.67,91.0,89.53,87.5,88.72
86.42,84.67,88.0,86.62,88.83,86.91
87.33,88.08,90.67,87.22,87.67,88.19
86.5,86.92,87.83,90.18,86.17,87.52
86.92,87.75,87.0,87.02,89.17,87.57
87.5,89.75,86.83,90.18,91.33,89.12
87.08,86.17,90.5,88.84,85.83,87.69
89.75,87.08,87.17,87.51,87.33,87.77
87.33,85.92,87.67,85.11,88.83,86.97
85.92,88.58,89.33,85.62,83.17,86.52
88.67,87.08,83.67,82.98,86.83,85.85
86.75,89.67,85.33,88.2,88.33,87.66
89.75,89.17,90.83,87.71,88.83,89.26
88.58,86.25,88.67,87.93,86.0,87.49
87.42,87.75,84.67,87.44,89.5,87.36
87.92,88.33,85.33,87.93,90.0,87.9
87.42,86.42,91.67,89.11,86.5,88.22
89.67,88.0,87.5,86.58,88.67,88.08
85.0,85.58,87.33,88.67,87.17,86.75
88.33,89.75,84.33,87.02,88.5,87.59
88.25,87.42,89.17,88.64,87.33,88.16
87.17,88.75,86.67,87.33,84.67,86.92
88.42,87.08,90.0,87.13,86.83,87.89
89.0,87.33,88.17,89.13,84.5,87.63
87.83,88.17,86.33,88.27,86.17,87.35
87.5,87.83,87.0,85.98,87.67,87.2
88.5,86.67,85.67,85.56,86.5,86.58
85.75,87.83,87.17,86.67,89.17,87.32
87.58,88.0,85.33,87.58,86.67,87.03
87.67,87.33,86.83,89.73,85.33,87.38
86.17,87.83,88.5,90.02,88.33,88.17
86.83,87.33,88.83,86.6,86.0,87.12
87.08,87.58,86.83,86.73,87.83,87.21
89.0,86.58,88.0,86.02,85.17,86.95
87.17,88.08,88.0,88.33,90.0,88.32
85.67,85.25,87.33,86.49,87.83,86.51
86.42,89.33,87.5,88.24,86.33,87.57
85.5,87.92,89.67,86.76,86.17,87.2
89.08,87.5,86.83,86.98,90.0,88.08
87.08,88.25,84.0,86.78,85.17,86.26
86.83,87.33,86.83,88.24,86.5,87.15
83.75,86.83,83.67,85.98,84.5,84.95
88.25,87.42,87.33,85.98,87.17,87.23
88.33,87.58,84.67,87.0,87.17,86.95
87.33,87.83,88.83,85.89,88.17,87.61
87.25,85.67,84.17,87.91,84.33,85.87
85.83,89.58,87.83,90.47,85.83,87.91
90.08,89.58,88.83,89.04,86.67,88.84
88.5,86.42,87.67,89.8,88.17,88.11
87.92,87.42,88.33,86.16,86.33,87.23
88.92,86.42,87.33,88.11,88.83,87.92
89.75,87.17,86.67,87.07,86.67,87.46
89.5,86.25,85.5,87.42,89.33,87.6
