RST10000,RCD10000,RSL10000,RSU10000,ROR10000,RDA10000,RTR10000,RPR10000,RMR10000,RCM10000,RSRC_001
67.95,61.26,58.37,52.89,65.74,55.42,61.63,56.68,59.37,57.42,59.67
63.21,61.79,59.68,62.32,57.26,48.79,56.79,59.42,60.16,66.26,59.57
60.74,65.11,55.11,57.26,59.32,57.68,56.84,62.95,59.32,53.74,58.81
61.68,57.53,60.63,56.63,58.16,61.05,63.26,65.21,61.42,59.58,60.52
60.26,58.32,60.58,64.26,59.26,57.79,61.47,57.16,58.47,61.58,59.92
54.42,67.42,61.26,58.05,56.63,59.47,53.32,57.58,65.63,54.58,58.84
68.68,68.16,64.42,57.68,65.16,64.53,55.58,61.95,63.74,59.84,62.97
56.68,55.16,59.63,55.89,60.16,61.63,57.63,59.63,59.84,57.37,58.36
54.16,61.42,62.74,58.42,60.32,52.0,60.0,56.05,58.42,70.79,59.43
61.47,59.26,56.32,55.11,60.63,60.74,57.05,60.47,65.58,60.89,59.75
58.63,62.79,63.42,61.26,60.42,63.58,61.63,60.26,55.32,55.79,60.31
63.68,55.58,54.53,60.26,61.0,62.74,58.63,57.42,60.11,64.37,59.83
64.42,57.95,60.21,60.05,64.42,56.89,60.53,48.42,60.11,64.42,59.74
69.11,64.68,60.0,53.68,66.89,60.0,65.37,56.95,63.32,61.84,62.18
59.26,65.79,59.05,60.0,50.42,63.89,63.0,55.37,56.42,62.11,59.53
55.74,59.53,65.79,61.58,63.74,58.74,53.95,66.89,64.21,63.26,61.34
64.68,62.21,59.37,58.26,56.63,59.32,59.16,58.32,64.63,64.32,60.69
63.58,59.47,61.74,59.68,54.37,57.95,64.53,56.95,63.11,59.84,60.12
57.42,57.26,65.16,59.21,62.47,51.05,63.32,65.26,55.63,59.05,59.58
60.89,57.37,60.11,55.89,63.89,55.89,58.11,58.79,56.74,66.0,59.37
57.16,57.11,64.53,62.42,54.95,61.32,61.58,63.47,63.53,56.37,60.24
57.42,55.89,64.21,63.53,59.68,61.05,57.74,57.74,56.16,59.63,59.31
64.84,57.37,59.53,59.58,59.58,56.11,59.05,59.74,56.0,58.21,59.0
57.53,64.0,56.0,64.05,65.16,59.74,54.89,56.11,58.74,59.42,59.56
58.79,61.26,62.05,56.53,62.16,61.84,60.42,58.42,61.11,59.74,60.23
55.68,62.37,57.32,55.68,53.32,56.05,55.05,61.53,63.16,53.0,57.32
62.95,65.47,59.68,69.16,63.05,64.53,62.32,58.42,53.95,62.26,62.18
68.05,63.53,58.05,59.11,64.32,57.68,57.05,57.84,54.68,61.37,60.17
58.89,59.21,62.0,63.05,65.32,63.42,53.42,50.68,63.79,62.95,60.27
61.42,59.42,59.26,54.47,57.63,57.21,57.74,62.95,64.89,54.68,58.97
54.84,57.89,49.37,56.53,51.68,57.68,58.26,59.74,60.95,60.16,56.71
50.68,59.95,63.37,61.84,55.32,59.42,53.68,62.42,60.89,57.37,58.49
58.32,58.0,59.32,62.68,62.47,58.79,56.37,60.21,58.74,58.42,59.33
56.89,58.74,60.37,58.63,61.26,56.68,59.58,57.79,64.21,60.21,59.44
58.05,61.84,59.63,59.74,57.11,59.21,57.05,55.26,59.47,55.16,58.25
61.42,51.26,62.11,61.68,56.11,63.53,55.53,61.11,61.11,65.05,59.89
60.16,60.74,59.53,59.79,61.89,60.53,64.89,68.89,59.32,61.42,61.72
61.68,55.63,62.11,56.21,58.68,62.47,58.53,58.53,58.95,66.11,59.89
53.37,60.05,59.63,59.89,57.37,63.32,60.37,61.11,58.74,61.53,59.54
56.84,56.11,56.37,57.74,62.74,62.95,60.63,66.16,60.74,63.16,60.34
60.79,62.11,51.58,54.68,57.16,60.32,52.63,59.0,59.74,59.95,57.79
61.68,68.0,52.26,54.63,66.53,56.63,60.26,56.0,65.16,56.37,59.75
58.47,61.05,59.53,62.74,60.47,67.0,58.37,56.79,59.79,63.89,60.81
60.32,66.95,54.79,55.37,60.42,58.21,60.37,70.53,67.89,62.84,61.77
56.37,56.79,59.05,55.42,64.68,54.11,64.37,60.11,63.58,53.26,58.77
59.32,65.63,59.89,57.32,56.47,61.32,57.16,63.26,62.63,52.95,59.59
55.37,60.63,61.84,57.63,57.95,60.05,59.84,58.89,61.21,58.63,59.21
59.53,62.11,55.16,63.11,56.79,59.0,51.47,58.74,64.68,54.47,58.51
61.05,64.11,58.37,58.95,60.11,61.32,52.84,61.47,55.42,58.11,59.17
61.21,63.58,60.58,53.74,63.68,56.63,63.16,57.37,61.0,65.95,60.69
58.16,56.0,60.53,57.89,62.0,50.84,60.47,60.58,61.32,66.11,59.39
57.74,56.05,58.16,57.84,55.21,61.16,50.53,57.74,63.21,69.26,58.69
58.21,64.63,64.74,58.58,58.79,62.74,61.16,64.21,61.74,59.84,61.46
59.47,61.74,59.11,61.05,63.37,57.58,57.21,58.95,59.11,59.84,59.74
63.53,60.05,62.89,59.74,67.58,64.84,61.84,55.53,62.89,64.11,62.3
62.95,58.42,59.32,64.42,69.37,61.16,69.16,67.74,51.05,53.68,61.73
54.79,57.53,61.16,55.84,72.26,60.05,62.11,63.16,59.74,52.53,59.92
58.21,55.79,51.95,61.26,63.47,56.11,68.11,56.79,57.79,64.79,59.43
61.53,52.37,59.47,59.74,64.16,53.42,64.58,57.37,61.89,56.74,59.13
51.21,53.68,60.89,54.05,59.95,55.0,57.16,59.79,63.63,57.53,57.29
53.26,57.42,66.37,63.21,58.05,67.42,59.16,57.21,62.42,64.32,60.88
61.79,63.16,61.05,61.58,58.26,54.95,58.68,58.74,61.05,66.37,60.56
51.84,54.84,58.95,62.95,57.95,64.21,59.11,56.53,63.84,62.16,59.24
57.47,62.79,58.84,62.63,56.11,59.89,58.58,65.58,63.32,66.68,61.19
52.0,58.26,67.0,63.47,61.32,58.74,63.63,56.47,61.68,55.47,59.81
65.26,59.21,61.16,65.95,55.84,61.0,62.63,60.37,63.26,59.89,61.46
57.89,62.21,56.68,59.68,58.21,59.63,52.26,62.53,63.0,58.26,59.04
54.42,63.95,59.68,67.63,59.21,56.47,50.05,58.16,64.37,60.89,59.48
54.53,54.63,59.58,62.16,56.74,61.37,61.26,69.21,55.47,61.37,59.63
53.26,62.37,56.11,59.0,58.95,68.53,55.05,67.05,55.05,58.58,59.39
59.95,65.05,59.16,53.84,61.05,62.32,56.32,60.42,62.21,59.21,59.95
57.26,62.11,62.05,62.26,64.42,60.68,65.58,56.11,66.84,62.74,62.01
60.89,60.84,57.95,59.11,55.47,58.37,57.79,59.26,58.42,58.37,58.65
55.42,61.37,47.53,54.42,61.05,60.47,56.95,61.95,62.32,55.05,57.65
63.16,66.0,54.63,57.58,59.42,61.58,63.21,48.58,55.26,62.74,59.22
55.95,56.47,63.63,52.84,62.95,62.42,63.32,59.63,61.21,57.05,59.55
65.32,61.53,64.26,60.26,65.26,63.0,61.47,51.16,61.63,57.32,61.12
62.47,58.79,58.47,59.95,60.47,62.0,61.26,58.84,57.42,58.32,59.8
56.89,55.58,53.95,63.37,63.95,60.21,60.53,62.53,60.95,59.79,59.77
66.05,61.37,67.63,58.63,61.32,63.53,67.32,55.63,56.79,61.63,61.99
62.84,55.37,53.53,61.0,59.63,61.21,55.47,62.58,62.37,65.37,59.94
70.47,62.16,57.95,63.58,60.63,56.47,57.68,56.84,57.0,55.58,59.84
63.79,66.37,59.95,59.68,68.89,50.16,58.58,59.26,59.53,63.79,61.0
55.53,59.21,54.68,61.74,56.16,60.16,61.58,53.0,56.58,61.47,58.01
63.32,57.47,66.89,59.74,58.74,62.16,62.63,56.0,58.63,66.11,61.17
64.63,61.11,59.37,65.21,62.21,57.58,61.58,64.68,67.26,58.58,62.22
57.89,62.58,64.42,61.32,54.16,63.79,63.32,54.84,67.26,63.16,61.27
62.16,64.11,61.89,59.05,60.47,63.79,62.21,58.63,58.68,58.32,60.93
66.58,55.32,59.63,54.89,62.05,55.63,56.26,60.95,51.68,60.37,58.34
64.74,69.58,52.11,60.42,56.53,55.32,63.53,60.11,55.63,59.84,59.78
59.42,66.58,54.42,59.21,55.79,65.16,54.16,58.58,60.32,52.74,58.64
58.89,64.84,55.37,61.79,62.74,59.95,63.16,54.68,60.63,56.11,59.82
57.21,57.58,58.95,63.63,63.95,57.26,62.68,60.0,66.32,62.21,60.98
63.58,60.42,61.53,60.68,56.16,65.84,61.05,63.84,65.95,57.58,61.66
62.58,61.58,60.0,65.37,62.16,61.32,56.79,58.58,69.63,62.32,62.03
65.74,62.74,63.47,65.74,55.63,55.84,64.32,59.11,61.84,58.63,61.31
61.74,63.47,58.47,59.26,57.63,65.16,58.79,60.11,68.68,57.53,61.08
58.26,57.26,54.68,63.37,55.05,64.47,59.95,62.89,55.16,58.79,58.99
64.11,58.84,62.26,59.21,63.0,59.32,57.37,55.68,65.79,53.37,59.89
60.95,64.26,58.95,63.0,60.95,69.63,61.0,62.63,59.0,65.63,62.6
55.53,59.11,64.84,58.63,58.63,51.74,59.26,61.32,61.26,60.21,59.05
64.21,65.95,61.74,58.74,67.63,60.21,58.42,64.84,55.95,57.26,61.49
54.47,56.0,57.74,58.42,54.11,61.32,60.63,58.47,60.84,60.79,58.28
62.63,58.47,53.58,61.16,55.21,64.11,58.11,56.84,61.16,66.16,59.74
55.47,60.0,63.74,51.68,56.42,57.68,60.0,69.42,57.37,55.42,58.72
65.11,54.42,60.47,65.89,59.74,63.68,54.84,56.95,57.47,62.47,60.11
59.47,60.58,66.95,60.37,58.63,58.79,57.37,50.26,67.21,57.74,59.74
52.05,54.42,52.95,52.63,64.42,56.11,57.26,63.26,61.74,65.05,57.99
64.37,62.74,68.47,63.11,64.11,60.16,64.32,65.0,63.26,56.0,63.15
64.58,56.84,59.89,62.84,51.79,56.74,67.05,60.74,56.05,60.58,59.71
50.95,62.58,55.63,56.89,62.58,60.53,57.89,60.89,63.84,56.26,58.81
61.32,53.47,63.74,56.47,62.37,58.58,61.42,57.16,62.42,57.26,59.42
60.05,55.32,52.58,62.0,57.26,57.32,58.26,54.11,52.89,59.58,56.94
57.05,59.11,63.95,58.53,60.16,59.11,63.95,62.11,56.68,57.32,59.79
66.05,58.58,56.11,62.95,67.58,60.74,53.58,61.11,59.32,62.74,60.87
65.21,53.58,55.53,58.26,57.11,64.21,58.26,57.11,62.11,56.84,58.82
67.95,61.42,55.16,64.32,68.53,55.74,62.79,61.37,63.11,57.58,61.79
60.58,60.63,59.84,60.05,62.63,56.58,70.42,64.37,53.84,56.89,60.58
56.58,62.53,61.63,62.21,60.58,61.79,67.53,63.32,61.74,61.11,61.9
71.21,65.53,64.58,67.0,63.16,57.95,63.11,61.26,60.21,58.37,63.24
66.11,64.79,62.05,54.89,59.79,65.63,68.32,63.11,56.0,64.16,62.48
52.11,65.37,59.74,64.58,52.58,50.21,57.89,61.42,54.95,61.79,58.06
61.16,51.47,68.47,62.89,64.47,57.79,63.42,60.95,61.63,62.11,61.44
58.84,60.47,60.21,60.32,53.84,55.95,59.58,66.63,60.95,62.63,59.94
61.05,64.42,51.11,54.63,62.32,59.11,55.68,62.42,64.37,58.32,59.34
52.32,59.05,64.63,58.68,61.63,63.0,58.05,60.74,62.11,51.53,59.17
62.89,60.16,63.58,54.37,66.58,54.58,55.58,60.68,56.68,61.89,59.7
64.53,57.95,54.32,57.16,55.47,56.16,62.21,65.84,63.11,59.74,59.65
57.53,58.42,63.84,57.89,49.74,59.16,57.63,60.0,52.42,56.63,57.33
65.84,59.79,53.68,56.63,66.84,62.11,57.47,62.21,57.68,54.11,59.64
57.89,51.26,58.58,55.53,56.32,63.16,51.89,62.37,64.84,59.68,58.15
69.68,70.37,50.84,57.0,62.53,70.32,54.84,56.63,65.05,54.05,61.13
65.53,56.74,61.11,61.42,52.16,59.26,59.74,58.84,59.11,60.42,59.43
59.74,60.0,58.79,61.11,53.84,56.84,57.79,56.11,64.05,55.47,58.37
56.79,63.89,52.74,67.79,63.26,56.58,70.37,60.16,59.21,53.68,60.45
64.37,55.42,52.16,56.42,54.74,58.26,55.26,57.63,55.37,53.21,56.28
59.58,60.42,56.0,63.79,69.16,61.63,61.84,52.42,62.89,60.11,60.78
64.11,57.79,56.42,61.53,54.26,62.26,61.11,63.84,51.74,69.89,60.29
60.05,65.95,53.42,58.26,60.84,58.47,65.84,62.79,54.84,66.84,60.73
56.89,56.74,60.63,56.37,65.84,60.63,57.79,60.68,64.89,67.53,60.8
59.79,54.84,55.32,56.42,59.68,62.11,54.58,66.84,52.63,52.89,57.51
68.68,57.37,62.74,58.47,60.63,57.05,62.42,61.95,57.79,64.37,61.15
64.68,59.32,64.58,56.53,63.89,64.89,60.11,61.26,58.68,61.32,61.53
57.68,56.95,66.84,54.11,54.84,55.0,53.84,64.11,54.79,57.16,57.53
63.53,56.84,50.68,61.53,52.26,56.37,57.68,64.58,63.68,65.11,59.23
58.32,60.32,62.05,63.53,63.05,56.58,58.0,62.26,65.42,57.84,60.74
62.11,56.74,59.89,59.37,63.37,53.63,63.58,64.05,64.63,62.58,60.99
56.68,56.68,51.32,59.53,53.05,61.89,54.42,55.0,66.26,60.37,57.52
55.84,60.16,56.84,50.21,61.68,62.84,60.16,62.47,58.37,61.68,59.03
53.37,66.16,63.89,52.79,55.63,56.32,53.63,59.16,57.37,56.32,57.46
58.95,59.11,63.11,56.21,63.58,66.74,59.05,63.63,54.47,51.89,59.67
59.63,64.32,54.58,61.26,56.53,68.16,59.11,58.58,67.74,56.79,60.67
64.84,66.05,56.89,65.58,59.68,60.26,64.05,62.32,58.37,54.32,61.24
58.05,58.05,51.05,55.53,58.95,58.26,61.26,68.47,56.42,62.89,58.89
59.68,59.16,58.21,64.42,61.84,55.47,58.79,55.0,61.32,53.05,58.69
58.84,55.89,63.37,63.53,53.32,63.05,57.0,51.05,65.32,59.26,59.06
57.26,62.53,59.05,58.84,59.47,60.0,63.58,60.53,55.26,54.05,59.06
52.26,65.32,57.74,55.42,58.79,63.16,61.89,53.53,57.58,63.16,58.88
64.37,62.53,54.0,67.26,62.53,54.42,55.58,57.63,55.53,55.95,58.98
62.63,56.89,56.16,58.63,65.47,55.32,51.37,61.37,63.84,59.79,59.15
58.37,57.42,58.47,63.95,56.37,56.42,57.74,59.53,65.68,56.63,59.06
50.84,57.26,59.32,60.63,65.89,59.74,58.0,57.42,61.37,68.79,59.93
61.79,60.68,57.0,59.58,56.05,57.68,56.0,58.74,57.42,58.0,58.29
64.42,58.05,65.26,55.47,62.58,53.0,64.37,55.74,62.26,66.42,60.76
57.47,60.26,59.63,61.58,64.37,56.47,64.05,63.26,56.16,64.16,60.74
56.05,60.21,45.37,56.58,62.05,53.42,60.32,58.63,54.95,57.47,56.51
54.63,56.42,57.79,59.16,72.16,61.26,60.0,63.0,63.21,56.58,60.42
58.79,59.74,59.89,57.63,56.16,56.53,62.47,58.84,63.68,61.26,59.5
63.68,68.26,59.47,50.79,63.42,65.89,59.21,58.68,60.0,57.16,60.66
65.37,57.89,54.32,59.79,63.79,64.05,66.84,53.26,60.16,59.74,60.52
59.58,56.05,58.21,53.63,61.37,65.74,62.42,71.16,66.26,55.42,60.98
65.68,64.89,61.84,64.05,63.0,51.11,65.79,63.05,62.47,59.79,62.17
57.05,63.84,54.0,61.0,61.68,64.42,57.32,59.16,55.11,64.53,59.81
55.74,55.21,62.89,59.53,57.63,61.89,58.74,58.42,52.26,61.58,58.39
61.05,59.32,56.47,56.68,59.47,64.84,66.47,57.37,57.47,58.47,59.76
57.95,60.74,58.21,60.63,61.58,64.21,55.95,60.47,60.05,49.63,58.94
57.42,62.79,55.58,61.58,59.95,60.58,57.37,61.95,58.42,67.26,60.29
57.58,60.68,61.79,58.58,65.16,62.74,58.05,59.16,60.16,58.68,60.26
62.05,56.32,56.68,53.53,63.32,61.63,61.95,61.32,56.26,67.37,60.04
59.21,58.37,55.32,54.26,53.74,63.58,54.95,58.26,60.32,57.0,57.5
56.63,63.47,54.68,57.0,56.05,57.53,56.16,62.68,58.63,52.53,57.54
57.58,57.21,58.11,64.89,66.32,62.63,64.68,61.84,61.74,60.89,61.59
59.37,49.79,57.84,57.58,58.68,62.63,62.37,63.53,64.11,56.11,59.2
68.63,54.89,53.0,56.53,65.68,67.95,57.95,64.74,60.11,58.79,60.83
59.79,53.84,63.74,63.32,50.74,61.63,63.95,55.58,60.84,57.16,59.06
54.89,54.68,63.05,59.58,57.32,58.0,61.16,59.05,60.79,59.53,58.81
57.89,63.16,65.89,64.42,60.84,62.47,65.37,62.53,64.79,60.11,62.75
58.89,58.0,58.84,49.0,61.26,57.11,63.42,53.79,56.95,60.0,57.73
64.47,59.53,51.26,57.79,67.16,57.79,60.63,62.0,59.05,63.26,60.29
63.53,64.79,60.37,68.37,57.74,63.05,68.21,59.58,60.37,65.0,63.1
54.89,56.79,56.37,60.53,65.89,62.53,54.63,58.26,65.58,63.47,59.89
55.42,53.84,51.58,58.37,58.26,56.53,59.79,54.0,62.74,63.63,57.42
59.74,59.37,56.53,63.11,54.58,62.58,59.0,53.05,64.68,58.89,59.15
61.74,57.11,54.11,60.42,66.84,60.42,60.21,59.63,57.16,56.32,59.39
61.53,58.84,57.11,59.05,58.84,57.95,57.42,60.58,64.32,59.26,59.49
56.63,68.79,63.16,60.47,60.47,64.0,59.0,61.47,63.89,58.95,61.68
58.89,56.16,59.63,65.21,63.26,57.79,65.16,66.32,55.53,58.53,60.65
54.84,56.11,55.11,63.63,62.53,58.95,60.32,58.63,60.95,66.05,59.71
62.37,65.32,56.84,59.05,60.21,60.63,56.16,53.58,57.84,56.84,58.88
55.74,65.16,55.95,57.79,63.37,54.32,64.21,55.0,53.74,55.16,58.04
59.47,59.84,57.0,61.58,60.0,53.84,60.42,62.47,57.89,67.26,59.98
59.16,62.11,66.11,62.53,59.16,63.42,56.32,65.58,62.63,61.0,61.8
47.11,60.74,68.47,61.89,64.58,61.26,59.16,59.58,63.53,59.89,60.62
60.63,55.68,62.37,68.16,55.42,56.26,62.63,57.32,64.21,57.11,59.98
58.05,62.53,58.26,59.0,59.68,55.79,64.21,62.11,62.21,62.11,60.39
67.42,65.16,64.21,61.53,54.42,62.32,59.05,57.26,59.21,58.89,60.95
58.05,56.21,52.37,56.89,59.58,60.89,57.68,64.26,61.26,55.58,58.28
65.11,58.58,62.21,62.0,59.16,57.42,56.63,58.95,64.37,61.32,60.57
56.21,62.89,57.05,57.58,58.68,53.53,60.79,62.26,55.58,61.95,58.65
54.58,59.79,61.11,64.74,55.68,60.74,62.42,58.26,54.37,55.53,58.72
62.84,65.32,60.58,53.89,55.63,57.26,58.95,63.95,61.53,73.16,61.31
53.05,53.37,62.32,55.89,53.74,55.53,58.84,62.21,56.68,64.37,57.6
49.89,60.47,60.89,64.16,61.42,60.89,57.84,55.68,60.37,59.0,59.06
60.11,63.58,62.53,52.16,64.53,55.42,61.89,52.63,61.79,63.58,59.82
58.42,53.74,52.37,64.84,56.26,58.0,57.95,62.53,58.16,54.95,57.72
59.26,66.58,62.89,58.95,63.11,56.37,57.74,50.42,58.58,67.84,60.17
65.05,58.79,63.68,59.16,58.95,57.37,53.53,57.79,63.32,59.16,59.68
62.58,62.32,60.68,56.58,55.37,64.16,57.11,62.68,55.05,52.37,58.89
61.21,53.68,58.0,52.47,56.37,56.11,62.42,52.95,59.05,60.42,57.27
55.84,59.79,51.32,60.84,59.63,58.05,58.26,61.53,60.95,54.05,58.03
59.16,58.84,64.16,58.37,60.21,53.79,54.11,54.16,61.53,59.37,58.37
63.26,53.11,63.84,61.42,56.16,57.37,59.47,62.84,60.79,58.11,59.64
56.26,61.74,56.37,61.58,63.26,54.84,60.11,59.11,61.16,61.11,59.55
59.42,68.11,49.74,54.58,57.95,58.32,66.37,59.89,57.42,62.05,59.38
68.58,50.79,68.74,54.26,56.95,64.26,54.89,61.0,65.53,67.63,61.26
64.42,58.53,64.47,61.89,58.32,67.53,53.79,54.0,52.53,67.42,60.29
62.63,54.89,60.47,52.37,57.42,56.05,63.32,61.84,59.11,60.37,58.85
68.37,54.26,53.95,61.74,54.26,62.89,56.79,59.05,58.63,62.95,59.29
59.79,56.84,65.89,59.37,59.05,62.58,58.63,67.37,53.84,66.26,60.96
58.63,61.21,58.16,62.37,58.58,57.63,56.05,63.37,60.26,58.21,59.45
63.68,52.37,54.79,55.47,59.68,62.84,56.58,63.68,60.63,56.63,58.64
64.42,67.16,54.42,57.26,60.74,54.42,65.16,62.63,65.84,59.26,61.13
63.21,64.95,56.37,63.42,61.42,61.21,50.37,61.26,59.79,55.05,59.71
65.47,60.21,60.89,57.63,63.84,57.16,52.26,59.37,61.05,69.32,60.72
67.95,55.58,58.53,60.42,67.16,60.89,59.58,64.21,57.42,60.68,61.24
58.53,61.84,56.0,68.42,62.32,50.84,65.21,63.16,56.05,67.0,60.94
61.74,58.68,61.05,60.68,64.47,56.79,64.26,68.68,58.16,53.74,60.83
59.42,62.32,56.32,59.21,64.32,53.58,60.26,55.74,56.11,57.11,58.44
53.05,65.63,54.79,62.21,59.21,63.16,59.84,61.11,63.05,59.79,60.18
59.47,59.47,51.16,55.63,61.79,57.95,58.89,60.42,62.37,60.21,58.74
61.47,64.16,61.05,59.89,65.63,62.74,63.47,53.0,60.68,63.32,61.54
58.68,63.58,63.68,61.68,59.26,60.32,57.53,65.37,54.79,60.21,60.51
63.16,62.84,59.21,55.0,55.74,60.37,63.05,56.0,63.63,59.79,59.88
62.79,64.58,64.11,64.63,55.21,54.32,59.47,54.89,61.11,64.95,60.61
57.05,62.58,51.79,57.21,58.47,66.21,65.53,57.26,66.21,61.05,60.34
61.89,61.11,54.47,58.84,59.68,58.84,62.79,57.74,50.47,57.47,58.33
52.68,57.79,50.79,60.37,61.37,55.21,72.68,62.11,60.47,62.47,59.59
59.53,58.74,60.79,62.05,67.16,54.84,64.42,62.21,54.58,62.79,60.71
63.37,61.26,59.11,70.42,60.11,60.68,56.68,58.84,63.11,60.47,61.41
60.79,54.0,58.0,62.95,50.16,62.53,59.84,63.53,56.89,61.42,59.01
62.05,65.68,59.26,57.26,59.95,62.79,59.79,64.37,61.47,61.37,61.4
58.95,60.16,52.74,59.53,59.95,56.32,64.16,57.11,63.26,61.63,59.38
64.63,60.42,68.89,65.11,61.21,51.21,60.32,63.53,58.79,55.21,60.93
63.79,57.16,59.11,58.11,57.47,59.74,65.26,55.21,59.53,60.0,59.54
61.47,58.05,55.63,69.0,57.84,66.42,59.0,57.37,60.21,61.37,60.64
63.11,60.16,64.0,59.0,63.11,53.68,64.84,53.26,62.05,59.74,60.29
62.53,56.84,63.42,55.32,63.42,64.58,67.53,54.89,58.21,56.42,60.32
62.26,67.21,70.26,53.16,54.58,59.37,54.63,47.68,54.84,60.68,58.47
48.32,49.79,53.63,56.47,61.16,60.32,59.84,54.63,61.74,62.16,56.81
59.0,61.37,61.53,62.11,58.26,65.32,63.47,55.84,59.21,61.47,60.76
60.95,62.11,54.42,57.05,57.89,61.47,59.32,55.84,65.42,58.11,59.26
52.74,59.0,59.11,66.05,62.68,64.53,61.05,56.84,63.42,54.42,59.98
61.68,58.26,68.0,63.53,62.37,58.63,61.89,53.21,65.58,63.74,61.69
60.58,57.47,62.79,62.0,63.32,66.32,55.42,58.68,56.26,58.47,60.13
57.79,70.11,61.0,61.74,63.68,55.32,63.0,55.63,63.37,63.32,61.49
60.84,61.16,63.0,61.53,67.58,63.84,53.26,54.89,63.32,61.32,61.07
57.11,63.16,61.42,65.95,64.89,59.32,61.21,58.21,61.37,58.84,61.15
56.47,59.53,61.95,62.32,61.63,66.26,58.79,57.84,58.32,55.21,59.83
62.37,58.84,59.21,63.0,64.42,65.42,59.79,56.74,61.05,56.89,60.77
62.05,58.11,64.89,57.53,58.95,55.53,63.05,61.0,56.74,58.53,59.64
65.32,67.79,58.37,53.68,71.95,62.11,62.05,56.11,58.53,53.74,60.96
62.79,62.53,53.63,62.16,65.0,58.63,62.37,56.89,56.79,62.74,60.35
59.63,57.37,59.84,64.26,65.63,58.89,68.84,59.16,68.58,64.58,62.68
60.95,58.84,62.63,55.32,63.53,57.79,58.26,64.16,64.32,67.63,61.34
56.79,64.84,61.89,59.95,58.21,56.68,61.58,58.63,60.21,57.05,59.58
61.79,66.79,63.21,58.79,51.79,64.47,52.68,59.05,58.89,61.74,59.92
54.16,58.21,60.95,65.84,59.74,65.32,63.11,60.05,61.0,54.37,60.27
65.53,59.79,55.89,56.79,70.32,54.47,61.05,64.58,59.79,63.16,61.14
61.26,53.16,64.84,60.47,61.11,54.79,54.95,57.53,62.21,63.63,59.39
62.37,65.26,63.32,65.68,55.11,57.79,64.84,58.0,63.53,61.58,61.75
59.42,57.95,59.42,61.79,56.95,54.68,64.0,60.89,63.84,61.37,60.03
65.89,59.53,62.63,61.95,60.0,66.05,59.89,56.42,57.0,55.84,60.52
52.26,62.16,60.79,59.74,64.58,57.95,59.11,58.16,63.79,61.05,59.96
58.05,61.74,55.42,67.05,58.42,56.42,54.11,62.37,60.47,61.79,59.58
59.63,65.0,67.79,56.37,58.21,61.89,62.74,57.63,58.68,56.11,60.41
52.37,53.53,59.84,52.0,60.95,59.37,59.05,57.84,68.05,54.26,57.73
56.42,61.37,63.63,59.32,62.47,61.53,59.37,55.95,50.89,64.05,59.5
62.05,67.89,63.84,66.74,62.53,60.37,65.84,59.79,59.37,62.26,63.07
64.16,62.0,57.16,54.95,56.05,68.21,53.89,54.89,57.95,59.0,58.83
63.37,58.89,61.26,69.26,54.84,52.32,66.79,51.79,61.74,56.05,59.63
62.37,59.05,52.11,61.32,58.21,55.79,55.79,62.74,59.53,61.0,58.79
60.37,55.32,62.58,66.11,57.05,54.37,69.05,59.42,63.26,62.05,60.96
60.26,62.37,63.79,62.89,56.74,56.42,57.47,58.53,55.47,61.68,59.56
59.47,54.16,55.21,59.79,56.11,56.11,55.47,56.74,59.42,62.84,57.53
58.74,58.53,57.53,64.0,60.95,63.26,59.16,58.79,56.53,61.63,59.91
58.47,58.95,63.0,59.42,58.74,56.37,59.47,63.37,54.26,58.53,59.06
60.21,56.37,60.11,64.21,56.68,65.79,63.53,57.58,60.68,60.0,60.52
64.58,62.26,58.84,58.37,52.95,62.74,67.0,60.68,65.42,57.63,61.05
60.16,57.95,67.63,62.37,57.0,66.84,64.47,59.68,60.53,64.95,62.16
54.0,61.37,59.58,57.58,56.26,55.79,57.32,61.05,61.32,55.21,57.95
61.79,62.11,58.89,65.11,53.53,60.32,61.05,66.68,61.21,59.84,61.05
65.68,56.26,53.0,64.32,57.58,54.47,58.58,63.26,59.74,60.53,59.34
62.42,54.63,57.26,60.58,65.53,53.63,64.95,60.05,65.79,58.42,60.33
59.32,65.53,59.42,56.63,56.0,65.42,56.32,59.42,54.79,63.32,59.62
61.0,61.68,61.42,55.74,63.53,59.26,57.84,61.63,59.58,64.84,60.65
68.63,59.89,57.47,66.79,56.32,61.63,61.0,53.74,61.47,61.47,60.84
66.42,56.68,57.16,55.74,58.74,67.79,58.32,58.89,60.95,55.84,59.65
60.37,67.74,65.53,58.68,61.63,68.16,68.05,57.37,57.0,59.53,62.41
56.42,69.26,59.26,59.11,58.53,54.84,60.84,60.89,55.42,60.74,59.53
55.11,58.84,60.11,63.0,55.79,60.16,60.89,55.79,62.16,56.47,58.83
66.84,64.37,58.16,51.11,60.11,64.26,56.16,72.68,61.32,60.89,61.59
67.84,59.95,62.32,59.74,59.0,62.05,62.26,59.37,58.68,66.74,61.79
63.11,61.05,62.21,54.63,62.47,68.26,56.26,62.68,59.0,61.21,61.09
54.32,60.58,54.68,64.37,58.37,55.89,52.95,65.11,62.58,59.11,58.79
62.16,61.32,61.58,62.37,62.16,60.11,61.68,52.68,61.47,61.84,60.74
58.32,62.58,60.42,61.53,64.0,64.37,58.16,58.32,57.32,61.95,60.69
