WPO10000,PPP10000,TQA10000,OCD10000,SPC10000,CTP10000,PCF10000,CTL10000,POD10000,ANL10000,PSU10000,INV10000,TST10000,COR10000,PCC10000,CAP10000,PUR10000,PBM10000,ANM10000,PROD_001
48.69,63.97,54.31,49.83,55.3,62.13,48.5,61.48,54.68,51.65,58.4,65.03,51.75,59.88,56.62,54.7,52.72,58.75,50.25,55.72
52.21,67.06,56.19,57.47,68.23,52.93,60.17,57.29,51.88,51.48,59.05,46.57,56.18,56.38,58.5,54.1,57.88,57.95,53.55,56.58
57.77,57.22,56.72,53.63,53.67,54.07,58.87,51.87,53.06,63.08,55.3,57.43,65.5,53.48,47.29,56.52,52.05,58.65,61.45,56.19
58.82,59.94,55.25,51.97,63.17,58.33,49.27,61.02,54.66,56.3,55.38,47.1,55.22,62.5,60.23,60.95,57.25,55.55,58.72,56.93
55.04,64.97,55.17,48.53,58.1,64.93,56,57.06,48.28,56.45,60.38,53.37,51.1,57.45,58.47,60.9,52.1,57.45,54.8,56.34
52.25,58.58,59.36,54.97,59.83,49.53,58.7,55.7,51.48,54.2,54.98,58.63,62.21,58.15,54.14,45.68,53.98,57.12,61.42,55.84
52.41,55.31,60.18,46.37,61.93,57.6,50.3,60.13,58.38,56.42,57.7,54.77,58.46,56.02,55.4,62.7,52.38,55.72,66.65,56.78
54.85,41.53,54.28,53.63,60.37,61.87,55.37,62.14,56.98,57.08,53.15,55.53,56.35,55.68,54.89,57.58,59.85,56.88,54.85,55.94
59.95,56.39,58.98,60.47,56.07,56.23,57.73,50.59,53.92,51.6,56.88,63.37,50.04,55.9,61.88,57.55,60.02,57.82,54.82,56.85
57.96,57.69,48.45,54.07,57.77,61.1,61.1,54.61,61.78,46,55.15,52.87,57.74,58.78,64.66,55.32,50.38,61.75,58.02,56.59
63.61,49.75,55.88,52.93,52.57,50.4,53.47,52.32,49.74,54.08,52.6,63.33,61.62,64.88,59.73,57.15,55.72,61.12,51.68,55.92
57.39,47.42,49.3,58.4,53.97,58.7,55,53.93,53.15,55.3,57.28,61.57,52.56,51.42,62.18,52.6,56.6,57.3,55.98,55.27
57.84,45.78,56.08,55.07,55.63,57.03,65.17,57.08,51.37,57.05,57.05,58.2,55.83,62.7,60.01,52.98,56.5,55.02,59.4,56.62
58.57,57.39,56.5,62.23,59.53,66.77,55.9,52.41,59.51,54.9,59.8,56.57,54.99,53.7,61.59,56.25,60.58,56.82,53.7,57.77
55.12,62.33,58.25,56.17,52.5,60.9,58.97,60.92,63.62,60.25,56,58.2,64.1,54.88,59.78,59.02,58.05,59.85,55.6,58.66
45.35,65.67,61.06,58.23,58.77,58.1,60.07,53,57.18,62.6,53.62,58.43,51.98,58.65,61.28,53.28,55.92,57.88,63.98,57.63
59.16,51.44,60.63,52.3,54.73,57.03,60.83,55.1,56.61,58.85,62.25,57.47,55.37,58.18,59.18,59.2,51.32,58.85,53.78,56.96
60.15,48.11,57.56,64.43,61.5,58.63,55.07,58.74,53.33,59.8,53.4,58.97,62.16,66.55,53.65,61.8,59.35,54.1,61.32,58.35
53.82,55.5,65.68,63.4,52.33,52.23,53.63,53.39,57.72,52.9,55.5,70.37,59.21,54.2,56.92,59.9,48.45,64.25,52.6,56.95
56.68,60.64,57.69,55.93,56.97,55.37,55.3,55.63,58.38,56.32,43.82,52.17,55.92,57.28,59.79,53.92,49.45,51.75,58.12,55.32
54.31,47.33,56.18,60.37,53.43,57.1,57.9,60.31,62.76,58.88,58.65,51.7,62.38,54.98,61.45,59.72,58.38,60.28,58.1,57.59
54.05,58.5,60.27,59.43,54.4,60.97,57.8,58.5,51.32,58.8,62.15,55.67,57.15,51.28,63.59,55.7,52.08,59.4,56.32,57.23
59.34,54.86,61.79,58.13,54.77,56.9,58,48.68,55.93,48.6,62.4,52.67,59.82,58.32,57.83,57.98,58.28,62.2,56.9,57.02
57.42,55.61,52.85,54.53,56.83,59.13,52.73,52.17,57.23,53.72,59.92,58.67,50.48,57.62,57.14,56.15,61.3,54.25,51.78,55.77
58.17,48.81,55.42,47.47,61.23,62.6,60.33,61.83,54.46,56.4,58.12,48.73,60.92,52.4,63.49,60.72,55.58,59.62,54.58,56.89
55.19,68.22,51.33,61.13,53.93,58.53,56.7,51.66,51.65,56.62,54.68,55.9,53.89,54.68,57.96,60.3,55.52,58.52,55.92,56.44
56.17,59.78,59.74,51.63,58.87,61.83,63.3,57.9,56.12,56.22,54.42,56.37,48.77,61.42,63.08,53.78,62.35,56.2,54.72,57.51
58.97,55.86,58.57,63,54.7,52.27,56,58.45,58.25,54.22,60.6,56.53,58.36,51.65,60.67,69.78,54.18,54.95,56.32,57.54
57.56,61.31,59.38,61.3,63.17,66.33,55.53,55.67,58.92,58.4,57.52,60.3,54.39,54.6,62,56.2,56.78,57.55,53.42,58.44
58.41,65.61,62.58,60.27,46.37,52.9,56.7,53.82,53.15,57.88,61.02,49.93,64.07,56.2,51.6,61.72,58.3,56.72,60.98,57.28
60.79,61.22,60.68,59.73,50.97,51.2,53.57,55.02,56.78,53.08,47.75,51.63,53.42,63.25,63.08,59.95,61.88,55.6,53.68,56.49
59.05,50.03,51.5,51.7,61.13,57.83,50.7,61.49,59.06,53.6,51.48,54.83,57.05,52.95,55.17,61.2,63.92,60.7,54.98,56.23
66.31,63.08,60.97,58.37,53.33,51.3,55.93,57.43,57.65,56.78,53.45,48.7,57.2,62.6,54.93,58.65,56.7,61.08,58.62,57.53
65.18,58.08,62.32,62.37,55.43,63.23,55.77,57.33,64.28,53.58,49.92,55,51.74,62.2,63.59,62.88,49.8,58.45,57.55,58.35
65.17,76.97,53.6,55.77,68.13,57.07,51.47,57.25,56.65,54.8,45.92,60.1,54.43,54.62,58.73,55.18,57.05,51.9,58.5,57.54
58.38,51.61,57.79,54.77,54.87,58.67,63.83,57.88,54.51,56.95,54.92,51.97,55.13,54.55,51.25,55.82,61.65,55.85,58.68,56.27
61.38,58.97,58.19,58.4,52.37,51.53,54.57,61.13,60.38,60.88,48.55,60.53,51.25,53.8,55.72,59.55,59.98,49.95,56.1,56.49
58.29,59.31,55.6,59.57,54.9,55.17,55.67,59.08,57.87,51.1,56.42,62.67,57.61,61.98,52.68,52.1,59.32,58.75,59.78,57.25
59.4,51.14,57.48,59.03,44.07,63.4,48.2,52.23,59.91,58.72,55.08,58.93,54.2,62.72,52.97,55.22,52.75,56.78,52.58,55.52
63.94,55.56,59.33,56.67,55.37,50.53,65.97,57.57,58.72,55.32,54.1,70.47,51.69,58.15,58.01,55.6,49.35,59.38,59.2,57.63
66.43,50.92,54.26,55.57,64.27,60.4,53.53,58.41,58.35,51.7,60.65,53.97,60.44,53.45,53.8,53.52,63,53.38,51.68,56.72
62.73,63.94,56.32,54.17,58.03,57.17,51.77,59.61,52.62,54.05,51.38,59.27,58.89,62.08,62.54,57.72,58.25,58.15,57.12,57.67
59.9,48.06,52.72,60.17,56.53,50.77,56.17,54.29,49.37,61.15,55.82,53.33,60.87,55.5,54.42,53.48,54.4,53.08,56.15,55.06
67.12,49.97,63.9,53.3,57.23,62.73,61.87,58.3,64.39,50.92,58.35,49.23,55.35,55.05,62.06,61,53.5,56.3,56.22,57.73
51.55,63.53,59.52,57.57,53.9,59.3,51.97,59.36,58.38,54.1,56.42,48.37,55.13,55.9,56.16,63.42,52.82,55,52.58,56.05
52.32,47.19,50.58,50.83,56.53,55.07,62.33,57.21,53.21,55.08,52.82,58.67,57.12,62.88,49.72,56.92,56.58,59.8,55.72,55.29
53.94,49.31,64.92,53.4,62.4,55,55.07,56.1,60.66,55.75,62.2,57.87,59.83,59.15,60.12,60.55,48.12,56.58,60.2,57.43
56.68,40.44,46.34,60.87,54.3,69.67,56.53,58.29,61.38,51.1,59.05,56.37,56.49,56.22,56.01,55.7,58.32,47.12,59.72,55.82
57.06,64.17,57.47,56.7,57.83,53.93,44.87,63.37,56.61,57.4,58.82,63.17,55.92,54.6,62.59,59.18,50.5,57.12,55.2,57.18
59.94,49.64,54.92,53.17,55.9,54.5,62.1,53.51,58.8,54.7,50.3,48.53,56.95,55.28,60.48,60.78,53.25,49.85,57.7,55.28
48.75,42.78,61.38,51.8,56.87,54.03,57.17,54.1,51.83,58.4,55.68,56.5,60.83,55.18,59.98,54.28,54.12,58.1,57.12,55.2
55.51,48.94,47.02,48.3,59.07,59.8,51.27,60.81,53.48,56.28,56.55,52.33,48.73,60.02,50.03,58.55,56.12,51.8,50.78,53.97
53.82,58.92,59.75,52.43,47.8,66.93,52.2,52.02,57.28,60.78,64.47,55.3,60.21,55.4,52.72,53.78,56.28,58.18,53.42,56.4
50,54.61,51.72,53.57,65.9,63.33,54.7,55.78,62.56,53.8,58.35,57.93,56.55,57.95,55.71,56.72,53.42,61.55,54.62,56.78
58.69,51.28,53.11,55.53,53.67,51.77,62.37,55.22,64.83,55.7,58.52,56.63,52.61,51.2,55.65,58.28,60.9,58.08,58.7,56.46
56.32,45.64,57.1,54.33,61.53,47.3,54.63,54.29,52.39,59.68,56.62,55.3,51.36,54.12,57.99,52.3,57.4,58.88,50.55,54.62
54.75,59.44,55.58,57,56.03,58.4,62.27,56.48,62.37,62.22,54.38,60.37,57.08,51.15,61.94,54.6,53.25,60.95,57.52,57.67
53.59,55.42,60.81,64.57,59.3,58.7,48.2,56.61,55.67,55.32,63.98,56.93,52.38,57.38,59.36,55.28,60.8,54.5,52.28,56.9
49.07,63.25,55.88,57.1,58.5,57.73,48.07,59.27,64.15,58.32,55.5,54.97,54.51,62.58,59.19,53.35,59.72,54.8,58.08,57.05
57.78,57.58,59.92,52.73,61.1,58.37,53,56.73,56.76,59.12,53.78,54,48.23,54.25,60.64,54.98,57.15,60.3,58.05,56.55
55.46,61,60.94,53.93,55.47,54.3,50,50.82,56.14,56.25,61.08,54.93,49.68,57.18,50.58,54.72,56.35,52.55,61.58,55.42
60.04,53.69,51.39,50.57,56.8,54.07,60.23,51.53,52.7,55.42,52.7,51.7,59.28,58.92,54,55.7,65.72,54.42,56.5,55.55
61.06,59,51.96,54.63,56.4,62.43,55.37,66.07,53.83,55.52,53.85,61.47,60.25,52.48,55.48,52.05,55.42,59.25,58.45,57.1
53.98,58.44,58,67.73,56.93,63.53,53.27,50.23,49.18,56.95,56.5,56.17,60.58,58.05,54.71,54.18,58.05,58.95,57.75,57.01
56.77,63.22,53.2,52.57,61.3,58.87,53.13,56.22,51.69,56.58,58.48,62.37,49.24,57.42,56.26,55.48,56.4,55.85,58.95,56.53
67.37,62.31,46.43,51.23,57.9,51.63,57.2,46.91,55.6,61.45,58.68,56.5,53.89,58.38,52.35,54.75,56.75,57.88,60.48,56.19
55.11,49.83,54.12,50.57,50.3,69.13,55.8,60.46,53.83,56.05,55.02,60.2,61.46,56.15,53.52,57.22,59.7,60.05,58.4,56.68
61.97,61.75,51.63,65.97,56.03,62.4,53.87,56.79,56.7,62.05,57.28,59.7,56.54,60.3,61.75,61.42,56.98,56.92,57.28,58.81
61.48,57.03,54.22,52.1,54.57,51.7,50.87,58.32,55.96,55,62.25,50.37,64.34,50.22,55.92,54.12,63.52,61.12,52.52,56.09
61.13,54.17,59.66,57.3,56.53,56.03,56.73,57.52,56.67,54.95,60.45,48.7,62.79,57.18,62.69,57.72,47.02,51.12,61.15,56.82
62.44,66.28,61.6,63,56.03,63.6,56,61.03,58.03,58.95,55.5,61.87,50.71,57.8,55.56,58.55,56.32,54.6,62.72,58.98
53.44,54.36,55.3,46.13,52.4,46.67,63.8,58.72,60.88,52.45,63.52,62.57,62.46,57.18,61.11,65.55,58.2,54.48,52.2,56.92
55.13,62.83,52.44,51.47,53.73,65.43,53.7,46.99,61.92,55.18,58,61.77,58.48,55.92,50.38,57.48,54.98,56.62,57.8,56.33
53.44,43.92,57.32,50.5,57.57,52.77,54.17,53.53,54.79,53.68,58.35,58.83,54.22,64.35,56.78,53.68,54.25,58.08,51.5,54.83
60.76,39.36,60.28,58.27,52.8,61.77,54.57,49.08,60.51,60.6,51.85,58.2,60.2,56.72,58,54.82,54.4,58.6,59.05,56.31
61.78,42.33,53.65,53.77,56.7,57.23,54.17,57.35,58.52,56.42,55.62,59.43,56.59,51.95,51.78,61.18,56.7,58.92,59.52,55.98
64.47,64.94,61.48,47.17,59.7,64.63,64.73,53.32,56.82,57.15,58.32,57.27,59.81,55.22,57.26,45.75,63.3,53.1,58.4,58.04
62.46,53.61,56.3,58.87,51.83,50.73,57.63,53.62,54.52,51.85,51.5,55.2,60.32,53.65,49.36,61.05,63.75,51.72,55.8,55.46
59.56,62.64,50.9,59.2,46.87,63.43,51.77,52.33,53.57,49.32,52.4,52.8,58.97,55.9,57.38,56.65,57.6,57.35,60.8,55.76
54.44,48.25,50.83,68.67,60.27,62.07,57.5,60.82,55.44,63.8,50.15,47.5,59.91,56.4,52.02,62.5,60.35,52.5,55.12,56.77
53.26,49.89,61.88,59.03,50.93,52.37,59.9,42.85,57.36,57.1,61.25,56.7,49.53,54.55,61.46,54.48,63.45,56.3,56.55,55.73
61.55,62,54.66,60.37,59.6,54.53,50.07,56.62,58.97,53.85,56.7,51.2,57.51,54.6,51.41,59.42,52.72,51.95,56.98,56.04
59.11,56.89,59.91,54.17,61.67,58.07,59.7,54.23,61.92,55.1,61.92,53.1,54.29,58.92,65.87,62.58,57.02,55.65,56.7,58.25
65.65,62,58.71,54.37,56.53,46.73,57.2,47.91,55.88,54.7,51.42,48.03,50.73,54.25,50.46,62.5,52.52,51.25,62.82,54.93
56.27,57.69,53.9,51.57,55.5,57.8,52.27,60.03,60.86,51.7,48.48,53.97,48.71,57.15,58.32,57.9,52.7,53.5,54.62,54.89
50.99,50.25,59.88,60.13,62.8,61.8,52.97,55.63,59.52,63.9,58.02,63.03,58.29,54.75,48.55,54.22,53.6,57.72,58.05,57.06
66.09,58.61,56.08,61.63,63.8,52.53,53.57,55.37,53.44,59.4,56.82,50.7,51.02,60.58,57.88,56.58,62.02,54.28,57.18,57.24
52.48,70.83,64.72,50.9,46,64.6,64,51.2,58.91,55,51.82,51.67,56.4,54.65,51.36,55.58,55.05,55.68,56.88,56.2
52.89,63.53,60.22,58,50.57,67.07,55.4,53.68,55.9,56.68,58.52,58.17,52.59,53.15,58.12,58.25,56.58,52.95,56.95,56.8
57.48,41.19,53.54,57.97,52.23,60.4,62.87,56.99,60.47,52.6,64.97,54.03,50.3,50.88,58.09,50.8,60.3,59.9,49.38,55.49
67.37,58.14,56.66,47.1,56.87,58.53,58.8,59.44,56.53,61.68,54.75,52.27,55.72,57.12,56.61,59.78,62.3,60.22,55.8,57.67
62.34,64.61,57.47,54.8,52.7,58.8,49.67,55.38,54.42,58.82,61.4,51.87,58.8,57.52,50.05,54.92,53.65,56.88,59,56.48
48.35,60.58,60.27,47.1,63.7,55.3,65.1,52.5,57.62,52.68,62.6,56,55.48,51.48,51.02,63.42,57.52,55.92,59.85,56.66
53.95,64.75,56.42,51.8,59.17,41.03,60.73,61.34,64.63,56.55,58.15,59.43,56.12,55.9,60.68,55.52,57.8,55.25,55.55,57.09
61.84,56.61,53.93,61.93,50.2,60.13,53.93,55.81,54.59,53.45,63.95,46.3,51.72,52.45,58.34,54.55,58.6,60.25,58.85,56.18
53.44,51.89,47.99,54.6,63.63,52.57,60.13,60.56,56.62,56.45,56.48,53.97,62.23,55.55,47.27,59.72,50.35,53.95,53.85,55.33
53.61,55.47,59.85,58.97,55.33,54.63,50.27,56.57,52.21,56.62,54.28,60.67,55.15,47.28,54.76,51.28,56.5,53.45,57.2,54.95
63.49,77.72,57.21,52.37,51.53,55.77,64.03,58.16,58.18,61,48.18,59.8,58.81,49.1,50.74,52.55,57.65,53.98,58.68,57.31
63.13,60.5,54.49,57.63,55.27,60.5,55.73,48,59.32,51.82,55.3,58.2,56.48,61.28,63.18,54.45,61.95,54.98,59.18,57.44
58.65,58.5,53.72,61.83,57.47,53.53,59.07,62.43,52.1,54.58,52.35,57.8,48.49,63.3,57.07,56.88,60.35,54.08,50.52,56.46
50.91,53.25,58.49,69.03,60.7,55.33,57.7,60.3,56.68,61.12,59.2,54.43,62.9,57.75,56.76,50.62,52.42,53,55.78,57.18
60.26,57.56,58.88,61.2,63.83,52.87,63.73,60.07,57.2,52.15,58.98,49.6,60.91,62.48,49.27,60.28,55.42,57.02,60.38,58
52.06,52.44,57.71,59.83,59.3,56.3,54,55.58,59.91,54.62,58.72,57.27,54.76,53.02,63.77,66.08,58.45,60.55,57.4,57.46
62.14,44.97,56.74,59.73,66.53,66.07,66.07,52.75,50.11,53.18,55.72,61.8,57.53,56.18,57.52,57.88,53.88,55.7,56.4,57.42
62.77,45.42,58.4,44.8,62.5,52.37,53.7,59.22,51.46,54.82,57.35,54.37,52.9,56.5,51.66,55.3,53.25,58.7,58.58,54.95
58.34,62.36,52.35,57.77,56.97,56.33,57.43,57.88,59.27,57.18,55,63.53,59.88,58.15,52.52,56.3,63.38,60.58,58.62,58.1
56.56,67.58,55.22,58.9,55,68.17,55.1,61.76,52.35,51.52,56.3,47.2,55.82,53.65,57.99,60.52,57.12,58.25,52.2,56.91
44.04,61.14,54.34,59.77,55.47,52.53,58.77,52.87,57.52,53.4,64.1,48.17,58.01,61.68,60.63,52.58,55.6,53.2,61.15,56.05
55.08,63.72,61.58,50.97,56.97,56.53,64.37,52.31,57.94,50.48,60.5,52.83,58.52,53.22,58.22,54.48,53.8,59.58,51.88,56.47
53.58,59.69,49.29,60.17,63.27,59.73,60.23,50.67,60.27,59.88,62.05,58.87,62.96,51.32,59.82,57.95,54.02,53.6,61.78,57.85
63.72,58.44,51.62,53.9,56.67,54.73,52.9,61.76,59.13,54.05,54.48,50.27,55.95,61.92,61.42,56.88,59.85,55.25,54.08,56.68
52.62,55.67,57.17,53.83,49,68.2,54.43,55.2,55.42,59.22,52.58,46.93,55.69,60.28,54.19,59.85,50.22,57.35,59.55,55.65
48.92,62.06,54.86,61.73,49.43,57.23,52.3,62.3,56.98,55.3,55,56.9,56.26,61.3,60.57,57.88,58,60.38,64.03,57.44
54.22,56.97,54.87,51.9,55.33,53.8,54.8,59.31,59.32,59.5,55.25,55.4,55.72,53.75,49.77,56.2,47.12,54.4,55.98,54.93
54.77,60.78,46.82,55,66.23,61.97,61.2,52.86,54.02,60.08,59.6,53.33,66.67,54.68,55,50.15,46.72,51.8,55.85,56.19
51.53,51.67,51.49,55.8,50.43,55.6,53.43,54.24,59.96,55.78,64.88,52.3,57.09,61.18,55.64,60,60.85,55.05,54.18,55.85
57.12,51.33,59.24,53.23,59.5,48.77,52.57,60.37,55.29,59.65,58.62,56.6,54.13,57.32,61.38,57.38,60.3,51,53.98,56.2
52.97,56.67,51.78,53.43,52.27,49.5,54.97,50.25,64.78,58.95,56.98,52.3,51.58,56.85,49.75,53.8,55.4,54.6,55.8,54.35
58.03,51.33,53.35,55.57,59.37,58.37,56.6,56.15,57.28,52.35,57.45,56.17,57.3,60.75,49.25,62.82,57.18,55.35,61.18,56.62
63.64,47.22,49.88,59.5,55.67,59.13,53.47,53.83,56.47,59.82,57.6,61.67,49.27,57.72,64.67,57.42,51.68,58.6,50.78,56.21
51.36,63.72,54.09,60.93,52.23,58.33,52.5,59.88,58.42,59.92,52.6,58.9,59.42,51.38,56.77,60.15,56.62,56.2,56.65,56.85
53.4,54.22,60.37,50.17,60.57,60.67,58.53,59.5,51.52,57.75,58.2,54.2,59.05,53.8,59.88,54.22,62.7,59.42,59.3,57.24
48.49,62.53,49.3,62.43,55.73,50.7,58.1,61.1,65.19,55.5,52.72,58.97,55.18,52,59.57,57.48,59.2,59.48,59,56.98
52.44,55.56,60.89,55.23,59.07,52.07,48.2,51.4,62.75,57.38,49.62,61.5,52.58,62.95,55.19,53.28,45.5,60.15,52.92,55.19
58.31,42.39,63.47,60.87,62.57,49.77,53.73,63.91,55.03,59.28,52.42,57.5,57.64,58.55,56.64,56.28,56.28,59.92,56.48,56.9
57.16,51.72,53.48,51.77,68.37,61.03,59.53,56.99,58.39,53.5,58.38,58.33,61.78,62.28,54.82,53.5,62.55,55,62.48,57.95
67.04,50.61,50.74,65.47,56.97,52.97,61.33,54.06,55.24,56.92,55.65,61.2,52.16,51.48,49.44,51.38,55.18,61.25,54.35,55.97
60.36,50.89,57.68,56.67,46.97,52.83,59.47,55.72,55.48,56.45,52.22,60.3,63.36,56.7,57.15,48.6,55.48,49.38,54.62,55.28
62.19,68.42,53.68,53.03,49.13,61.8,58.4,53.51,53.89,53.65,53.52,57.87,55.13,55.95,56.98,61.62,58.7,54.58,49.52,56.4
55.97,66.67,59.28,51.8,56.43,60.73,59.5,62.82,62.81,59.22,49.68,62.13,56.09,62.9,62.12,54.85,63,47.85,54.65,58.34
50.15,55.94,53.51,54.27,62.67,56.2,51.77,49.15,50.38,49.28,55.18,54.3,55.9,61.3,64.64,55.48,59.68,48.98,50.8,54.71
67.26,44.36,64.67,50.4,57.13,60.17,54.77,60.02,62.43,59.95,50.05,58.8,58.34,57.48,52.77,58.1,50.95,52.32,50.1,56.32
62.42,49.06,49.06,63.87,65.7,55,52.1,56.49,56.66,53.18,60.05,66.37,56.14,50.98,64.18,56.38,51.28,57.5,50.72,56.69
60.24,54.36,56.91,55.3,55.33,50.8,48.6,56.82,50.21,56.12,56.48,60.5,53.81,56.2,57.16,61.18,59.18,53.55,57.65,55.81
57.59,63.81,63.65,61.53,53.33,51.87,53.17,53.47,61.78,56.65,58.95,60.8,57.05,55.9,56.58,47.5,52.78,61.88,62.12,57.39
43.22,61.97,61.22,57.43,47.47,53.17,58.47,57.98,56.72,60.98,59.08,50,62.29,52.48,51.99,61.48,49.1,49.95,60.55,55.55
49.49,59.67,56.32,62.43,48.37,55.73,53.6,53.75,53.13,57.92,47.25,61.9,54.52,64.58,57.61,62.08,54.2,60.82,59.98,56.49
54.84,45.72,50.66,56.67,57.37,58.93,51.57,56.36,51.28,51.5,53.82,53.77,54.22,53.68,48.92,54.2,55.28,53.02,55.5,53.54
64.64,72.03,58.38,62.1,65.77,55.6,51.63,51.58,54.5,54.6,56.6,62.8,47.34,62.8,54.12,58.65,57.02,55.95,52.38,57.81
55.56,47.97,59.59,59.47,53.87,55.4,60.77,57.18,56.13,62.15,46.78,51.23,58.81,55.98,62.32,57.65,57.38,62.18,58.22,56.77
62.71,45.36,59.22,49.4,51.63,50.13,49.57,55.79,52.93,57.7,58.55,56.37,61.43,53.45,50.48,57.02,50.3,60.55,58.45,54.79
59.24,50.58,56.43,57.1,54.57,53.47,54.77,57.71,52.92,57.75,65.78,55.7,56.71,55.65,50.52,52.2,59.98,59.1,59.65,56.31
53.74,56.53,58.5,54.87,59.53,57.97,51.3,49.92,61.84,54,49.48,57,54.17,55.32,59.83,60.18,61,56.08,57,56.22
58.36,48.78,55.82,48.37,58.7,56.57,60.13,56.96,54.82,56.52,56.42,51.23,58.33,55.65,61.88,57.4,59.4,51.6,51.45,55.71
52.81,55.28,51.03,58.27,56.47,60.17,55.43,54.8,64.09,58.88,56.98,50.73,54.45,59.08,54.57,55.42,54.05,55.72,56.9,56.06
55.67,60.06,57.63,60.4,56.6,53.63,53.87,57.23,58.16,58.98,56.65,53.4,47.09,59.3,67.6,54.22,57,54.8,58.82,56.9
60.27,49.64,56.7,54.4,54.83,48.03,51.87,55.2,53.04,60,55.3,63.6,62.15,51.1,53.16,56.75,55.72,53.6,58.55,55.47
50.56,51.75,55.97,50.03,54.5,51.93,58.13,52.6,62.48,60.18,59.15,61.1,55.84,57.28,60.13,62.88,59.15,56.38,53.05,56.48
63.94,43.17,56.65,57.67,56.07,57.8,62.73,57.41,57.88,52.78,61.62,60.1,57.64,54.28,55.88,57.25,50,50.78,53.28,56.15
54.62,53.22,61.08,52.27,57.63,54.97,55.3,63.71,55.52,49.18,52.4,54.83,61.45,54.58,67.67,61.3,61.18,53.65,51.72,56.65
55.27,67.17,57.32,56.97,55.5,55.83,67.13,48.89,58.36,49.08,53.32,50.5,57.67,57.68,56.49,64.6,58.05,48.85,62.12,56.88
59.51,62.06,54.27,55.43,59.9,61,59.9,56.24,54.13,58.48,57.58,59.97,52.02,52.1,58.81,53.95,54.18,49.7,51.4,56.35
57.88,55.64,61.22,52.17,52.5,48.37,63.63,63.3,56.74,56.3,58.02,50.83,55.44,55.15,63.43,55.85,49.72,55.3,54.88,56.13
53.58,58.72,56.99,58.3,61.93,55.23,54.87,56.08,61.12,52,54.55,51.97,55.2,55.52,54.48,52.18,66.6,52.22,64.22,56.62
54.94,54.69,59.95,58.4,51.73,52.13,54.7,53.85,49.52,60.85,54.18,53.63,51.58,60.32,51.26,61.95,53.8,61.35,58.78,55.66
59.24,64.72,55.22,52.97,59.4,52.67,54.53,50.72,58.95,59,62.32,53.47,55.68,55.3,61,52.5,52.35,61.8,51.82,56.51
54.22,44.97,65.73,49.83,59.9,62.33,65.73,63.44,53.98,61.68,56.12,57.33,56.25,51.82,60.56,59.55,49.28,60.18,53.88,57.2
56.03,75.78,58.08,63.83,59.03,58.2,55.77,52.52,54.42,61.12,56.32,58.43,58.23,49.62,53.98,54.85,57.2,55.75,58.42,57.77
53.94,57.08,58.67,53.83,53.23,60.8,52.67,56.39,58.49,56.22,52.2,58.67,53.52,57.6,57.88,60.25,55.1,57.2,55.38,56.27
58.67,57.47,60.11,55.03,52.3,50.37,64.77,58.74,52.82,58.68,47.5,47.67,48.41,54.6,53.77,57.9,52.05,59.7,57.65,55.17
58.81,49.28,55.05,58.6,47.97,56.97,54.07,54.48,55.09,53.65,58.88,56.37,60.88,61.58,59.67,56,58.68,62.05,60.1,56.74
49.66,55.69,59.77,57.6,56.2,48.9,61.73,54.41,57.35,60.85,52.7,61.13,60.38,58.15,54.47,65.95,53.55,60.55,49.38,56.76
54.46,60.17,55.52,52.73,45.1,51.77,61.8,55.84,62.58,59.88,65.42,57.8,62.15,53.05,61.93,52.12,52.55,49.82,58.62,56.49
56.56,59.47,54.28,49.97,49.97,60.23,52.23,53.09,55.88,51.35,57.22,54.33,59.17,56.18,53.83,58.38,60.95,60.15,58.15,55.86
55.46,64.92,57.08,63.3,52.23,59.8,57.83,66.68,54.26,51.68,58.08,58.2,50.19,61.28,45.38,59.82,55.82,60.88,51.08,57.05
54.9,51.39,51.83,48.93,57.9,55.13,58.03,52.41,55.8,49.25,57.95,49.4,54.33,60.15,51.83,55.28,53.35,55.22,56.7,54.2
59.29,44.06,52.89,51.97,59.83,59.97,67.93,54.74,51.54,53.2,55.25,61.77,63.27,52.18,56.02,59.22,52.65,58.82,57.58,56.43
55.83,44.69,53.54,66.7,53.8,49.3,59.17,60.42,54.53,56.22,54.88,53.73,58.42,54.22,57.64,52.4,55.12,58.92,55.85,55.55
51.06,57.19,61.61,51.9,66.73,50.3,55.13,52.43,51.79,55.72,59.28,55.03,57.68,59.05,50.32,59.58,60,60.7,60.08,56.61
60.25,56.25,48.23,48.97,60.4,58.07,50.57,51.08,60.22,53.45,48.58,54.1,54.84,60,44.27,52.72,62.28,55.42,60.35,54.74
59.55,47.47,64.95,63.33,60.2,58.97,48.43,59.78,59.83,53.5,52.72,52.47,58.84,55.45,59.98,61.28,59.72,48.58,61.28,57.17
51.26,54.39,56.4,58.6,61.77,53.8,56.9,56.46,50.31,64.3,61.72,54.53,57.64,56.9,50.05,61.3,67.35,56.55,57.85,57.27
53.96,70.28,58.25,59.1,56.37,57.43,54.57,57.72,58.22,64.55,56.08,59.37,52.34,54.52,57.88,60.7,55.2,52.95,57.75,57.75
56.75,62.03,52.92,57.07,50.47,60.4,57.87,52.02,60.79,50.58,61.85,57.8,58.87,57.55,54.6,49.8,55.12,57.78,58.22,56.45
58.17,45.47,51.02,52.53,57.6,52.13,56.23,52.45,54.44,57.25,51.7,56.4,63.21,54,62.94,52.48,61.15,59.28,55.95,55.5
