ESU10000,SSU10000,CSU10000,GNT10000,CGS10000,GRC10000,ERM10000,AUD10000,POL10000,REG10000,ETI10000,CGV10000,IGV10000,CPI10000,ESRC_001
87.06,83.67,86,89.25,92.5,89.39,82.17,85.67,89.83,88.67,88.5,92.67,87.67,86.83,87.85
88.61,87.5,86.17,84.75,87.17,91.72,82.33,87.33,86.17,90,85.17,86.5,88,88.5,87.14
83.89,83.5,87.5,89.25,93.17,88.72,88.33,86,88.33,87.17,84.83,85.5,87.5,92.33,87.57
83.83,89.17,92,82.75,85.67,81.67,87,86.67,90.67,86.33,84.17,86.67,88.17,87.17,86.57
88.06,86.83,92,88,93.17,86.33,85.33,87,83.5,85.33,89.5,85.67,81.67,84.5,86.92
90.72,88.5,85.67,92.25,88,88,91.17,91.83,82.33,86.5,83.83,81.67,89.83,80.67,87.21
88,87.17,88.33,85.25,85.83,87.39,83.67,86.83,85.83,85.5,87.67,85.17,86.33,91.17,86.72
81.61,87.33,87.5,82,79.33,84.56,84.33,84.83,88.67,84,90.5,90.67,87,82.17,85.32
86.67,89.5,89,88.5,84.83,83.94,86.33,90,83.83,87.17,87.17,88.33,91,85.33,87.26
86.5,86.83,86.5,90.25,88.33,89.56,82.67,86.83,87.17,88.17,83,82.33,89,90.17,86.95
84.22,86.17,83.83,89.5,83.33,87.61,88.5,90.67,81.83,81.33,85.17,85.17,85.5,85.67,85.61
87.28,89.5,83,84.75,87.33,90.94,85.17,84.33,84.17,94.5,93.17,90.17,89.33,91.33,88.21
83.78,81.5,87,89.5,90.33,85.28,86.67,89.67,83.33,85.67,79.5,82.5,87.5,90.33,85.9
89.11,84.67,85.67,84.5,83.33,86.56,82.67,86,87.5,85.33,87.67,85.67,82.33,86,85.5
86.72,85.5,82.5,85.25,84.83,87.61,91,85.67,92.33,87.67,85.67,88.33,86.17,89.17,87.03
89.33,84.5,90.33,91,81.67,86.17,84.5,87.33,88.17,87.67,80.5,90.67,81,85.33,86.3
89.11,86.33,87.67,89,85.5,85.39,85.33,86.17,87.17,88.5,85.33,93,88.17,88.83,87.54
84,89.5,86.83,94.5,88.33,88.17,83.33,86.83,89.33,90.67,85.67,83.67,86.17,83.83,87.2
85.33,83,88.5,88.75,85.83,91.5,82.67,84.33,84.67,90.83,91.17,82.33,87.33,83.5,86.41
90.39,86,90.33,84.75,84.5,91.78,85.33,85.83,82.5,84.67,90,85.33,84.17,85.83,86.53
90,87.33,89.67,88.75,81.83,80.22,86.33,90.17,87.5,92.33,84.17,80.67,85.67,89.33,86.71
83.39,90.17,84.67,92.75,89.5,88.22,83,86.33,81.5,85.67,82.17,85.17,88,84,86.04
87.5,88.5,84.83,82.75,90,89.28,90.83,85,84.33,85.83,83.5,88.83,87.17,89,86.95
83.94,81.83,88.67,88,85.33,83.67,83.17,89.67,85.33,87.33,88,83.67,88.33,88.33,86.09
91,87.33,84.67,91.5,90.67,82.39,84.67,86.5,84.33,85.5,86.33,85.67,88,85.17,86.69
89.11,79.5,89.83,91.75,89.17,87.67,90,88.83,88.5,87.33,82.33,93.17,83,90.67,87.92
84.44,88.17,85.83,89.75,86.17,83.33,85.67,84.67,90.33,87.83,88,80.83,86.33,81.83,85.94
87.28,84.5,87.67,84,85.17,85.33,84.83,81.83,86,88.33,87.33,87.17,82.83,81.83,85.29
81.61,89.5,80.5,93.75,88.17,86.72,86.33,85.33,90,82.5,83,86.83,88,84.67,86.21
87.78,85.33,85,85.5,84,85.22,86.17,88.83,85.83,81.33,84.5,85,82.83,90,85.52
89.78,88.17,94,85.5,83.5,83.72,82.5,90.83,84,84.5,89.5,84.83,92.5,85.17,87.04
80.28,85.83,89.17,86.5,86.17,90.33,84.5,91.17,85.17,84.33,87.33,88.17,81.33,82.67,85.92
86.11,86.83,81,87.5,80.33,86.28,84.67,85,84.5,91.33,84.5,85.33,85.17,86.67,85.37
82.94,86.67,92.33,82,82.5,86.56,91.67,85.33,83.17,87,85.5,86.17,90.83,84,86.19
87.5,87.5,87.17,95.5,88.33,82.67,85.33,83.83,87.5,79.5,89.33,86.67,90.5,90.5,87.27
88,82,92.5,87.75,84.5,82.39,87.83,86.33,86,82.67,86.5,86.33,87.17,86,86.14
87.61,90,84,86,83.67,86.39,87,87,89.83,87,84.83,91.5,87.67,85.33,86.99
82.44,83,89.33,83.75,88.67,88.56,84.5,82,84.33,84.67,86.67,87.83,88.67,85.17,85.68
84.56,88.17,86.5,85,83.67,89.83,88.17,81.33,84,85,81.67,88,83.33,87.83,85.5
90.78,80,87.83,92,88.33,82.67,83.17,78.33,88.67,87,91.33,89.83,86.17,83.67,86.41
86.83,83.67,88.83,86.25,87.67,86.39,88.5,87.17,86.67,88.5,85.67,86.5,86.67,87.5,86.91
88.5,85.83,81.5,88.5,86.67,88.39,79.67,86.67,87.83,88,86.33,88,83.33,90.83,86.43
85.78,83.83,86.67,85.25,85.83,83,90.67,87.67,92,81.67,88.67,83.83,84.5,88.33,86.26
85.22,86,88,84.75,84,87.56,87.83,91.5,85.83,80.67,81.83,87.17,86.67,84.83,85.85
88.33,85.17,86.83,85.5,84.67,80.39,84.17,85.5,89.33,94.33,80.83,92.67,89,84.5,86.52
83.89,85,87,79.75,88.33,83.89,86.33,86.33,85.5,87.67,87.83,92.5,85,90.83,86.42
88.72,85.83,90.83,89.5,80.17,87.89,88.33,88.83,86.67,88,86.83,85.5,93,83.83,87.42
85.11,87.83,85.33,87.5,87.17,83.94,92.5,89.67,88.5,86,85.17,91.83,87.33,78.5,86.88
89.67,88,90.17,89.5,90.83,87.39,85.33,90,87,89.67,86.5,88.17,85.17,87.33,88.19
87.33,82.67,90,89.25,84.17,83.61,84.17,90.83,87.67,88.83,88,87.5,88.5,91.67,87.44
87.22,91.67,82.5,90,82.5,85.89,86.67,91.5,92.5,89.83,88.17,89,88.67,85.17,87.95
88,84.83,88.83,85,84.17,85.56,80.5,87.17,88.33,87.67,88.83,86.83,82.67,85.33,85.98
87.44,88.67,88.17,86.75,89.33,88.94,88.67,90,88.33,83,85.17,87,86.17,87.17,87.49
82.78,84.5,87.67,85,88.5,87.17,90.17,86.83,88.33,83.83,83.33,86.33,95.83,84.17,86.75
84.61,84.67,89.5,85.75,81.5,85.5,84,78.67,86.5,85.5,91.17,91,89.5,87.33,86.09
84.44,91.67,83.83,87.25,84,87.83,87.83,90.5,84.67,93.5,84.33,86,90.17,81,86.93
85.61,85.17,89.17,86.25,87.67,89.33,86,86.5,83.5,85.33,83.83,83.67,82.67,83.33,85.57
88.44,91.83,83.67,90.25,88.17,84,86.67,88.17,83.83,87.67,85.83,92.33,87.83,91,87.84
87.5,84.5,83,87.75,89.33,91.11,83.5,86.17,87.67,88.83,84.83,82.67,88.83,87,86.62
85.06,85.33,86,89.25,87,83.94,84.83,87.33,81.83,85.17,87.83,84.5,85.17,89.33,85.9
84.44,87.5,88,81.75,86.33,82.33,88.83,88.33,89.67,83.83,83.67,89.17,86.33,86.83,86.22
85.78,91,81.5,89,84.33,83.33,90,89.33,87.17,82.33,84.83,89.33,84.17,84,86.15
90,85.83,86.83,92.5,88.5,88.39,82.17,88.83,86,89.5,85.17,88.83,85,84.67,87.3
87.56,90,89,90.25,87.83,85.78,79.33,86.67,80.5,86.5,83.33,84.83,84.83,87.83,86.02
84.83,85.67,87.33,85.75,84.83,89.22,86.17,92.67,84.33,82.17,78.5,86.33,87.5,87,85.88
85.94,88.83,87.83,88,82.33,87,86.17,85.83,87.33,87.83,83.33,84.33,89.83,88.17,86.63
82.33,81,80.5,83.75,87.5,84.44,85.83,88.33,86.17,78.83,86.33,88.17,88.67,90.67,85.18
84.94,84.33,93.33,87.5,87.33,88.72,93.17,82.67,87.83,84,81.83,86,89.5,85.33,86.89
86.83,83.67,86.83,91,90.17,86.5,83.5,85.83,85.83,89.5,84.67,87.5,89.33,86.5,86.98
85.89,85.33,91,82.75,83.5,86.33,87.5,88.83,91.5,84,84.5,86.67,88.5,81.83,86.3
83.22,86.83,90.17,86.5,85.17,89.44,88.83,89,84.83,90.17,87.33,82.67,86.5,87.83,87.04
82.72,87.5,82.5,90,89.17,86.39,85.5,87,85.67,85,84.67,82.17,82.67,84,85.35
89.83,84.33,82,87.75,86.67,84.78,82.83,87.33,88.17,91.33,81,85.17,84.5,83.83,85.68
82.78,84.83,83.17,88.5,84.5,89.39,91.17,85.83,85.67,80,86.17,86.33,87.83,86.5,85.9
88.78,85,87.67,83.25,83.17,86.89,84.83,86,85,87.33,85.33,89.17,86.67,86,86.08
87.44,84.5,90.17,86,89.17,90.94,90,88.17,89.33,84.17,83.83,90,85,86.5,87.52
88.89,86.83,84.83,86.5,83.67,88.61,85.33,86.83,87,87.33,89.83,89.83,87.33,78.83,86.55
88.94,87.33,85.5,87.5,84.33,83.61,87.33,90,85.5,88.33,87,82.83,88.33,88.5,86.79
88.72,91.5,87.67,90.75,83.83,87.78,88.5,90.33,88.5,83,89.5,85,84.17,89.17,87.74
88.94,81.67,83,87.75,82.17,91.28,89.67,88.17,80.67,86.5,88.33,86.33,86,86.5,86.21
87.11,84.67,86.83,89.25,85,87.72,81.83,86.17,81.17,81.83,83.67,90.17,88.17,86.17,85.7
86.56,86.83,86.67,86.75,84.67,90.11,85.17,86,88.67,89.5,83.33,78.67,83.17,87.33,85.96
89.89,89.33,90.17,90,88.33,85.67,87.5,89.17,85.33,90,88.17,85.83,85.17,87,87.97
85.39,80.83,87.33,85.25,95.83,86.94,87.83,83,87.5,84,84,88.83,88.17,83.83,86.34
89.11,84.33,90.83,93.25,90,90.33,81.17,92,92.33,81.83,85.5,90.17,86.17,90.33,88.38
83.22,89.83,85.83,95.25,86.5,89.28,90,90.17,82.83,93.67,85.5,90.33,84.33,82.67,87.82
91.28,83.67,85,85,84.83,85.94,85.83,91.67,85.5,86.5,79.83,82.83,83.5,87.83,85.66
82.39,92.17,85,89.5,86.67,83.61,85.5,83.5,83,86,85,85.17,87.83,84.83,85.73
85.61,86.5,86.67,87,80,86.94,84.5,80.67,88.33,87.5,87.17,82.83,83.33,87.83,85.35
88.39,82.17,84.83,84,84.5,85.33,79.17,93.5,89.67,88.83,86.17,85.67,82.17,86.33,85.77
90.67,84.67,89.83,83,87.67,86.78,85.83,88.33,90.67,85.83,91.5,87.67,91.33,89.33,88.08
83.39,85.67,83.33,84,89,83.78,83.67,86.5,92.17,89,89.33,88,85.5,83.83,86.23
90,81.17,87.33,85.5,81.33,88.78,90,85.17,86.33,89.17,83.5,88.33,85.5,81.83,86
89.06,86.17,92.67,86,90.67,85.56,87,86.5,82.33,84.67,85.17,86.17,84.83,87.17,86.71
84.5,79.5,82.5,86.75,79,84.5,89.83,81.17,86.67,85.5,88.17,93,82.17,84.83,84.86
88,88.33,88.5,85.5,86.67,84.78,82,89,84.83,86.5,88.33,88.83,87,84.83,86.65
86.61,85.17,87,88,85,83.61,88.17,85.67,85.33,87.17,87.33,78.83,92.83,85.67,86.17
88.89,82.83,85.83,88.25,86.67,84.72,84.5,88.17,86.33,87,91.17,88.83,82.83,91.17,86.94
86.72,85.33,87.33,91.5,88,83.89,83.33,90.17,89.33,87,92,88,86,91,87.83
81.89,84.33,87.17,89.75,87.5,86.78,81.33,87.17,83.5,91.5,84.17,83.5,86.5,86.83,85.85
87.67,85.67,87,83.5,89,90.17,81.83,85.67,83.33,82,80.5,85.83,83.17,88.17,85.25
88.39,86,87.17,90.75,83.5,87.78,85.5,84.83,89.33,82.17,89.83,88.17,89.5,85.5,87.03
89.83,83.33,84.83,88,83.17,84.94,89,82.67,87.5,85,87,83.33,89.67,85.33,85.97
82.28,90.67,88.17,93.25,85.17,90.44,84.5,88.5,83.67,92,86,90.5,83.5,81.17,87.13
87.56,88.17,84,91.5,82.5,90.44,91.5,87.33,85.67,86.5,85,83.5,83.33,83,86.43
81.67,87.17,82.67,87.75,88.67,86.72,85.33,89.67,81.67,85.5,85,91.17,88,84.17,86.08
86.17,85.67,90.83,90.25,86,93.39,84,82.67,80,87,84.5,88,88.33,88,86.77
89,85.83,83.83,90.25,85.5,86.89,84.67,82.83,88.33,89.17,86.5,91.67,83.33,90.5,87.02
85.11,87.5,87.83,93.5,92.17,86.44,83.5,88.83,84.83,88.17,88.17,85.5,84.83,87.5,87.42
79.22,89.67,89,84.75,87.67,86.5,91.17,85.5,82.33,82,89.83,83.17,81.67,82.83,85.38
86.56,86,87.5,87.75,82.67,84.06,79.33,88.67,91.17,90.17,93.17,88.83,82.17,86.5,86.75
83.56,92.67,86,87.5,84.33,86.72,88,88.83,91.5,89.33,86.17,92.5,85,85.67,87.7
84.67,87,83.17,80,83.33,87.78,88.67,85.5,81.33,89.83,87.5,83.67,87.33,88.67,85.6
89.39,83.83,82.33,81.25,87.67,90.78,85.5,88.67,89.33,84.33,85,84.17,79.67,80.33,85.16
84.61,84,87.17,86,85.5,88.44,83.5,87,85.67,86.17,86,87.67,86.5,82.5,85.77
86.28,86.5,90,84,87.17,81.22,89.67,83.33,90.17,91.67,89,84.83,85.5,83.5,86.63
83.94,86.67,86.33,90.25,81.83,85.06,91.83,89.5,86,85.17,86.17,87.83,86.33,91.33,87.02
83.17,88.83,89.83,89.5,83.17,87.72,87.17,88.17,87.17,85.17,89.83,88.33,86.83,82.5,86.96
85.89,86.5,85.17,88.25,88.17,88.28,85.83,92.67,88,86.5,87,86.83,88.67,85.33,87.36
86.5,83.83,87.67,81.25,83,82.89,87.5,90.67,88,86.83,87.83,83.67,86.67,83,85.66
88.89,84.5,82.67,86.75,93,87.94,79.83,88.5,86.17,87.5,84,84.67,85.17,89.67,86.38
85.5,84,88.83,92.5,85.5,82.89,89,88.5,90.17,90.5,88.33,88.17,80,84.83,87.05
85.78,90.17,91.33,87.25,87.83,90.61,86.83,87.67,87.17,85.33,92.33,86.83,81.5,93,88.12
82.89,83.17,85.83,88.25,90.33,89.89,86.33,88,81.67,83,84,85.33,83.67,83,85.38
85.89,81,81.17,91.75,90.17,88.94,86.33,86.83,90,93.67,90.83,85.17,87,84.33,87.36
89.22,87.83,84.33,84,83.83,86.72,86.33,90.5,88.5,82.67,84,92.33,82.83,87.83,86.5
83.72,83.33,91.5,93,88,86.78,89,85.67,87.17,86.83,89.67,81.83,94,90.5,87.93
86.28,87.67,86.67,83.25,86,80.39,82.83,90.5,85.5,87.17,85.67,85,90.5,83.67,85.79
83.44,87.83,89.17,83.75,86.17,89.28,93.5,88.67,87.67,86,85,85.17,83.5,83.83,86.64
87.83,89.5,84,84,88.17,84.33,84.67,88.83,80.83,84.83,87,84.33,80.5,89.17,85.57
87.61,81.83,86,87,85.5,88.67,83.17,85.17,90.17,84.33,85.83,90.17,91.17,88.83,86.82
84.67,86.83,85.33,87.5,86.17,88.61,88.83,88.83,87,88.5,91.67,87.17,88.5,85.17,87.48
83.61,89.33,84.5,84.5,85,84.56,90,89,84.17,85.5,85.17,89,84.33,87.5,86.15
85,91,86.17,89.5,86.17,85.39,89.5,84,86.33,84.5,86.33,90.17,84.5,84.67,86.66
88.5,88.17,87.5,90,84.67,86.89,86.67,85.83,83,83.5,86.83,86.17,86.33,84.67,86.34
87.56,85,90.5,82.75,90.67,84.5,89,85,89,84.5,81.83,89,84.67,90.5,86.75
88.78,86.17,84.17,86.5,89.33,85.78,85.33,88.33,86.83,86.67,81,84.5,90.67,86.83,86.49
87.39,90.67,87,90.5,82.83,90.56,89.17,85.83,87.83,83,84.67,89.33,87,89.83,87.54
91.39,85.67,85.33,83.25,80.17,84.06,86.67,87,87.33,86.67,83.17,83.17,88.5,85.17,85.54
87.94,83,91.67,81.25,86,86.11,88,89.67,84.33,87,85.17,83,87,87,86.22
86.44,86.17,90.17,90.75,84.83,82.61,81.83,86.17,89.17,89.17,89.33,89.67,87.33,83.83,86.96
85.39,87,87.83,88.25,91.17,87.78,87.67,86.67,80.17,85,89.67,83.83,86.17,83.17,86.41
89.11,85.17,84.33,86,88.83,80.56,88.5,92.17,83.83,86.17,89.17,88.17,86.17,84.5,86.62
85.78,85.17,83.17,87.75,88,84.17,87.17,90,86.17,88,83.5,89.5,86.5,83,86.28
88,89.5,84.33,85.75,82.17,87.5,85.67,88.67,86.17,85.67,86.5,87.5,84,88.83,86.45
85.33,84.5,87.67,84.5,83.5,87.11,86,85.67,90.33,86.33,87,88.5,87,81,86.03
86.17,85,86.33,87.5,90.5,89.56,83.67,92.33,89.5,83.33,87.67,87.67,83.17,83.17,86.83
88.33,85.67,85.5,89.5,88,87.89,85.33,83.5,88,87,86.83,83.67,85.83,84.83,86.42
82.56,81.33,87.33,88.5,86.33,84.72,87.17,90.67,88.67,83,86.83,92.5,86.5,82,86.29
87.33,84.83,91,79.25,87,91.28,86.17,82.67,88.5,86.83,84.5,90,89.67,85.17,86.73
88.39,83.33,86.5,84.25,87.33,89,85.5,88.83,92,86.17,90.67,81.5,84.17,85.33,86.64
83,91.67,87.33,85.25,82.17,83.61,89.67,86.17,89.5,91.17,82.33,90.5,87.5,86.67,86.89
82.72,82.33,86.83,81.25,90,83.17,89.67,86,86,89.67,84.83,84.17,86,86.5,85.65
86.11,89.83,87,81.25,85.33,85.78,85.17,78.83,86.83,82,82.67,89.67,88.17,87.33,85.43
88.89,84.83,83.83,84,79.67,84.67,85.17,85.83,89.33,86.5,87.83,85.67,87,86.17,85.67
83.44,89,84.5,85.25,82.33,82.94,85.83,83.83,87.83,88.83,89.5,89.17,85.67,86.83,86.07
89.78,85.17,83.83,87.5,87.33,84.94,86.17,88.67,87.33,79.67,92.83,86.33,87.5,85.67,86.62
90.06,88.33,87,87.5,90.33,85.33,83.67,95,82.83,87.33,86,85.83,91.33,89.17,87.84
86.67,89,82.5,91.25,86.17,87.67,86.17,81.5,83.5,82.67,85.83,86.83,85.5,84.83,85.72
86.39,89,88.67,86,86,80.28,81.67,90,88,90.17,90.83,81.17,84.17,89.67,86.57
85.61,84.83,87.33,88,86.33,85.72,84,85.5,83.5,87.33,88.17,87.17,85.33,90.67,86.39
90.22,87.67,86,85.25,88,86.94,82,88.67,84,86.5,84.33,87.33,86.33,83,86.16
84.94,85.5,90,86,88.83,88.67,90.67,88.5,82.83,83.17,87.5,84.67,87,83.67,86.57
84.22,83.83,85.33,85.25,89.67,85.22,89.5,91.5,87.33,84.83,87.67,87.67,84.5,90,86.89
90.06,86.33,88.33,86.5,88.83,88.17,86.17,86.17,88.17,86.83,83.33,86.33,83.33,92.67,87.23
85.5,87.5,87.17,85,89.5,89.5,87,84.67,85.33,84.17,90,88,86.83,82.67,86.63
88.44,88.33,83.33,89,84.5,84.39,90.33,87.33,88.67,86.17,90.33,87.67,89.5,87,87.5
86.06,89.83,85.33,86.25,89.5,91.67,82.83,86,88.83,90,92,80.17,88.33,88.33,87.51
86.5,86.83,85,85.75,87.67,86.56,86.33,87.83,87.17,84.67,83.67,84,86.33,85.83,86.01
83.06,91.33,84.17,88.75,86.83,89.33,85.67,91,85.33,86,87.67,90.33,90.83,82.67,87.36
82.67,85.33,92.83,83.5,89,82.72,83.67,85.33,88.83,83.5,89,85.33,89.5,89.17,86.46
86.06,88.5,85.83,87.75,87.5,86.06,86.17,87.83,83.33,84.67,89.5,82.67,88.67,81.17,86.12
89,89.5,87,84.75,90.33,91.78,88.5,80.67,82.17,90,84.5,88.5,83.5,91.5,87.26
84,85.33,83.17,84.25,88.5,82.11,84.83,83,85,85.17,83,87.33,89,85,84.98
85.06,83.5,86,88,85.5,88.39,89.17,83.83,83.33,85.17,90.17,85.17,86,91.5,86.48
85.56,84,84.5,91.25,85.5,85.39,86.5,87.67,89.17,84.17,86.33,89.33,87.33,90.17,86.92
83.94,88,85.5,85.25,93,88.11,90.17,85.67,83.5,83.83,84.5,90.33,88.33,88.17,87.02
84,88.67,89.5,88.25,87.17,90.39,91.33,83,83.67,84.83,90.17,86.33,87.67,90.33,87.52
83.67,87,88.33,87.75,81.33,86.39,85.33,85.33,87.83,79.17,88.17,86.33,88.33,89.5,86.03
85.61,85.67,90.5,90.5,88.67,86.39,82.5,81,85.83,84.5,89.83,85.17,84,90,86.44
87.33,86.33,86.5,85.5,82.83,86.94,87.83,82.67,79.17,84.67,85.67,83.83,81.5,84.83,84.69
85.83,86.33,90.33,83,85.33,90.56,89.33,88.67,85,84.67,82.33,85.5,84.17,87.33,86.31
92.72,85.17,85.83,90,88.17,87,85,84.83,84.33,86.33,84.5,92,87.17,90.83,87.42
83.56,88.67,86.83,85.25,83.33,87.11,84,87.5,83.67,80.17,87.5,82.33,86.17,90.5,85.47
83.22,84.5,88.83,88,91.33,88.28,87.83,86.83,88.17,82.67,85.67,90.5,89,84.17,87.07
86.17,88.67,88.33,82.5,88.67,87.28,82,90.5,87.33,83.17,83.67,87.33,87.33,82.33,86.09
89.11,87.17,84.83,85.25,85.17,85.89,88.5,84.33,87.17,86.33,85.5,86.33,88.83,88.5,86.64
86.94,82.67,85.17,85,82.83,93.61,90.17,86.17,86.83,88.33,85.67,87.17,87.5,85.67,86.69
85.83,86.67,86.17,88.25,82.5,89.06,85.17,86.5,85.83,86.33,87.67,86.17,85,82.5,85.97
90,84.67,87.5,85.75,89,81.78,91.83,85.17,84.83,88.17,78.67,87,85.17,86,86.11
85.39,89.83,87.17,92.75,80.83,88.78,84,87.33,88.5,86.67,85,91.17,90.67,85.33,87.39
80.61,85.33,88.5,89,84.17,89.56,88,86.67,90.83,92,84.67,85.17,85.17,90,87.12
86.5,83.33,88.5,88,86.83,84.83,83.83,90.33,85.5,80.5,91,89.67,86.5,88,86.67
89,85.17,87.83,78.75,88.33,88.83,85.83,85.67,87.33,85.17,87.67,84.33,85.17,89.33,86.32
87.44,87.5,90.33,85.25,88.83,89.22,90.17,89.17,88,86.17,83.5,88.67,89.33,86.83,87.89
87.89,83.17,85.17,82,87.33,85.39,84.17,83.17,88.83,83.17,88,87.83,89.5,91.5,86.22
87.17,82.67,80.83,86,80.67,87.61,89.67,87.83,88.83,85.17,89,81.5,88,84.67,85.69
82.56,90.33,91.33,89,87,86.78,86.17,86.17,88.33,78.67,84.83,88,90.17,82.33,86.55
83.39,87.33,82.67,85,85.17,83.44,84.67,86.33,92.33,92.67,87.5,88.67,87,86.33,86.61
90.39,86.83,87,88.25,86,87.89,85.67,86.83,85,89.17,88.5,88.33,85.17,88.83,87.42
90.83,85.5,91,88,87.5,86.56,87.67,85.83,83,82.67,83.17,86,86.17,88.83,86.62
87.67,87.33,83.33,90.5,84.17,90.78,85,85.5,85.17,86,84,89,83,82.5,86
87.61,87.5,83.67,94,90.67,89.06,86.33,85.33,85.83,87.67,83,91,88,90.5,87.87
83.56,85.83,86.67,82.25,90.67,85.83,86.5,87.17,84.67,83.33,89.33,91.33,81.33,81.67,85.72
87.89,88,82.33,86.25,83.17,83.56,83.17,86.67,80.83,85.83,88.5,84.67,87,80.5,84.88
89,90.67,82.33,84,88.17,91.89,87.83,88.17,89,89.33,83.67,85.83,85.33,88.83,87.43
84.56,87.67,87.67,89.75,84.17,86.44,89.5,91,85.33,84.5,86.33,86.33,85.67,91.17,87.15
84.39,89.5,90.67,89.25,84,86.67,91.67,88.33,87.33,82.33,83.67,87,88.5,86.67,87.14
81.33,90.17,85.67,86.75,82.17,91.17,86.17,81.83,84.17,89.67,80.33,86.17,83.5,87,85.43
87.67,86.5,80,85.75,87,85,84.33,84.5,88,86.83,88,89,83,89,86.04
90.39,88.17,83,92,91.33,89.06,84.5,87.33,85.67,86,84.33,87.83,86.67,86.17,87.32
83.83,87.67,84,86.5,80.33,88.17,92.33,89,85.17,89.67,82.5,93,82,88.83,86.64
85.72,84.83,87.83,90.25,82.33,81.94,85.5,84,84.5,82.17,87.33,88.17,89.83,88.33,85.91
91.11,86.83,82.67,92.5,82.33,88.67,88,91.67,87,91.5,85.83,83,85,87.33,87.39
88.89,85.5,86.83,87.5,88.5,90.22,87.33,90.33,89.67,93.33,82.17,89,86.67,87.67,88.12
88.22,91.67,89.83,90.75,84.17,85.5,85.83,84.67,92,88,85,89.5,83.83,86.5,87.53
83.56,84,86.83,89.25,82.5,87.56,88.67,87,82.83,86.33,83.83,82.67,83.83,89.33,85.59
83.78,93.17,86.17,84,86.5,88.94,83.67,86.67,82.17,83.17,88.33,82,89,89.17,86.19
86.28,84.83,89.5,86.5,88.33,88.22,85.67,90,85.67,86,85,83.83,92.83,90.5,87.37
89.94,87.17,86.67,87.25,86.67,88.61,82.83,87.5,81,87.33,83,85.83,83,87.5,86.02
85.5,85.83,89.83,79.25,84.67,87.78,87.83,88.5,87.5,89.83,79.17,85.83,86.17,84.33,85.86
88.28,87,85.67,89.5,87.17,85.89,87.17,86.83,85.67,85,87,89,91.83,82,87
85.22,86.83,84,82.75,87.83,85.61,88.5,86,89,85.5,91.83,81.17,87.83,86.5,86.33
83.11,86.5,85.67,78.5,83.33,83.72,87.67,82,81.17,85,87.17,89.67,89.67,84,84.8
90.06,83.33,83.83,83.75,85,90.78,86.33,92.5,84.67,87.83,88.17,84,85.17,85.5,86.49
90.33,81,86.17,87.25,81.67,86.44,92.33,88.83,89,87.83,85.33,85.17,88.67,86,86.86
86.11,88,85.5,87.25,91.33,83.06,86.5,88.83,85.33,90.17,91.33,84.83,84.67,85.67,87.04
91.17,87.5,87.67,91.25,88.83,91.83,83,85.33,81.5,90.17,86.83,82.33,89.83,88.67,87.57
91.28,94.5,87,88.75,84.33,85.11,87.67,84.5,92.17,82.67,82,87.5,90.5,88.67,87.62
88.39,83.33,80.67,86.75,87.67,85.83,84.5,83.67,84.83,86.17,86.17,87.33,86.5,88.33,85.72
89.5,88.5,83.83,93,81,86,87.33,89.83,86.67,86.83,83.83,90,90.17,85.17,87.26
87.61,85,82.17,86.5,89.17,81.61,86.67,83.67,88.33,87,89,85.17,91.67,80.5,86
88.67,84.33,85,86.5,87.83,86.56,83.67,85.5,93.67,90.5,89.17,84.5,82.83,82.83,86.54
87.61,90.67,85.5,88.75,86.5,88.44,82.33,87.83,88,86.83,92.17,85.5,90.67,91.5,88.02
80.72,83,92.17,85.75,86.83,90.33,86.17,84.83,85.67,89.83,79.67,85.5,88.33,89,86.27
83.17,83.5,93.17,88.25,87.17,88.72,81.5,83,86.83,84,88,90,81.83,83.67,85.91
89.44,83.67,82.83,94,86.17,87.67,84.83,86,88.83,86.83,84.17,81.5,84.5,93.67,86.72
87.5,84.83,88.5,80.25,84,88.11,86.17,87.83,85.17,88.67,87.33,84,86.83,86,86.09
84.61,88.83,84.33,86,88,87.5,83.5,88.17,84.67,89.17,87.67,85.83,83,83,86.02
88.17,85.17,80,87.25,84.83,88.89,86.33,90.17,83.17,89.33,86.5,87,83,81.67,85.82
86.83,92.17,86.67,80.75,86.17,81.72,86.83,87.17,83.33,83.33,88.5,84.83,87,87.33,85.9
84.17,89,88.67,86.5,81.33,83.67,86.17,92,86.5,82.83,83.17,85.5,87,90,86.18
84.83,87,88.5,86,88,85.39,85.17,84.33,92.33,89.17,91,83.83,89.33,88.33,87.37
89.78,89.33,88.5,85.5,82.5,84.72,84.83,81.5,90.83,85.67,84.5,84.33,89.83,83.33,86.08
91.67,81.33,88.83,80.75,83,88.67,90.33,85.33,88.5,87.17,85.33,87.17,86.17,87,86.52
85.11,84.17,83.67,91.75,84.17,90.22,87.33,81.17,85.33,93.17,90.33,81.5,88.33,84.83,86.51
81.83,79.33,83.5,79.75,84.83,86.89,83.5,86.33,80,84.5,82,82.83,81.33,86.5,83.08
88,85.5,90.67,87.25,89.83,83.72,88.17,91.17,83.17,90.83,87.33,87,85.17,85.83,87.4
84.44,84,83.83,85.25,85,87.78,83.5,89.17,89,88.67,83,80.33,91.67,85.83,85.82
84.72,84,84,82,83.83,86.06,88,89.5,87.5,88,91.67,89.5,84.5,84.33,86.26
