CSR10000,CEM10000,ORH10000,CRM10000,ITM10000,CIM10000,CPM10000,QSL10000,BIM10000,BPR10000,BIH10000,BEV10000,CHG10000,CBC10000,RTN10000,CII10000,CCM10000,CSP10000,CFS10000,CUST_001
63.27,58.93,59.2,59.32,55.26,58.47,50.37,61.42,57.79,68,61.63,57.11,54.74,71.74,62.74,60.47,49.26,60.21,60.16,59.48
48,55.64,59.2,67.53,64.63,56.89,52,57.68,67.11,63.32,62.37,60.47,48.84,52.11,58.16,54.21,56.79,54.37,69.47,58.36
47.27,59.43,57.13,58.53,51.58,65.84,65.16,56.95,63.26,58.42,67.32,62.79,55.11,52.26,48.53,60.74,53.63,62.37,66.11,58.55
55.87,57.86,61.6,67,61,61.32,48.26,58,61.68,67.11,49.95,62.42,57.32,60.74,62.16,51.11,62.26,58.05,61.79,59.24
52.73,51.86,55.87,59,60.37,60.47,56,61.58,60.79,56.37,55.74,61.53,51.79,56.26,57.68,58.32,52.95,56.42,55.79,56.92
56.8,54.21,62.67,59.68,61.58,59.16,57.05,56.89,54.11,66.37,58.26,59.84,61.89,65.68,50.84,58.42,57.68,54.95,66.05,59.06
68,73.36,64.13,53.79,55,63.95,45.84,60.68,67.68,64.21,67.16,60.53,55.95,58.95,63.21,67.58,65.11,55.16,66.42,61.93
44.93,60.71,54,64.84,57,62.05,57.47,56.74,55.16,63.89,54.53,59.74,50.84,64.53,56.11,61.26,55.26,60.58,65.68,58.18
71.13,65.29,71.47,58.32,54.37,68.37,56.32,62.84,48.37,60.11,65.53,58.89,53.42,64.26,65.32,50.84,61.53,54.05,58.11,60.45
68.2,61.21,63.47,56.47,61.42,63.26,66.16,55.32,54.26,61.11,63.05,61.53,53.26,51.26,58.74,62.11,60.68,61.68,54.84,59.9
65,56.29,66.33,59.58,65.37,63.32,61.68,53.16,71.05,58.89,59.53,57.89,59.16,45.79,60.84,60,58.84,54.32,59.58,59.82
64.07,51.36,59.87,59,59.89,69.42,58.74,66.05,61.05,67.63,66.37,67.32,60.89,52.37,68.58,53,56.79,63.42,60.32,61.38
59.13,52.29,51.73,51.47,57.16,65.58,73.11,56.21,62.53,61.84,59.42,62.74,64.37,58.47,56.68,59.68,59.89,65.68,65.47,60.18
46.47,55.71,68.87,58.05,66.74,53,51.84,63.74,57.26,58.68,65.68,53.89,55.74,53.53,62.58,55.63,52.95,54.89,68.79,58.11
59.27,67.29,65.13,56.16,63.68,58,62.58,54.47,60.89,57.68,54.21,54.42,55.95,57.53,54.42,52.42,61.58,58.42,49.95,58.11
59.13,56.86,57,65.47,62.26,60.63,57.47,64.79,65.89,57.79,57.42,59.05,60.79,55.05,49.84,60.47,59.95,61.89,68.95,60.04
49.53,59,59,63.21,49.47,54.42,48.58,59.79,60.32,50,57,58.16,64.84,59.95,55.74,64.16,54,65.16,51.53,57.04
62.07,65.64,56.4,59.05,60.16,67.16,58.84,48.53,60.32,57.53,68.68,54.05,57.47,53.84,56.11,54.16,52.21,67.37,56.05,58.72
71.33,63.71,66.33,57.58,56.53,55.74,67.68,57.89,76.74,72.32,64,61.84,62.05,61.47,58.53,59.16,52.89,51.16,62.63,62.08
56.93,58,57.33,57.47,58.47,51.11,56.95,57.89,64.47,63.26,64.58,58.79,57.63,56.05,55.53,58,65.37,64.05,69.74,59.56
60,57.57,63.13,53.58,61.95,66.74,59.16,56.79,60.53,60.74,52.47,59.21,71.21,54.58,61.21,59.58,66.63,63.74,55.32,60.22
63.07,61.07,60.6,59.32,53.68,61.95,61.95,57.79,56.47,58.42,66.95,57.84,51.42,57.68,58.11,60.63,51.53,64.05,63.16,59.25
56.33,50.07,49.8,69.58,51.32,65.89,53.11,63.32,62.21,62.89,69.58,65.58,60.26,56.16,52.89,63.16,63.84,61.21,62.11,59.96
74.13,51.21,56.47,57.58,49.21,63.26,54.05,57.74,55.21,63.63,61.79,61,60.58,53.37,59.32,66.21,60.05,59.37,56.42,58.98
65.4,55.5,66.6,62.95,57.32,54.05,69.21,56.37,57.47,67.21,50.26,59.63,57.58,60.53,53.16,47.32,62,72.47,60.68,59.77
60.8,64.07,59.2,54.37,65.05,65.37,42.74,60.37,57.42,60,59.79,59.16,56.37,69.37,60.89,59.63,63.16,54.84,61.26,59.68
56.6,63.64,55.8,61.47,60.79,63.74,58.47,47.74,51.05,55.95,72.79,61.74,59,67.68,52.26,57.21,60.32,58.32,57.79,59.07
55.47,65.43,65.53,67.74,54.26,66,64.63,65.47,63.84,57,58.05,57.74,57.58,65.53,63.16,57.79,58.26,65.37,55.68,61.29
60.87,51.57,50.53,51.32,47.74,62.68,67.16,56.32,56.58,46.37,62.05,68.05,57.11,54.53,58.74,60.16,56.58,57.37,58.32,57.05
60.53,57.07,71.33,58.16,71.47,62.16,62.53,64.16,74.58,61.74,53.47,67.37,63.74,47.05,62.16,54.58,62.42,56.89,61.58,61.74
49.8,63,53.87,50.37,56.05,55,58.11,64.21,51.47,66.32,52.68,52.84,63.58,53.63,46.42,57.21,61.16,60.84,60,56.66
60.87,52.29,51.4,61.84,56.32,56.58,55,59,56.32,65.53,62.84,63.63,54.58,63.16,66.58,49.95,51.53,65.21,58.37,58.47
54.8,59.93,61.47,68.42,61.42,67.42,72.68,66.84,65.16,66.74,63.58,61.37,61.63,58.47,72.05,55.26,57.16,54.42,65.26,62.85
62,54.43,53.87,63,62.37,56.63,55.42,62,60.84,58.95,59.11,46.47,66.05,61.21,54.26,49.21,68.95,57.84,61.53,58.64
62.47,56.57,63.47,63.42,51.74,68.26,55.37,46.21,60.74,57.79,56.37,61.47,61.53,63.26,61.89,71.11,57.37,54.58,63.32,59.84
67,53.29,55.33,51.95,69.05,69.47,52.47,63.68,79.37,58.47,59.58,53.63,54.79,58.26,58.21,60.95,65.58,61.53,48.95,60.08
53.87,53.93,63.27,59.21,58.74,59.05,59.58,63.32,66.68,52.05,67.37,58,55.74,63.95,57.63,49.21,60.53,56.47,63.58,59.06
47.8,53.57,56.47,52.37,53.74,52.32,63.37,48.89,67.95,72.89,58.42,51,62.53,57,57.95,57.16,59.84,57.53,56.63,57.23
65.8,46.71,64.53,61.68,59.63,62.32,60.53,53.21,51.21,53.47,56.32,55.47,53.89,58.26,61.47,51.89,56.37,56.47,54.58,57.04
55.53,56.79,56.2,57.32,54.21,60.79,65.95,45.53,60.21,52.89,56.11,58.16,58.74,68.37,60.11,58,58.63,45,57.26,57.15
51.73,63.93,73.4,58.05,62.11,51.95,55.79,62,64.16,59.16,64.42,57.11,69.95,64.84,64.05,58.47,64.32,65.26,65.05,61.88
69.87,60.21,58.8,69.89,59.26,67.84,54.16,56.79,61.21,71,53.26,62.84,56.16,49.58,60.84,58.58,65.21,59.89,70.32,61.35
66.6,52.79,59.8,64.21,49,55.21,60.74,60.53,54.89,59.42,66.63,48.37,61.05,58.05,55.47,53.21,62.63,58.11,58.68,58.18
54.13,61.14,56.27,57.84,57.79,52.47,64.74,70.05,60.37,57.63,51.68,55.42,67.53,54.05,56.42,53.84,64.26,60.95,63.63,58.96
57.27,54.07,60.93,58.58,57.89,56.32,54.53,55.68,58.63,51.84,53.74,68.53,58.89,62.58,61.21,53.63,66.74,58.84,62.47,58.55
64.47,49.64,61.4,63.68,67.89,58.21,53.26,57.32,52.37,71.74,59.05,57.05,63.37,60.37,56.58,51.42,64.37,58.74,62.26,59.64
59.33,68.57,66.6,64.58,56.89,64.58,70.79,51.32,63.16,52.68,50.63,59.21,58.16,58.26,57.11,61.84,55.68,65.11,58.32,60.15
54.67,62.29,55.87,68.89,66.37,62.53,53.11,55.58,67.16,68.95,68.63,56.79,56.84,63.53,52.37,60.05,70.79,59.79,61.63,61.36
62.6,71.29,49.27,62.58,60.63,62.63,71.79,61,64.42,58.16,54.74,53.68,73.21,69.63,65.05,64.89,64.68,65.89,65.58,63.25
57.6,61.71,59.93,59.47,54,52.32,57.53,66.79,57.26,51.63,66.42,61.11,60.05,55.37,61.11,57.32,53.63,52.42,54.95,57.93
58.2,63.29,68.4,70.74,62.53,63.53,64.42,56,64,62.89,63.47,64,64.74,61.05,59.79,67,53.58,52.79,55,61.86
64.07,51.14,61.73,56.79,51.53,51.42,62.84,54.37,65.58,54.32,61.26,52.21,63,58,55.84,51.26,61.32,58.63,64.95,57.91
57.53,59.64,62.33,61.32,62.42,59.32,65.42,69.42,59.37,59.63,61.79,59.68,52.26,59.68,65.53,70.58,64.79,60.47,52.47,61.25
57.53,53.64,55.13,63.37,59.68,56.58,65.16,60.68,63.53,53.63,65.32,61.84,65.58,63,63.11,54.16,53.74,60.47,57,59.64
60.33,49.21,59.73,62.21,58,53.95,47.63,47.79,56.79,55.53,54.58,60.53,56.32,59.42,55.63,70.89,56.47,59.95,55.95,56.89
67.47,60.07,59.53,54.32,58.58,59.74,55.95,61.05,58.26,60.16,68.42,68.89,57,65.05,57.47,60,54.68,67.37,65.21,61.01
69.07,66.5,50.47,60.16,56.21,62.32,58.58,61.05,61.05,60.68,51.58,57.21,65.32,57,63.37,64.89,57.89,51.21,54.74,59.44
67.13,54.71,58.07,63.32,65.58,61.68,61,62.32,60.63,67.42,60.95,62.89,53.47,58.47,70.21,64.84,61,60.26,54.84,61.52
58.47,60.5,58.87,55.58,51.21,64.21,56,45.84,65.63,58.37,57.68,64.05,61.84,60.84,63.79,67,56.16,65.89,68.26,60.01
67.13,60.14,62,58.74,58.95,64.79,57.42,56.95,59.95,66.95,58.42,62.37,54.32,67,55.37,59.21,56.84,61.79,51.89,60.01
69.6,63.43,56.2,61.11,63.32,70.16,63,59.89,72.47,65.37,63,70.68,56.11,53.95,63.58,72.68,60.26,55.11,65.58,63.45
66.73,64.57,76.27,66.21,59.79,61.74,57.32,58.84,55.95,60.16,60.89,56.16,55.47,69.05,58.16,48.26,68,63.95,54.89,61.18
63.6,58.79,61,59.05,60.84,64.47,58.79,62.26,56.74,55.89,64.32,54.32,54.21,65.47,47.95,60.47,53.68,49.79,56.68,58.33
64.2,64,43.4,58.47,55.79,59,50.63,57.95,58.63,72.26,63.42,60.21,59,59.05,57.26,57.95,59.11,59.79,53,58.59
53.67,61.57,57.67,66.79,68.16,55.32,53.58,58,59.63,61.11,65.32,52.32,58.68,65.05,61.21,61.37,48.26,59.53,55.79,59.11
65.07,60.5,55.2,52.26,57.37,65.37,64.95,52.53,68,61.63,55.47,56.16,61.42,53.32,68.68,58.16,60,50.37,56.79,59.12
57.8,59.21,57.53,57,45.42,67.89,55.53,61,48.16,63.42,65.11,55.84,63.95,55.21,56.53,55.21,68.05,55.89,63.47,58.54
58.47,56.79,69.2,55.63,72.58,59.21,66,58.21,56.84,54.84,55.11,57.11,55.63,61.37,55.05,64.11,71.84,59.37,50.37,59.88
70.13,55.29,58.33,60.68,51.68,57.05,62.79,58.84,58.95,51.84,67.21,52.42,51.63,60.53,57.95,63.63,65.16,64.16,57.79,59.27
55.67,68.21,56.8,63.21,61.26,53.95,56.74,56.37,45.42,60.32,71.79,51.79,54.47,55.68,56.05,64.63,56.21,69.42,60.11,58.85
52.67,58.43,59.67,55.53,63.58,57.11,64.58,66.32,58.74,56.89,52.79,61.37,48.63,62.95,60.53,58.53,54.74,55.16,65.63,58.62
54.87,59.43,54.8,58.63,66.53,58.63,51.84,54.26,63.05,60.74,57.79,69.26,60.89,59.58,55.11,61,62.84,57.53,57.47,59.17
54.07,56.36,62,54.16,49.05,66.58,56.16,58.95,58.47,59.53,53.16,64.26,53.11,60.74,53.63,56.37,57.74,50.79,50.74,56.62
55.2,63.36,62.13,68.11,69.47,66.42,63.53,69,53.74,62.32,65.58,58.84,57.68,69.32,64.11,55.21,51.58,60.16,68.95,62.35
62.33,65.79,51,63.26,51.95,57.42,51.21,59.26,60.21,57.84,55.53,51.47,60,50.05,62.42,52.58,51.26,62.05,59.53,57.11
62.67,66.57,53.93,62.74,52.26,62.95,60.26,65.89,56,69.16,58.42,55,65.26,63.16,53.47,55.74,72.16,56.58,56.53,60.46
48.53,63.36,56.87,52.21,57.89,60.84,57.05,57.95,57.11,58.05,54.11,69.37,56.79,56.79,59.95,53.79,62.58,59,59.58,57.99
67.27,50.5,60.87,71.89,57,62.79,57.74,63.47,45.89,60.95,64.26,63.37,60.53,59.47,59.84,56.42,63.11,63.37,57.74,60.34
66.53,65.5,49.87,63.84,57.74,54.37,59.42,49.58,55.26,60.84,53.47,53.21,49.63,62.42,67.47,57.05,59,59.74,61.89,58.26
55.13,62.14,52.67,60.68,59.68,65.32,50.11,54.58,50,55.84,51.53,57.37,52.26,63.05,61.53,65.32,54.79,64.63,66.42,58.06
56.07,64.71,59.6,53.47,58.68,59.11,59.26,55.21,54.95,55.47,56.37,53.11,56.58,57.11,57.74,65.74,61.95,62.95,68.42,58.76
53.67,70.5,58.4,59.63,60.16,57.26,66.21,49.63,55.74,60,67.37,68.47,55.37,60.84,67.32,69.32,63.42,64.21,57.47,61.32
66.07,64.79,59.13,56.37,59.11,62.37,57.42,58.95,57.74,54.79,53.79,65.11,55.21,61.95,59.26,56.79,66.84,60.68,65.74,60.11
57.4,52.57,52.73,47.53,65.68,64.58,53.95,55,61.84,65.53,65.37,61.58,49.58,57.42,66.58,66.21,63.42,56.37,53.79,58.8
53.07,48.64,49.07,56.37,55.42,51.68,66.63,57.42,64.37,55.05,59.53,59.53,55.47,67.26,63,61.58,51.68,64.68,53.37,57.57
70.13,59.29,57.87,62.26,61.58,64.42,63.74,64.26,62.58,55.26,54.42,59.32,72.84,57.58,52.47,54.21,57.95,65.11,70.26,61.34
54.07,55.79,59.2,60.37,52.95,64.95,67,61.53,69.26,58.58,60.74,53.74,65.63,61.68,63.26,62.47,60.16,62.89,60.89,60.8
56.53,48.21,80.33,55.47,50.79,61.26,66.68,61.11,72.11,65.47,66.53,52.95,56.42,62.32,66.11,69.05,58.16,61,60.53,61.63
59.07,60.71,52.4,51.84,58.79,65.84,54.37,62.32,65.89,45.95,60.37,59.05,57.79,55.16,55,55.95,61.47,60,58.58,57.92
65.53,60.93,60.07,50.68,59.74,63.53,50,52.58,52.11,53.79,54.74,60.84,58.47,64.95,47.79,58,60.16,65.37,48.37,57.24
48.67,62.86,60.33,70.16,59.58,57.68,65.11,64.32,63.53,64.63,66.21,47.42,53.68,59.42,54.53,50.95,60.79,63.68,68.37,60.1
62.2,61,59.8,53.68,73.16,67.21,56.89,62.47,62.84,57.68,55.11,54.95,71.32,62.58,54.21,52.68,59.11,48.74,64.79,60.02
57.73,69.14,54.67,50.63,65.95,61.32,64.74,60.26,52.58,68.05,55.21,58.26,64.53,67.42,58.74,53.11,69.42,53.47,61.05,60.33
67.6,61.93,60.4,59.53,66.53,71.63,57.53,64.84,51.89,61.58,61.74,62.58,64.21,64.89,52.79,59.84,63.58,67.26,66.95,62.49
64.13,53.64,57.87,59.16,60.42,55.58,71.74,65.32,68.89,68.11,62.53,65.32,65.37,66.79,64.89,56.11,62.68,63.84,63.47,62.94
58.4,71.43,50.67,49.84,62.05,63.53,59.32,59.84,53,56.74,62.37,68,60.89,65.58,58.32,57.47,69.16,60.32,64.47,60.6
53.67,65.43,55.6,55.32,45,68.32,58.05,53.53,60.32,59.21,54.26,55.47,60.11,53.84,59.21,57.89,64.84,64.89,65.74,58.46
56.67,45.93,62.8,58.84,57.53,58.37,57.16,59.89,65.05,55.84,58.16,65,56.95,65.37,58.84,54.84,55.89,55.16,56.42,58.14
68.47,48.43,55.67,67.42,71.74,55.74,54.68,64.89,64.84,66.53,62.47,57.84,71.16,70.95,61.26,66.32,67.63,69.37,60.16,63.45
67.13,49.07,62.53,58.74,63.26,60.47,61.21,61.21,56.95,64.11,59.11,62.11,70.53,54.26,58.53,53.89,61.63,58.47,51.05,59.7
53.47,61.93,56.4,63.53,50.11,56.42,54.58,49.74,57.53,53.79,54.05,59.16,49.84,55.58,50,57.84,62.37,60.42,59.26,56.11
64.53,55.57,66.4,69.26,62.79,63,62.47,63.05,59.05,57,57.11,64.79,59.47,55.47,61.63,64.11,58.16,57.95,56.42,60.96
66.93,68.07,57.6,59,61.05,57.05,54.16,68,58.63,54.53,58.32,57.11,56.47,65.74,68.74,57.68,61.74,57.89,61.21,60.52
67.47,51.07,56.93,60.47,54.32,68.26,50.84,61.53,63,50.58,54.11,63.89,61.16,66.79,66,59.95,59,67.84,55.26,59.92
61.8,61.29,62.47,50.26,61.11,64.95,55.53,54.89,63.89,59.11,53.32,63.74,55.58,54.74,73.32,60.32,57.47,67.37,53.95,59.74
46.67,60.07,57.47,58.95,65.16,61.05,62.95,67.53,59.11,55.21,67.74,60.37,58.84,57.79,52.79,59.16,67.74,60.53,53.26,59.6
70.73,63,65.47,61.42,52.37,56.21,61.32,62.58,56,58.89,54.53,58.63,48.95,57.74,54.32,63,60.95,53.42,57.37,58.78
59.2,63,67.67,56.79,59.95,55.58,63.42,59.16,60.16,63.68,54.32,64.79,51.05,62.63,58.53,66.16,56.84,52.74,70.53,60.33
62.33,58.79,63.47,58.95,60.11,56.53,55.37,54.79,54.05,58.53,62.53,53.79,55.16,62.68,54.53,56.68,60.32,54.21,51.95,57.62
49.73,57.43,64.33,55.84,52.68,61.21,66.16,60.53,52.37,57.42,52.21,65.74,60.26,62.53,66.74,47.42,58.68,59.47,58.21,58.37
59.47,59.64,64.33,60.42,51.74,58.84,54.68,49.42,62.84,59.11,52.05,51.53,67.26,56.21,61.11,50.26,61.84,63.37,59.58,58.09
65.07,53.57,61,61.89,61.16,69.26,67.68,55.79,70.47,63.68,64.26,62.32,64.05,60.32,63.95,63.11,64.89,52.74,63.89,62.58
72.13,60.79,54.6,58.32,54.95,55.32,62.16,54.74,57.95,56.21,65.89,57.05,63.16,50.26,58.58,55.37,57.89,52.42,69.84,58.82
54.27,53.36,57.8,56.58,58.58,55.21,60.05,57.63,59.84,57,65.11,71,51.84,59.16,54.32,61.21,71.26,57.11,57.16,58.87
55.73,59.21,58.13,63.42,62.42,52.79,56.89,65.26,57.37,59.37,59.89,60.42,60.42,60.16,59.79,64,61.42,62.32,45.47,59.18
64.67,63.43,60.73,53.37,56.58,55.21,65.53,52.84,49.89,57.32,55,52.63,62.58,55.58,53.74,58.58,62.47,58.05,61.95,57.9
51.4,59.43,67.4,61.37,73.11,55.63,60.68,54.53,56,67.63,60.63,51.47,63.37,56.84,50.63,63.26,61.68,63,57.79,59.78
61.33,53.29,61.73,51.74,56.05,63.42,53.05,61.47,59.63,63.42,66.84,52.63,58.11,52.63,60.74,54.05,58.63,60.74,59.84,58.39
53.13,53.57,60.27,67.53,68.89,60.79,50.84,56.11,57.26,63.42,60.84,54.58,55.16,66.63,66.21,67.32,60.42,60.32,53.53,59.83
59.87,54.57,54.13,67,54.58,61.37,56.79,58.21,62.16,59.05,69.21,62.89,52.47,57.74,59.74,60.21,56.79,61.74,61.58,59.48
59.27,57.71,47.27,61.11,64.21,56.16,53.21,60.32,64.37,58.63,63.32,58.26,55.26,61.74,65.37,61.53,56.84,52.16,60.68,58.81
61.27,68.07,65.4,48,61.42,58.84,51.42,59,53.37,58.32,57.58,50.63,50.42,68.32,59.16,52.68,61.26,61.84,60.37,58.28
68.47,57.29,65.2,55.95,62.58,65.58,65.32,68.58,58.74,64.21,60.79,63.63,53.53,62.89,56.11,59.32,69.16,59.11,66.26,62.25
65.47,56.21,66.93,66.42,69.63,61.95,61.79,57.53,63.47,55,61.11,59.32,50.74,62.53,64.95,52.68,62.42,60.89,61.84,61.1
63.47,53.43,63,58.21,51.26,61.89,62.37,50.63,57.37,55.37,57.68,58.26,57.95,57.84,56.95,56.11,62.95,54.37,62.16,57.96
71.8,61.71,61.93,63.37,58.68,58.89,48.89,62.05,67.58,54.32,71.42,65.79,65.89,59.58,70.47,54.21,59.84,51.68,48.95,60.9
62.93,44.64,58.33,57.16,57.84,60.11,60.68,63.11,61.42,63.32,56.53,61.63,53.47,53.79,54.79,66,60.05,56.89,66.89,58.93
57.87,47.64,57.8,55.79,72.53,64.53,59.37,68.74,62.26,60.79,56.89,52.74,59.74,68.26,62.89,59.42,58.68,63.53,52.79,60.12
60,50.36,60.2,61.16,63.84,56.11,54.84,57.05,60.79,54.95,68.79,62.84,59.47,60.95,53.58,51.74,53.26,62.95,63.32,58.75
63.4,52.43,62.73,56.21,48.79,69.05,53.89,54.84,64.42,61.37,57.16,55.05,54.32,58.84,63.32,58.95,55.84,54.26,68.79,58.61
65.33,59.86,67.87,59.26,66.89,62.74,68.89,63.47,61,53.95,54.26,56.68,56.47,63.89,57.16,53.74,60.53,57.11,72.42,61.13
51.07,74.43,63.87,60.68,67.26,63.68,66.95,53.26,59.05,59.11,56.79,63.89,59.47,70.42,59.05,58.74,54.32,59.79,59.42,61.12
66.67,63.57,66.6,54.68,60.16,53.26,55.32,51.89,67.05,54.63,59.26,56.68,52.26,57.53,67.68,59.05,63.16,49.58,59.21,58.86
54.33,58,56.2,62.42,56.16,73.05,52.53,56.63,46.42,57.32,58.16,58.32,60,56.79,65.63,64.42,71.32,58.79,52.47,58.89
46.67,62.36,53.6,65.32,56.53,61.37,46.68,54.47,67.95,60.95,58.68,51.63,57.37,58.95,64.37,53.32,57.68,51.84,61,57.41
61.27,47.43,53.53,63.26,60.74,50.16,54.32,57.42,61.26,63.05,61.05,57.79,61.05,59.53,68.26,55.21,53.79,63.47,54.68,58.28
57.47,48.43,59.87,59.42,54.58,53.95,55.16,65.21,64.84,64.32,53.84,56.05,56,64,61.79,57.53,55.68,64.74,59.42,58.54
57.4,75.71,58.4,65.47,56.84,53.79,57.53,62.42,55.32,59.42,65.26,68.47,65.42,63.47,47.79,61.53,56.68,50.68,53.84,59.76
57.2,52.79,64.4,59.21,54.26,51.47,62.84,63,60,60,54.74,56.16,56.95,60.05,57.95,64.16,55.21,64.21,56.84,58.5
67.33,73.21,56.47,61.05,48.74,59.42,55.37,59.47,61.32,60.16,55.68,57.32,54.89,53.47,61.53,65.05,70.32,52.58,66.47,59.99
56.07,57.86,57.73,63.58,55.63,54.16,59.21,55.58,58.84,61.95,54.47,55.42,47.74,53.74,70.89,61.11,51.84,61.16,52,57.31
69.27,55.93,55.53,58.42,55.63,48.95,62.53,67.74,64.42,65.74,62.68,51.26,57.95,64.95,50.42,51.84,68.84,54.58,63.58,59.49
55.2,62.5,48.67,61.42,59.05,64.37,69.21,62.42,53.58,61.84,55.11,64.89,59.53,56.26,58.47,53.11,52.32,69.26,56.95,59.17
55,67.57,55.2,54.63,54.16,56.63,65.21,60.05,55.95,56.68,53.05,65.95,53.95,61.42,53.95,53.63,56.63,54.63,69,58.07
50.8,69.64,61.13,65.95,58.74,57.05,59.26,65.32,67.58,61,52.89,56.26,65.63,58.53,61.26,59.84,61.68,49.53,61.68,60.2
70,60.71,57.6,62.32,56.58,63.89,53.11,55.05,70.63,59.05,54.32,61.68,60.58,45.58,69,65,61.37,57.89,65.47,60.52
64.33,63.43,71.73,56.63,62.53,58,58.58,52.26,51.79,61.05,60.32,55.58,57.05,63.74,57.37,57.32,55.89,64.32,67.68,59.98
60.13,47.86,56.53,60.11,53.16,53.84,60.68,62.84,64.95,53.21,64.37,53.89,59.47,63.84,54.37,64.79,59.26,50.05,65.68,58.37
54,68.07,65.73,63.95,56.37,66.37,67,63.32,51.68,63.05,61.37,64.89,59.21,67.74,58.16,55.32,66.63,57.37,63.68,61.78
59.53,63,62.2,59.11,65.16,56.63,59.53,57,62.89,55.16,63.53,58.37,56.89,56.32,56.32,71.16,60.32,56.21,47.21,59.29
67.2,52.57,59.07,58.32,57.95,55.63,53.79,55.89,54.37,61.63,55.89,69.53,62.21,58.74,66.11,51.21,71.74,60.16,68.63,60.03
57.33,62.93,57.87,59.16,67.42,53.53,56.63,52.53,63.05,57.58,60.26,57.89,62.21,68.58,63.58,56.95,59.42,54.63,61.74,59.65
55.27,55.36,53.93,56.68,55.63,53.68,53.95,54.42,55.63,58.32,60.53,65.74,54.58,60.16,52.42,47.47,56.11,55.42,67.11,56.44
60.13,60.64,56.07,62.95,59.95,58.89,56.63,59.26,58.26,53.89,57.37,54.68,63.47,58.84,65.37,62.53,66.47,55.37,69.63,60.02
49.67,67,60,55.74,64.37,56.95,62.42,58.84,47.47,53.42,64,60.16,50.74,64.32,68.84,55.47,54.89,67.26,65.79,59.33
53.27,46.14,68.6,61.32,55.58,63.37,63.37,62.79,68.63,51.32,65.84,58.16,54.05,64,53.42,58.11,57.79,58.63,49.95,58.65
59.67,59.14,59.67,59.68,47.16,59,61.26,62.11,57.63,59.58,57,61.68,62.95,61.26,49.95,59.74,57.32,65.42,56.84,58.79
56.2,65.43,61.93,55.05,55.32,51.47,56.16,60.11,66.89,58.63,69.95,57.37,63.68,66.37,58.89,63.58,60.79,66.84,62.95,60.93
55.87,59.71,47.33,60.84,57.79,55.84,49.47,60.53,61.53,48.32,61.79,61.58,65.16,58.26,62.42,46.68,64.79,64.63,66.26,58.36
64.4,54.36,59.8,59.32,56.68,66.95,63,61.32,58.95,62.21,60.47,58.89,54.16,49.74,64.95,56.37,63.79,53.21,63.84,59.6
66.73,59.93,54.93,50.84,53.26,53.47,54.37,57.16,58.84,55.05,61.16,59.21,68.53,55.47,52.58,56.63,58.05,57.74,55.37,57.33
62,53.07,56.13,57.37,57.58,67.53,61.42,58.63,66.95,60.95,60.26,57.58,59.26,52.79,54.95,63.37,56.42,60.79,60.63,59.35
62.33,55.29,80.2,58.79,69.37,55.05,73.68,51.63,62.95,70.05,60.37,59.05,57.21,68.21,57.68,50.89,62.79,53.11,64.63,61.75
56.33,56.71,55.73,60.79,52.58,62.79,59.53,55.26,53.37,50,66.37,52.21,62.32,63.11,67.74,65.21,57.68,61.32,60,58.9
63.07,57.64,56.4,65.89,61.05,64.47,62.84,54.58,62.21,51.32,54.21,60.47,56.16,48.37,61.21,61.37,58.26,57.84,56.58,58.63
52.8,56.36,65.07,61.95,54.63,57.05,53.74,55.68,53.05,56.63,57.95,63.21,44.63,66.68,53.32,66.42,69.63,58.26,58.37,58.18
63,65.71,60.07,49.58,55.74,61.21,59.26,58.89,54.32,61.84,62.47,52.95,65.37,67.05,57.53,65.84,60,59.16,60.21,60.01
58.2,74.93,59.2,53.84,60.89,57.26,57.16,55.16,55.89,72.84,63.26,52.37,51.84,55.32,58.32,66.84,56.84,63.53,58.16,59.57
55.6,57.93,73.2,55.68,60.42,62.47,63.79,65.21,63.05,51.21,58.32,64.26,53.26,53.95,57.32,66.58,61.21,58.58,62.63,60.25
61.73,60.71,66.27,54.84,61.16,58.16,60.32,66.58,62.58,66.47,55.47,64.37,51.05,55.79,61.53,63.42,56.84,62.63,63.47,60.71
56.2,60.5,56.67,61.74,53.84,52.74,53.32,55,64.58,61,58,67.42,62.63,66.74,62.68,60.16,60.47,59.58,58.68,59.58
53.4,63.29,47.67,48.63,51.21,55.89,56.21,56,62.79,61.68,61.16,63.58,68.42,62.74,68.74,58.63,56.11,55,59,58.43
57.93,54.36,59.13,56.63,56.63,59.26,61.26,59.58,53.68,59.21,61.05,53.21,52.89,62.84,61.95,61.47,56.21,63.26,68.42,58.89
63.6,52.43,54.6,64.11,47.68,54.16,58.74,62.11,58.21,67.63,59.95,55.63,66.21,53.37,58,56.42,57.47,53.05,59.53,58.05
66.8,51.57,62.8,59.89,68.74,54.21,58.21,58.26,47.37,60.84,63.42,57.84,66.63,64.26,68.42,58.74,48.58,59.37,60.11,59.79
60.73,59,45.4,57.84,58.84,59,65.68,59.53,63.37,55,59.32,48.47,56.32,55.95,57.16,63.32,46.89,64.68,58.74,57.64
57.2,50.93,63.4,63.37,56.37,46.32,65.32,66.32,55.74,62.79,55.95,66.42,58.63,59.79,66.21,51.74,56.89,62.63,50,58.74
61.67,55.57,62.07,57.95,62,59.37,75.11,50.74,51.47,58.26,57.53,56.05,55.95,66.42,60.58,61.47,51.68,58.68,64.16,59.3
