LIN10000,API10000,BRP10000,FUL10000,ASI10000,APM10000,AII10000,INTG_001
79.12,62.52,75.0,62.5,63.7,63.6,58.62,66.44
54.62,65.38,70.8,64.9,68.2,70.1,55.81,64.26
81.25,75.95,65.0,62.5,75.1,60.8,65.43,69.43
59.5,70.52,55.5,61.9,81.1,66.8,59.62,64.99
71.12,63.19,69.2,70.7,63.1,55.6,62.05,64.99
59.5,61.38,65.1,60.5,61.3,66.8,68.52,63.3
58.12,67.33,74.0,66.9,56.4,65.1,66.81,64.95
64.75,66.9,72.3,57.8,69.8,58.8,62.05,64.63
62.38,64.81,60.4,68.4,65.8,66.2,67.43,65.06
75.62,57.43,63.7,69.1,54.4,67.0,60.43,63.95
67.88,60.86,73.8,64.8,68.7,64.4,61.19,65.95
63.25,57.1,58.1,57.3,60.7,53.3,62.52,58.9
57.5,59.43,66.5,59.1,67.5,67.0,57.86,62.13
65.38,67.52,67.8,54.4,68.5,63.4,62.76,64.25
53.5,60.29,70.1,63.6,76.8,68.6,62.43,65.04
67.12,68.38,68.7,54.5,69.6,67.0,62.33,65.38
47.38,60.48,61.4,69.6,68.3,70.2,63.9,63.04
68.75,61.57,61.7,55.5,61.2,72.7,65.9,63.9
59.75,63.43,58.4,58.3,59.1,57.6,73.71,61.47
68.75,67.95,66.6,64.4,60.4,74.0,64.24,66.62
61.0,66.81,66.1,71.2,59.0,63.2,71.86,65.6
62.0,62.86,67.3,62.4,71.8,58.3,64.86,64.22
68.75,63.19,71.3,70.3,57.9,55.9,60.33,63.95
79.5,64.24,62.3,59.1,66.0,57.6,62.67,64.49
72.12,74.86,60.9,60.2,67.1,56.6,65.48,65.32
69.62,58.33,61.1,64.5,68.4,63.0,60.76,63.67
61.12,68.43,65.4,65.8,73.8,62.5,56.19,64.75
66.0,64.14,61.9,61.0,74.7,71.6,57.05,65.2
58.88,66.29,67.9,68.1,62.3,65.6,57.57,63.8
61.75,64.05,70.4,63.1,65.8,64.4,61.62,64.45
70.38,60.14,70.5,54.8,59.8,68.4,63.48,63.93
73.62,58.1,63.4,57.1,60.6,60.3,70.29,63.34
68.5,72.1,58.4,63.6,65.4,64.6,66.48,65.58
67.75,76.86,67.7,62.4,55.1,59.3,60.81,64.27
57.62,63.33,62.7,71.0,52.7,76.0,67.14,64.36
66.0,62.14,71.5,70.4,70.9,73.8,58.14,67.56
69.62,66.24,70.5,59.4,67.0,62.1,61.29,65.16
51.0,75.24,68.9,59.5,69.4,75.7,64.38,66.3
63.62,60.95,69.2,53.6,70.8,65.1,62.76,63.72
77.25,65.38,59.7,64.1,60.2,63.0,61.9,64.51
73.12,66.0,69.7,61.8,66.7,68.8,65.81,67.42
72.38,59.0,63.5,67.8,66.1,60.3,57.43,63.79
68.0,71.38,65.0,63.0,59.2,65.2,73.86,66.52
72.38,64.19,54.1,54.1,54.2,70.2,59.95,61.3
49.5,63.29,68.2,60.9,62.9,73.6,66.67,63.58
57.88,63.95,57.8,65.5,67.9,57.8,64.29,62.16
63.5,68.19,64.7,56.5,60.1,63.8,69.43,63.75
50.0,59.95,74.2,73.1,59.5,70.2,64.29,64.46
72.0,73.29,69.1,70.0,59.6,70.8,53.24,66.86
66.62,56.57,66.9,64.8,70.5,69.3,66.76,65.92
56.62,69.81,53.4,69.7,68.1,49.7,65.95,61.9
60.75,66.52,65.4,60.8,63.9,63.0,68.33,64.1
59.0,58.1,71.1,65.8,68.4,70.5,58.67,64.51
65.25,60.43,57.4,73.7,58.6,62.4,67.0,63.54
73.62,68.52,58.6,43.9,51.0,61.1,70.57,61.05
70.0,67.0,80.8,60.9,65.1,72.0,60.14,67.99
60.0,59.05,53.4,64.7,66.0,62.4,72.19,62.53
52.75,66.9,64.5,60.8,63.3,66.7,66.71,63.1
69.12,65.86,63.2,63.0,53.8,70.2,65.57,64.39
82.88,59.81,67.3,72.2,63.1,65.5,63.33,67.73
60.5,66.71,72.6,53.5,73.5,67.3,62.52,65.23
65.25,58.29,70.0,59.1,64.0,59.8,62.24,62.67
78.25,58.43,71.4,68.1,66.1,58.4,66.76,66.78
64.62,71.52,56.3,47.8,66.0,66.6,60.52,61.91
56.25,65.71,63.6,71.4,47.5,59.9,56.76,60.16
65.25,58.43,62.2,54.6,67.8,61.0,68.33,62.52
71.12,67.52,53.9,61.9,58.6,61.6,62.14,62.4
73.75,62.86,68.2,47.7,64.3,65.1,58.86,62.97
71.75,61.24,57.2,67.8,67.8,64.5,62.1,64.63
55.5,64.76,71.9,68.0,60.6,76.1,61.76,65.52
70.25,67.0,70.4,60.9,56.6,65.3,61.71,64.59
59.75,63.81,73.0,71.5,65.1,68.1,65.57,66.69
74.75,62.14,55.4,70.8,67.3,66.9,66.29,66.23
67.88,54.76,61.8,64.5,53.6,61.8,60.76,60.73
70.88,64.62,59.0,61.6,66.7,67.1,63.67,64.79
70.62,71.33,60.8,51.1,61.0,65.1,70.57,64.36
62.38,58.43,68.5,59.1,66.5,66.9,64.57,63.77
54.88,54.52,62.3,61.6,59.3,61.9,60.67,59.31
71.38,60.48,68.4,69.3,59.4,63.8,61.76,64.93
52.38,66.1,74.8,66.8,66.0,64.8,64.62,65.07
65.5,64.33,60.8,74.5,71.3,46.8,62.57,63.69
63.88,70.52,53.4,67.7,57.6,72.0,64.1,64.17
56.88,62.48,53.4,64.2,66.4,57.4,66.9,61.09
54.12,59.62,62.5,69.9,71.2,54.2,66.62,62.59
64.25,73.24,67.1,82.5,82.4,62.3,68.19,71.43
61.75,63.9,55.2,61.4,71.6,60.4,63.81,62.58
71.12,75.81,65.4,62.2,64.5,66.9,58.29,66.32
64.88,60.67,63.7,56.9,77.4,59.8,70.86,64.89
57.12,55.71,63.6,55.2,71.1,64.0,59.38,60.87
60.62,62.95,60.9,66.0,78.3,66.3,65.1,65.74
72.38,68.86,57.9,62.1,66.2,71.1,66.86,66.48
62.88,57.05,59.0,64.7,52.9,76.1,65.29,62.56
70.62,62.9,71.6,63.5,58.8,56.5,63.9,63.98
61.5,67.38,58.1,63.8,70.8,65.0,64.48,64.44
53.75,63.38,59.3,59.8,54.3,48.5,68.95,58.28
68.88,65.14,68.4,52.6,55.7,64.2,62.71,62.52
57.88,63.81,72.6,59.3,66.8,55.1,62.52,62.57
51.5,70.52,66.1,68.6,69.1,62.0,63.19,64.43
67.75,68.71,60.3,63.9,60.6,52.4,59.14,61.83
50.38,61.86,56.6,68.2,71.1,65.9,62.95,62.43
54.25,61.81,61.5,59.5,64.5,62.5,66.38,61.49
69.38,59.14,65.4,69.2,66.9,66.9,67.71,66.38
51.62,69.0,68.9,62.7,62.0,62.1,68.19,63.5
60.5,71.1,63.5,61.6,61.5,70.8,63.19,64.6
64.62,63.29,68.5,63.9,67.1,87.4,67.48,68.9
53.25,61.9,61.6,68.9,66.9,62.6,66.86,63.14
56.75,59.38,77.4,62.1,66.5,64.4,54.52,63.01
65.62,68.43,74.3,60.9,63.8,58.6,69.62,65.9
58.38,68.67,71.4,69.3,61.4,66.6,60.76,65.21
62.12,65.81,70.9,57.5,61.5,62.8,67.52,64.02
54.75,70.1,61.3,58.3,70.7,77.2,62.29,64.95
58.88,68.05,57.0,68.0,66.6,46.5,72.05,62.44
60.12,70.62,68.7,67.8,63.0,61.7,61.38,64.76
61.88,62.71,57.1,62.6,70.4,45.2,62.29,60.31
61.25,66.33,72.8,59.1,65.5,68.6,64.57,65.45
55.25,61.29,59.2,69.2,59.3,63.2,65.86,61.9
59.12,65.19,62.7,71.1,61.3,67.6,65.29,64.61
67.38,69.62,51.8,66.6,67.8,59.2,57.24,62.8
69.75,68.86,61.9,63.8,65.5,64.7,65.67,65.74
73.75,59.67,59.9,64.9,72.5,63.5,60.52,64.96
62.38,56.14,64.1,69.5,74.7,71.5,65.29,66.23
67.5,61.14,63.9,65.9,69.5,63.2,66.71,65.41
53.88,62.52,65.7,50.0,54.6,68.7,62.62,59.72
57.75,61.62,79.9,70.4,68.2,47.6,62.19,63.95
67.12,61.86,68.1,71.2,63.2,75.1,65.57,67.45
57.75,59.81,68.3,73.1,56.6,55.1,66.76,62.49
66.75,68.52,64.7,57.4,70.4,55.7,67.38,64.41
61.5,66.62,52.2,63.2,68.6,54.4,60.14,60.95
70.62,59.9,74.6,57.0,68.9,69.0,66.38,66.63
64.12,62.57,62.6,62.5,55.4,67.4,61.67,62.32
81.25,67.38,60.7,71.4,65.1,67.5,64.9,68.32
58.5,70.43,67.2,67.6,57.8,66.3,70.76,65.51
67.12,58.9,60.1,57.3,72.9,53.6,63.62,61.94
63.5,52.95,62.9,57.9,55.2,63.5,70.48,60.92
66.62,64.57,69.1,59.3,66.0,53.6,62.48,63.1
65.38,62.14,69.2,67.5,60.3,61.9,60.33,63.82
66.75,70.57,62.6,64.0,74.5,77.4,68.9,69.25
63.62,70.0,62.3,66.0,60.8,60.4,63.48,63.8
76.12,55.62,59.6,58.0,60.2,67.2,62.05,62.68
60.38,58.24,63.6,59.5,62.8,66.1,65.48,62.3
63.0,63.29,75.1,59.1,80.0,68.6,61.95,67.29
64.0,68.76,62.6,59.0,60.4,61.4,71.52,63.96
74.88,54.95,64.7,54.2,57.5,57.5,68.9,61.8
71.25,58.0,72.0,65.1,55.8,67.6,66.0,65.11
61.5,54.24,61.6,57.1,54.4,55.9,61.52,58.04
71.5,60.9,48.7,61.2,60.2,69.5,62.67,62.1
69.75,61.86,64.5,59.2,65.0,57.8,60.0,62.59
75.88,59.62,59.7,62.1,71.5,67.9,65.86,66.08
57.88,65.48,60.8,59.4,55.6,71.6,63.81,62.08
66.38,62.19,65.0,74.5,71.6,62.5,68.67,67.26
75.25,57.43,72.5,67.4,76.8,60.2,63.86,67.63
67.25,56.67,69.1,66.2,60.4,66.9,58.1,63.52
57.12,63.38,62.4,58.6,68.1,52.6,64.24,60.92
59.25,59.19,63.5,64.0,58.9,63.7,70.05,62.66
62.25,59.81,63.9,58.5,62.5,65.4,54.29,60.95
76.38,64.76,64.4,74.0,78.4,68.3,61.0,69.61
58.38,61.05,75.1,75.2,54.6,63.9,62.29,64.36
53.38,62.38,59.9,54.4,62.4,66.6,60.1,59.88
76.0,68.1,63.7,60.8,63.4,66.8,59.38,65.45
57.38,57.81,68.9,64.8,71.1,72.6,67.0,65.65
52.62,67.48,63.4,67.3,51.3,65.9,58.19,60.88
72.75,61.52,61.4,47.1,60.3,53.3,62.14,59.79
78.25,60.05,75.5,75.2,73.6,66.5,61.0,70.01
63.75,58.67,73.0,64.2,61.3,68.2,66.0,65.02
55.62,65.19,56.6,70.1,62.9,62.0,62.38,62.11
76.0,65.38,67.2,61.1,70.8,62.7,65.38,66.94
91.0,75.48,62.1,68.6,55.6,67.8,66.71,69.61
66.62,64.67,60.7,63.8,71.5,59.1,65.1,64.5
67.75,67.24,69.4,58.7,60.5,66.6,69.48,65.67
70.75,70.52,61.1,59.3,60.5,61.7,68.57,64.64
62.25,59.9,68.2,62.6,55.3,60.3,65.71,62.04
62.62,70.24,65.1,63.7,56.0,54.2,63.0,62.12
63.38,62.29,54.2,66.1,67.0,59.2,62.95,62.16
61.62,56.14,57.3,64.6,80.5,61.0,54.76,62.28
58.62,63.29,65.5,60.1,72.6,58.7,61.29,62.87
59.75,54.33,66.4,69.7,64.2,64.4,68.81,63.94
64.12,71.48,62.4,61.0,64.9,49.8,67.43,63.02
69.75,59.29,51.6,64.9,61.9,64.5,52.57,60.64
54.62,69.86,63.0,73.1,73.6,67.6,57.95,65.68
69.0,68.14,66.7,67.2,56.0,62.9,64.1,64.86
57.0,72.43,59.7,64.7,71.0,64.9,64.62,64.91
61.62,66.33,79.2,60.3,69.5,66.9,63.76,66.8
55.12,65.19,52.3,59.6,68.5,60.6,59.24,60.08
60.62,61.62,57.8,64.8,64.3,56.4,64.14,61.38
72.38,61.33,72.1,59.7,68.7,62.7,68.19,66.44
54.38,68.14,62.9,61.9,66.5,57.4,64.9,62.3
61.75,67.9,61.6,64.0,47.8,73.3,63.67,62.86
64.38,66.9,51.1,61.6,65.1,62.7,60.14,61.7
69.38,59.33,68.7,66.0,59.0,50.4,71.38,63.46
71.62,60.1,58.0,68.7,64.4,64.7,61.48,64.14
65.62,67.95,64.6,67.5,61.5,71.3,61.05,65.65
50.25,57.33,66.6,59.3,48.3,75.9,60.9,59.8
73.12,68.19,63.3,57.3,58.5,55.0,64.9,62.9
70.5,63.24,52.7,57.3,56.6,73.9,53.38,61.09
66.62,67.0,58.3,69.8,59.7,57.8,59.43,62.66
71.38,69.19,69.0,72.3,62.1,61.0,68.76,67.68
56.25,61.1,50.7,69.8,65.4,63.8,67.19,62.03
63.5,62.52,60.9,67.9,56.4,59.8,63.24,62.04
54.12,62.33,75.4,59.1,70.6,56.7,60.1,62.62
63.25,65.57,57.5,46.8,70.6,64.3,61.9,61.42
63.38,70.81,62.5,73.4,58.0,69.1,59.81,65.28
60.88,56.76,68.5,71.4,73.5,68.2,66.71,66.56
67.88,57.76,71.1,66.5,71.4,70.1,61.05,66.54
61.5,63.29,66.1,64.3,64.4,56.8,59.67,62.29
69.88,69.48,53.9,71.7,61.5,60.8,57.14,63.48
63.25,64.05,77.9,56.9,52.7,63.1,63.05,62.99
70.5,66.24,57.9,67.6,50.5,65.1,67.38,63.6
61.25,62.19,62.4,63.4,47.4,54.8,61.38,58.97
62.38,70.19,64.8,63.5,67.9,65.0,62.57,65.19
59.12,65.24,58.8,75.4,59.4,59.4,60.48,62.55
70.88,66.67,73.9,63.2,66.8,56.7,61.81,65.71
47.25,60.76,72.8,61.5,62.7,65.8,59.24,61.44
62.88,58.62,57.1,64.9,70.1,75.5,72.86,65.99
56.12,65.0,69.8,61.3,49.5,51.9,58.24,58.84
60.12,66.24,71.9,67.4,56.7,68.8,63.76,64.99
61.0,67.76,70.8,63.0,70.7,54.8,64.52,64.66
65.62,73.48,59.6,70.8,69.8,67.5,63.9,67.24
65.25,67.38,62.8,67.5,67.0,68.0,66.71,66.38
59.88,71.33,56.9,73.7,65.7,66.2,64.86,65.51
64.5,62.48,68.0,68.1,72.3,61.4,65.57,66.05
56.38,69.0,57.1,63.1,71.6,67.2,60.05,63.49
65.88,61.62,67.6,57.4,65.5,53.6,67.71,62.76
53.75,68.43,68.3,67.9,63.0,59.3,58.57,62.75
59.62,63.81,58.8,59.6,84.7,59.6,72.0,65.45
74.5,65.76,61.3,65.9,60.7,67.9,63.52,65.66
51.88,61.33,48.3,71.9,70.1,69.8,57.67,61.57
65.5,58.19,72.4,58.7,64.1,70.7,65.52,65.02
61.38,67.48,52.9,47.8,67.0,60.3,59.24,59.44
61.25,62.9,54.8,66.0,57.3,53.1,61.24,59.51
60.0,62.24,64.7,59.3,63.6,60.4,61.9,61.73
67.5,61.86,61.2,55.2,58.3,65.9,61.1,61.58
61.75,68.81,75.1,69.7,61.1,60.5,65.76,66.1
74.0,57.76,72.2,70.1,65.4,67.2,61.81,66.92
71.75,67.76,72.5,60.6,67.2,59.7,73.1,67.52
69.75,63.24,78.2,69.9,67.8,59.8,64.14,67.55
67.0,60.19,66.6,72.4,68.3,60.2,59.43,64.87
54.88,61.19,62.5,65.7,56.8,69.9,59.0,61.42
61.38,57.1,75.2,57.7,64.9,73.4,63.48,64.74
73.38,63.52,59.9,77.2,61.0,63.5,63.57,66.01
75.75,65.29,66.2,61.8,77.8,62.9,72.52,68.89
70.5,63.81,69.3,59.3,56.8,48.4,54.14,60.32
55.5,58.76,70.4,66.9,59.8,70.2,61.38,63.28
77.62,70.29,59.8,71.0,60.5,53.6,67.95,65.82
65.5,63.29,66.6,63.2,62.9,71.0,69.0,65.93
66.5,59.0,60.4,59.2,65.8,59.3,59.67,61.41
74.88,64.33,66.5,73.8,62.0,63.8,61.9,66.74
75.25,69.62,46.9,71.0,59.3,73.8,61.71,65.37
74.25,70.95,56.0,60.4,47.3,67.8,66.76,63.35
56.75,71.43,66.5,67.3,77.8,55.0,67.33,66.02
68.0,68.38,68.5,68.2,63.9,67.0,59.33,66.19
60.75,62.76,55.3,56.8,75.7,60.0,65.05,62.34
56.38,63.14,77.6,67.9,65.8,63.2,51.62,63.66
68.5,57.1,68.1,54.5,67.4,54.7,63.14,61.92
51.62,64.05,72.7,73.7,62.0,63.0,64.29,64.48
75.25,67.38,64.9,58.9,58.6,76.9,62.1,66.29
64.38,62.29,66.7,58.5,59.5,54.7,62.52,61.23
70.38,62.76,59.5,56.9,60.0,66.1,67.67,63.33
61.25,67.24,76.0,54.3,66.6,65.6,63.57,64.94
57.62,60.24,66.9,63.7,62.1,61.3,64.62,62.35
63.0,68.0,67.3,50.5,58.2,70.6,61.33,62.7
58.0,68.43,56.8,66.9,67.2,73.0,59.05,64.2
57.5,64.52,66.2,58.1,65.9,72.8,70.71,65.11
56.5,60.67,58.1,51.9,61.3,64.8,58.86,58.87
60.5,63.52,59.0,66.0,61.4,62.1,66.19,62.67
68.62,58.38,73.4,66.7,67.8,68.6,58.05,65.94
68.25,59.29,68.3,63.1,74.9,51.9,68.38,64.87
46.12,68.19,66.0,63.4,65.5,62.5,58.9,61.52
58.25,61.95,56.7,54.4,70.5,56.9,61.81,60.07
62.38,57.48,68.6,61.1,66.3,56.4,68.33,62.94
76.5,59.52,59.2,70.4,60.1,76.7,70.38,67.54
61.12,59.81,56.4,65.7,74.5,56.1,61.67,62.19
70.25,63.95,44.1,74.1,61.1,62.1,58.24,61.98
60.25,58.71,61.6,58.7,68.7,63.6,65.38,62.42
72.0,69.05,80.3,57.5,64.2,58.7,67.9,67.09
54.38,61.48,62.4,66.5,52.5,53.7,70.29,60.18
54.38,75.57,61.2,63.9,72.3,49.7,55.14,61.74
49.75,67.24,74.0,61.3,67.8,64.7,68.38,64.74
52.25,63.71,66.4,58.3,62.8,69.8,63.1,62.34
72.12,62.14,66.5,78.8,64.0,67.7,70.62,68.84
69.0,63.43,75.7,63.0,63.0,71.7,65.57,67.34
66.38,61.05,57.1,57.6,79.1,59.1,66.9,63.89
58.12,61.62,63.4,64.1,54.3,64.0,66.33,61.7
64.25,62.76,67.7,66.8,57.1,55.6,70.86,63.58
58.88,57.14,74.4,61.8,66.8,71.0,70.14,65.74
57.25,58.52,73.0,62.9,58.1,53.7,67.95,61.63
64.12,61.24,55.1,57.9,66.1,69.0,56.52,61.43
57.62,62.57,57.5,63.3,68.4,73.0,65.14,63.93
69.0,62.81,57.9,45.0,55.5,60.1,72.43,60.39
74.25,56.24,67.1,55.5,74.0,57.9,66.86,64.55
60.62,59.14,70.6,68.9,67.2,71.9,69.0,66.77
55.75,66.38,62.0,62.2,77.0,63.5,67.67,64.93
68.0,63.86,49.4,63.7,64.0,75.0,60.62,63.51
63.12,65.48,68.0,66.6,58.4,53.0,68.05,63.24
62.38,67.24,67.1,73.7,72.2,60.3,64.9,66.83
63.5,71.43,59.0,68.4,64.6,72.8,60.57,65.76
64.62,62.62,46.4,62.4,66.1,70.0,60.62,61.82
47.88,65.0,57.8,51.8,64.3,54.1,63.52,57.77
67.88,66.1,66.9,70.0,68.3,57.2,59.71,65.15
59.75,64.86,65.0,60.3,60.0,46.1,61.33,59.62
50.75,68.14,68.1,55.1,54.4,62.9,70.76,61.45
61.12,53.76,58.8,60.4,74.4,62.8,68.48,62.82
64.5,66.33,58.0,61.7,77.0,79.9,66.38,67.69
74.75,65.9,54.9,56.8,66.1,63.2,65.33,63.86
59.0,59.33,67.2,61.5,67.7,65.0,66.48,63.74
55.62,52.1,58.8,64.9,68.4,61.2,56.24,59.61
59.12,67.1,53.0,67.9,53.3,67.3,59.29,61.0
67.75,66.1,61.9,64.2,66.9,64.7,60.71,64.61
61.0,50.19,57.2,79.1,67.4,56.6,54.38,60.84
58.88,66.19,71.7,67.2,59.9,54.3,63.24,63.06
73.25,65.1,64.2,62.4,70.3,61.0,63.29,65.65
63.25,63.95,75.0,62.2,71.5,53.9,66.0,65.11
70.38,61.67,56.0,58.0,54.7,62.3,69.1,61.73
72.25,64.19,68.0,60.8,53.2,65.1,57.24,62.97
66.5,70.0,51.6,57.1,62.3,65.6,65.33,62.63
73.25,58.48,57.9,61.8,58.8,59.1,57.76,61.01
67.25,65.0,64.3,56.7,66.4,53.8,62.71,62.31
64.75,57.43,64.4,59.7,67.1,59.8,61.62,62.11
67.12,61.1,77.3,71.9,59.7,55.6,52.67,63.63
74.0,66.29,60.3,48.7,64.4,59.6,69.62,63.27
63.75,57.81,73.1,51.6,67.7,53.2,67.71,62.12
60.5,56.14,56.1,60.1,62.8,69.1,61.67,60.92
73.12,65.19,53.9,72.2,62.0,70.5,61.29,65.46
70.38,60.67,64.0,63.4,64.4,61.8,61.62,63.75
54.25,67.62,52.0,57.1,59.5,59.7,63.1,59.04
61.5,60.29,57.0,54.4,59.5,62.5,64.57,59.97
61.38,55.14,56.8,63.4,70.1,64.4,64.62,62.26
53.12,60.62,55.4,57.7,68.0,52.1,65.38,58.9
59.12,68.33,69.6,79.7,72.1,63.7,59.81,67.48
67.5,64.05,65.2,67.1,66.2,56.4,66.19,64.66
64.62,65.48,62.7,69.0,51.1,58.4,67.71,62.72
61.5,66.33,56.5,78.3,65.6,70.3,61.67,65.74
68.38,57.48,63.6,64.7,62.9,63.6,66.14,63.83
54.25,68.86,73.5,73.5,60.1,68.2,55.9,64.9
61.75,54.62,59.4,66.9,67.6,75.9,64.24,64.34
61.75,73.1,64.2,57.4,62.4,70.6,57.43,63.84
77.0,67.24,62.5,69.5,67.5,70.5,71.71,69.42
64.12,61.52,61.7,58.2,62.4,63.7,61.38,61.86
69.62,64.81,61.9,68.5,62.5,69.4,70.38,66.73
71.25,60.67,63.6,55.2,56.3,57.5,61.24,60.82
65.12,66.52,59.2,66.7,57.8,69.1,65.14,64.23
69.38,59.57,56.3,60.6,66.5,76.1,65.86,64.9
64.75,67.43,65.8,57.3,61.2,57.9,55.9,61.47
61.38,68.14,76.4,63.2,75.0,59.8,67.86,67.4
63.5,68.95,56.5,58.1,52.6,53.4,62.29,59.33
61.25,70.62,66.4,57.4,73.5,68.3,66.29,66.25
68.88,64.14,67.4,69.2,75.4,58.6,64.48,66.87
68.12,66.52,57.4,50.1,72.5,72.2,63.19,64.29
56.0,71.67,58.3,67.0,66.5,66.5,56.24,63.17
70.0,58.71,70.5,58.4,54.0,65.6,57.86,62.15
56.38,60.33,61.4,57.6,68.6,59.9,73.14,62.48
67.0,53.76,68.6,56.6,64.4,68.6,60.95,62.84
58.75,64.1,76.7,69.9,58.2,70.5,63.29,65.92
72.25,65.1,70.9,68.0,71.8,65.9,65.38,68.48
69.75,73.43,78.6,74.7,57.7,70.6,66.62,70.2
64.62,70.57,67.2,52.6,60.5,60.9,65.48,63.12
68.25,59.67,55.5,63.2,65.0,59.5,60.71,61.69
58.5,66.38,68.0,64.9,74.3,60.1,69.86,66.01
60.88,70.67,63.3,58.4,68.3,63.5,62.57,63.94
74.5,72.43,69.7,60.9,63.1,70.7,62.67,67.71
58.88,71.43,69.4,57.8,64.4,70.9,67.14,65.71
55.62,60.86,62.1,81.1,62.0,62.2,64.67,64.08
66.38,56.76,73.8,58.3,71.3,80.6,59.76,66.7
69.0,64.67,55.9,73.1,62.8,59.4,61.14,63.72
56.5,64.81,60.2,72.0,64.3,69.6,54.29,63.1
80.62,64.0,65.3,71.5,63.2,62.4,62.57,67.09
61.75,65.57,69.0,64.4,57.3,62.4,72.9,64.76
60.38,72.14,55.7,64.4,67.6,60.3,60.48,63.0
67.0,57.38,49.2,68.9,62.7,49.0,66.57,60.11
69.38,70.86,67.7,52.2,58.7,60.1,64.62,63.36
63.38,67.14,71.2,54.1,61.2,63.3,61.19,63.07
64.75,71.0,67.2,63.6,66.2,65.2,68.14,66.58
77.62,58.24,70.1,73.6,72.0,71.8,63.24,69.51
59.12,73.76,70.6,65.3,63.7,56.6,54.48,63.37
55.5,64.67,78.5,74.4,73.2,74.5,63.9,69.24
67.12,60.67,50.2,61.2,69.7,76.9,62.38,64.02
69.12,72.19,65.5,58.1,66.5,51.2,67.1,64.24
61.62,60.43,79.6,69.7,64.2,70.8,60.33,66.67
56.88,62.52,55.9,54.2,64.2,62.4,67.52,60.52
79.88,64.19,49.9,66.6,69.3,62.7,63.81,65.2
63.62,69.86,61.3,70.0,59.7,68.9,63.86,65.32
57.12,63.05,70.1,53.4,47.8,61.3,64.9,59.67
69.12,65.71,62.0,67.2,69.1,64.2,66.9,66.32
60.12,69.52,74.2,63.2,63.7,63.7,64.67,65.59
67.0,64.19,63.1,78.4,68.7,67.9,68.81,68.3
60.88,64.76,65.3,57.8,67.0,66.4,66.62,64.11
65.88,56.19,67.5,65.6,62.1,58.1,52.43,61.11
74.12,66.33,52.3,59.3,56.7,58.8,73.14,62.96
66.88,54.71,60.5,76.9,66.5,60.0,61.71,63.89
57.75,63.9,57.1,62.8,75.9,55.2,66.76,62.77
59.75,57.67,70.2,61.2,62.8,60.7,64.43,62.39
53.62,62.86,68.8,75.1,65.5,68.4,65.38,65.67
69.38,72.24,65.2,56.3,66.4,66.5,62.67,65.53
73.25,60.48,77.6,66.6,66.5,65.4,63.86,67.67
50.38,65.38,60.8,57.4,55.5,58.8,62.24,58.64
70.75,63.95,71.0,71.3,61.2,68.3,67.86,67.77
66.62,64.48,73.3,77.2,62.9,51.8,66.86,66.17
55.62,71.1,68.7,61.6,63.6,55.5,63.14,62.75
63.5,68.19,55.6,57.9,67.9,63.2,58.95,62.18
53.5,62.0,67.0,61.9,67.6,71.0,70.0,64.71
56.62,60.9,63.0,69.3,58.0,54.7,67.24,61.4
68.25,68.38,68.6,61.2,67.3,64.4,71.48,67.09
63.88,54.67,84.8,68.4,51.8,57.6,62.95,63.44
68.25,68.0,67.0,63.3,63.2,71.7,71.71,67.59
71.12,62.38,66.0,68.5,63.0,75.2,62.9,67.02
63.0,62.43,68.7,60.6,56.3,61.4,61.52,61.99
64.75,59.81,55.6,52.8,65.5,59.3,58.86,59.52
66.75,69.1,58.1,68.8,67.5,67.4,69.9,66.79
58.12,61.14,62.0,60.0,67.0,69.9,57.24,62.2
65.75,61.76,60.2,74.8,59.5,59.2,63.1,63.47
66.38,56.0,64.4,53.1,75.2,68.4,61.62,63.58
66.12,60.33,63.5,60.9,64.9,70.0,70.9,65.24
60.5,71.9,63.4,63.2,69.4,60.7,57.0,63.73
69.5,73.1,61.2,65.6,65.1,62.4,63.57,65.78
58.12,62.62,70.7,67.0,75.2,66.3,55.71,65.09
72.38,62.71,64.5,69.1,60.9,54.3,66.24,64.3
68.0,65.1,58.0,63.0,65.8,60.0,57.29,62.45
65.88,61.14,66.5,59.5,67.7,72.1,68.86,65.95
50.62,66.1,65.4,71.1,66.5,76.8,68.33,66.41
59.5,56.33,67.7,55.4,69.9,58.7,69.76,62.47
71.5,61.38,63.9,57.0,64.1,68.1,65.19,64.45
57.5,67.0,59.2,61.1,63.6,67.8,64.48,62.95
49.62,70.19,64.5,67.8,62.1,57.5,71.14,63.27
67.5,69.1,49.0,65.2,65.0,57.4,64.67,62.55
64.5,71.95,65.4,61.8,69.1,64.7,66.48,66.28
62.38,53.62,62.6,75.1,80.2,56.3,69.52,65.67
65.25,62.95,54.4,48.7,60.8,68.2,67.9,61.17
62.25,60.62,63.6,70.7,70.3,64.9,66.19,65.51
66.75,63.86,56.6,53.8,80.2,62.9,58.81,63.27
61.25,70.81,67.4,71.3,60.4,57.8,63.52,64.64
67.38,62.76,63.1,57.6,57.2,64.2,64.43,62.38
76.38,56.19,55.3,53.7,56.7,74.9,60.81,62.0
55.75,63.71,67.3,66.1,63.2,68.5,65.9,64.35
83.25,57.57,71.1,66.3,69.7,68.6,60.14,68.09
55.62,67.14,53.6,75.6,54.2,64.7,61.95,61.83
55.5,66.48,59.3,70.1,64.9,74.6,68.24,65.59
59.5,68.62,64.0,65.8,66.0,60.2,65.33,64.21
