MSP10101,MSP10102,MSP10103,MSP10104,MSP10105,MSP10106,MSP10107,MSP10108,MSP10109,MSP10110,SSP10101,SSP10102,SSP10103,SSP10104,SSP10105,SSP10106,SSP10107,SSP10108,SSP10109,SSP10110,CHM10101,CHM10102,CHM10103,CHM10104,CHM10105,CHM10106,CHM10107,CHM10108,CHM10109,CHM10110,SFO10101,SFO10102,SFO10103,SFO10104,SFO10105,SFO10106,SFO10107,SFO10108,SFO10109,SFO10110,BRM10101,BRM10102,BRM10103,BRM10104,BRM10105,BRM10106,BRM10107,BRM10108,BRM10109,BRM10110,BRM10111,BRM10112,BRM10113,BRM10114,BRM10115,BRM10116,BRM10117,BRM10118,BRM10119,MKR10101,MKR10102,MKR10103,MKR10104,MKR10105,MKR10106,MKR10107,MKR10108,MKR10109,MKR10110,MKR10111,MKR10112,MKR10113,MKR10114,MKR10115,MKR10116,MKR10117,MKR10118,MKR10119,SDV10101,SDV10102,SDV10103,SDV10104,SDV10105,SDV10106,SDV10107,SDV10108,SDV10109,SDV10110,SDV10111,SDV10112,SDV10113,SDV10114,SDV10115,SDV10116,SDV10117,SDV10118,SDV10119,MSR10101,MSR10102,MSR10103,MSR10104,MSR10105,MSR10106,MSR10107,MSR10108,MSR10109,MSR10110,MSR10111,MSR10112,MSR10113,MSR10114,MSR10115,MSR10116,MSR10117,MSR10118,MSR10119,LYP10101,LYP10102,LYP10103,LYP10104,LYP10105,LYP10106,LYP10107,LYP10108,LYP10109,LYP10110,LYP10111,LYP10112,LYP10113,LYP10114,LYP10115,LYP10116,LYP10117,LYP10118,LYP10119,CPG10101,CPG10102,CPG10103,CPG10104,CPG10105,CPG10106,CPG10107,CPG10108,CPG10109,CPG10110,CPG10111,CPG10112,CPG10113,CPG10114,CPG10115,CPG10116,CPG10117,CPG10118,CPG10119,MKC10101,MKC10102,MKC10103,MKC10104,MKC10105,MKC10106,MKC10107,MKC10108,MKC10109,MKC10110,MKC10111,MKC10112,MKC10113,MKC10114,MKC10115,MKC10116,MKC10117,MKC10118,MKC10119,ADS10101,ADS10102,ADS10103,ADS10104,ADS10105,ADS10106,ADS10107,ADS10108,ADS10109,ADS10110,ADS10111,ADS10112,ADS10113,ADS10114,ADS10115,ADS10116,ADS10117,ADS10118,ADS10119
41.00,53.00,21.00,33.00,62.00,60.00,61.00,58.00,37.00,58.00,28.00,67.00,25.00,60.00,21.00,46.00,68.00,36.00,25.00,53.00,61.00,23.00,67.00,39.00,56.00,20.00,25.00,54.00,62.00,43.00,34.00,39.00,25.00,50.00,42.00,68.00,59.00,40.00,61.00,58.00,58.00,20.00,30.00,22.00,67.00,66.00,42.00,57.00,51.00,26.00,65.00,69.00,40.00,50.00,40.00,43.00,28.00,57.00,67.00,41.00,70.00,20.00,44.00,52.00,33.00,37.00,57.00,67.00,46.00,70.00,53.00,62.00,50.00,27.00,25.00,35.00,23.00,68.00,20.00,35.00,65.00,25.00,34.00,22.00,37.00,51.00,38.00,50.00,35.00,41.00,37.00,30.00,21.00,44.00,25.00,38.00,28.00,34.00,53.00,64.00,37.00,40.00,68.00,23.00,46.00,70.00,34.00,52.00,55.00,42.00,50.00,39.00,32.00,41.00,50.00,59.00,33.00,60.00,60.00,50.00,55.00,42.00,67.00,20.00,35.00,26.00,47.00,23.00,59.00,43.00,20.00,37.00,34.00,69.00,50.00,47.00,51.00,24.00,23.00,33.00,29.00,39.00,22.00,39.00,44.00,48.00,32.00,59.00,36.00,59.00,40.00,44.00,49.00,55.00,33.00,52.00,24.00,25.00,30.00,25.00,58.00,21.00,54.00,65.00,58.00,32.00,49.00,51.00,57.00,48.00,60.00,42.00,55.00,43.00,40.00,47.00,61.00,49.00,34.00,62.00,43.00,62.00,38.00,22.00,50.00,53.00,42.00,42.00,46.00,46.00,46.00,28.00
34.00,25.00,23.00,26.00,53.00,22.00,22.00,48.00,45.00,50.00,27.00,35.00,20.00,26.00,67.00,24.00,35.00,35.00,25.00,63.00,65.00,52.00,56.00,65.00,24.00,39.00,42.00,39.00,69.00,61.00,36.00,45.00,64.00,28.00,25.00,25.00,34.00,63.00,20.00,37.00,31.00,53.00,62.00,20.00,42.00,23.00,51.00,43.00,45.00,67.00,57.00,25.00,37.00,45.00,66.00,58.00,64.00,21.00,44.00,31.00,59.00,29.00,69.00,20.00,28.00,45.00,54.00,33.00,20.00,42.00,51.00,42.00,69.00,43.00,33.00,56.00,55.00,27.00,28.00,28.00,33.00,38.00,54.00,61.00,66.00,70.00,24.00,26.00,28.00,28.00,32.00,27.00,64.00,70.00,48.00,32.00,39.00,47.00,40.00,68.00,26.00,70.00,43.00,29.00,41.00,46.00,41.00,62.00,45.00,59.00,24.00,64.00,38.00,57.00,28.00,60.00,27.00,30.00,56.00,56.00,37.00,46.00,28.00,65.00,20.00,38.00,54.00,56.00,69.00,57.00,39.00,39.00,50.00,39.00,61.00,22.00,54.00,33.00,44.00,48.00,49.00,31.00,52.00,27.00,46.00,60.00,27.00,21.00,39.00,70.00,23.00,67.00,60.00,57.00,28.00,20.00,51.00,60.00,31.00,52.00,27.00,55.00,61.00,57.00,39.00,48.00,69.00,61.00,48.00,41.00,56.00,69.00,40.00,67.00,26.00,29.00,44.00,41.00,41.00,31.00,59.00,48.00,30.00,48.00,57.00,45.00,26.00,57.00,33.00,47.00,42.00,28.00
52.00,53.00,68.00,56.00,23.00,46.00,68.00,52.00,27.00,49.00,35.00,63.00,56.00,65.00,31.00,69.00,24.00,22.00,30.00,47.00,47.00,59.00,26.00,64.00,46.00,57.00,22.00,30.00,22.00,49.00,38.00,43.00,70.00,49.00,61.00,31.00,37.00,25.00,57.00,36.00,26.00,34.00,42.00,23.00,67.00,27.00,21.00,38.00,30.00,27.00,20.00,45.00,62.00,62.00,35.00,32.00,63.00,27.00,25.00,23.00,33.00,28.00,39.00,35.00,37.00,44.00,46.00,20.00,35.00,47.00,50.00,31.00,45.00,32.00,70.00,63.00,68.00,30.00,64.00,37.00,68.00,53.00,32.00,21.00,46.00,27.00,30.00,34.00,56.00,28.00,46.00,42.00,65.00,21.00,49.00,48.00,70.00,52.00,28.00,57.00,51.00,41.00,20.00,33.00,68.00,61.00,54.00,52.00,45.00,65.00,26.00,64.00,26.00,51.00,47.00,20.00,31.00,47.00,40.00,69.00,30.00,45.00,63.00,20.00,21.00,32.00,54.00,43.00,21.00,64.00,54.00,34.00,30.00,50.00,50.00,40.00,60.00,27.00,49.00,26.00,38.00,48.00,57.00,23.00,69.00,45.00,60.00,50.00,58.00,55.00,47.00,21.00,68.00,63.00,63.00,52.00,35.00,22.00,68.00,43.00,33.00,25.00,44.00,53.00,57.00,53.00,67.00,23.00,45.00,38.00,59.00,66.00,67.00,59.00,52.00,47.00,60.00,63.00,41.00,61.00,38.00,39.00,22.00,48.00,51.00,20.00,60.00,55.00,26.00,39.00,46.00,58.00
60.00,32.00,34.00,58.00,64.00,54.00,43.00,60.00,66.00,48.00,24.00,25.00,25.00,53.00,51.00,44.00,57.00,55.00,40.00,21.00,35.00,39.00,41.00,61.00,24.00,37.00,43.00,70.00,40.00,64.00,25.00,43.00,52.00,66.00,48.00,39.00,43.00,30.00,30.00,67.00,46.00,35.00,29.00,37.00,29.00,64.00,57.00,44.00,58.00,38.00,59.00,48.00,48.00,69.00,50.00,31.00,68.00,41.00,21.00,55.00,56.00,50.00,52.00,29.00,54.00,49.00,66.00,45.00,64.00,60.00,40.00,29.00,29.00,59.00,40.00,61.00,47.00,25.00,49.00,34.00,64.00,70.00,37.00,68.00,69.00,43.00,45.00,28.00,59.00,63.00,29.00,20.00,57.00,70.00,24.00,35.00,36.00,47.00,51.00,27.00,48.00,48.00,38.00,23.00,27.00,49.00,25.00,47.00,63.00,21.00,37.00,55.00,38.00,68.00,46.00,54.00,65.00,30.00,31.00,53.00,38.00,42.00,41.00,67.00,69.00,36.00,64.00,28.00,60.00,43.00,20.00,34.00,61.00,54.00,65.00,31.00,60.00,69.00,29.00,24.00,66.00,58.00,43.00,62.00,35.00,47.00,55.00,40.00,54.00,67.00,33.00,66.00,33.00,31.00,66.00,46.00,70.00,54.00,29.00,68.00,44.00,68.00,32.00,22.00,55.00,60.00,54.00,69.00,65.00,64.00,41.00,24.00,43.00,63.00,69.00,52.00,25.00,33.00,33.00,35.00,33.00,33.00,48.00,23.00,23.00,63.00,31.00,70.00,45.00,45.00,50.00,33.00
31.00,28.00,22.00,28.00,36.00,59.00,24.00,58.00,45.00,56.00,35.00,60.00,23.00,47.00,63.00,69.00,49.00,54.00,23.00,63.00,20.00,26.00,26.00,66.00,44.00,35.00,30.00,21.00,48.00,54.00,48.00,41.00,64.00,48.00,50.00,20.00,48.00,20.00,47.00,46.00,21.00,21.00,27.00,42.00,67.00,25.00,26.00,51.00,44.00,57.00,59.00,28.00,62.00,35.00,59.00,20.00,44.00,46.00,65.00,34.00,30.00,66.00,56.00,21.00,66.00,34.00,23.00,47.00,66.00,47.00,61.00,39.00,25.00,57.00,55.00,36.00,23.00,33.00,25.00,51.00,30.00,45.00,67.00,33.00,31.00,59.00,59.00,30.00,65.00,69.00,56.00,26.00,67.00,35.00,38.00,44.00,34.00,64.00,28.00,68.00,22.00,60.00,29.00,32.00,55.00,43.00,37.00,40.00,22.00,60.00,68.00,27.00,39.00,28.00,44.00,47.00,56.00,53.00,37.00,44.00,69.00,48.00,21.00,25.00,49.00,55.00,24.00,36.00,58.00,59.00,30.00,39.00,38.00,55.00,35.00,24.00,40.00,22.00,54.00,31.00,58.00,68.00,67.00,29.00,66.00,67.00,46.00,50.00,38.00,40.00,31.00,58.00,58.00,50.00,64.00,60.00,35.00,40.00,44.00,67.00,28.00,24.00,38.00,43.00,48.00,53.00,47.00,34.00,70.00,24.00,51.00,68.00,61.00,70.00,26.00,54.00,59.00,23.00,48.00,54.00,29.00,67.00,31.00,36.00,56.00,36.00,47.00,33.00,27.00,65.00,58.00,49.00
42.00,53.00,45.00,60.00,24.00,52.00,48.00,61.00,44.00,30.00,43.00,55.00,35.00,39.00,62.00,48.00,46.00,21.00,40.00,27.00,55.00,59.00,60.00,30.00,33.00,36.00,53.00,38.00,23.00,41.00,54.00,36.00,55.00,33.00,67.00,46.00,41.00,48.00,33.00,39.00,22.00,53.00,27.00,38.00,23.00,48.00,44.00,37.00,22.00,66.00,20.00,27.00,22.00,26.00,51.00,21.00,53.00,70.00,25.00,60.00,26.00,32.00,53.00,59.00,33.00,51.00,67.00,57.00,41.00,34.00,59.00,38.00,35.00,43.00,48.00,48.00,31.00,38.00,40.00,65.00,57.00,31.00,62.00,52.00,30.00,55.00,66.00,39.00,59.00,52.00,27.00,56.00,42.00,65.00,65.00,64.00,64.00,59.00,57.00,65.00,32.00,59.00,66.00,43.00,43.00,27.00,37.00,23.00,36.00,70.00,27.00,47.00,28.00,27.00,69.00,31.00,46.00,40.00,57.00,69.00,29.00,43.00,25.00,68.00,54.00,49.00,22.00,49.00,34.00,44.00,69.00,58.00,48.00,64.00,44.00,56.00,51.00,25.00,49.00,51.00,31.00,34.00,35.00,60.00,60.00,64.00,63.00,38.00,33.00,58.00,48.00,53.00,48.00,27.00,57.00,21.00,27.00,29.00,33.00,44.00,55.00,37.00,55.00,25.00,22.00,21.00,53.00,63.00,41.00,50.00,62.00,64.00,61.00,53.00,32.00,60.00,55.00,66.00,47.00,66.00,27.00,25.00,44.00,40.00,54.00,60.00,42.00,35.00,56.00,40.00,52.00,24.00
34.00,53.00,33.00,27.00,46.00,52.00,21.00,41.00,50.00,54.00,28.00,47.00,55.00,29.00,50.00,36.00,43.00,61.00,64.00,33.00,64.00,23.00,63.00,53.00,25.00,42.00,59.00,38.00,36.00,60.00,53.00,53.00,55.00,47.00,52.00,43.00,60.00,62.00,47.00,30.00,35.00,60.00,64.00,21.00,24.00,42.00,64.00,63.00,22.00,43.00,47.00,70.00,55.00,31.00,31.00,69.00,34.00,58.00,27.00,61.00,66.00,69.00,37.00,36.00,35.00,40.00,56.00,51.00,35.00,58.00,33.00,48.00,27.00,46.00,38.00,56.00,65.00,31.00,52.00,68.00,43.00,24.00,36.00,56.00,29.00,36.00,67.00,61.00,27.00,42.00,60.00,67.00,26.00,25.00,21.00,43.00,57.00,26.00,68.00,27.00,57.00,66.00,28.00,70.00,48.00,40.00,68.00,36.00,60.00,59.00,61.00,62.00,31.00,64.00,41.00,59.00,62.00,25.00,68.00,37.00,44.00,63.00,44.00,68.00,59.00,23.00,24.00,51.00,56.00,60.00,36.00,41.00,57.00,34.00,46.00,51.00,63.00,39.00,27.00,59.00,35.00,52.00,67.00,39.00,31.00,41.00,57.00,28.00,48.00,60.00,24.00,55.00,38.00,21.00,47.00,66.00,45.00,52.00,58.00,66.00,57.00,56.00,25.00,61.00,63.00,33.00,35.00,47.00,32.00,27.00,59.00,47.00,38.00,48.00,29.00,47.00,41.00,22.00,22.00,32.00,59.00,37.00,70.00,38.00,43.00,32.00,46.00,34.00,62.00,61.00,61.00,50.00
58.00,28.00,42.00,37.00,22.00,53.00,59.00,27.00,26.00,45.00,21.00,31.00,44.00,32.00,26.00,36.00,45.00,37.00,33.00,70.00,30.00,52.00,28.00,70.00,48.00,68.00,36.00,27.00,24.00,45.00,27.00,64.00,25.00,33.00,68.00,67.00,57.00,51.00,32.00,62.00,55.00,43.00,32.00,20.00,30.00,20.00,44.00,38.00,43.00,51.00,33.00,57.00,31.00,21.00,23.00,30.00,52.00,54.00,38.00,52.00,54.00,24.00,61.00,69.00,65.00,52.00,70.00,33.00,26.00,65.00,64.00,66.00,37.00,64.00,38.00,52.00,43.00,23.00,49.00,29.00,63.00,42.00,33.00,67.00,63.00,35.00,37.00,32.00,22.00,31.00,50.00,37.00,44.00,26.00,57.00,54.00,23.00,35.00,64.00,65.00,31.00,70.00,48.00,67.00,57.00,64.00,21.00,68.00,22.00,42.00,51.00,25.00,25.00,67.00,28.00,50.00,56.00,20.00,62.00,58.00,42.00,43.00,31.00,40.00,43.00,64.00,21.00,50.00,37.00,36.00,55.00,51.00,41.00,23.00,33.00,54.00,46.00,63.00,38.00,55.00,32.00,60.00,63.00,68.00,61.00,43.00,56.00,22.00,66.00,57.00,62.00,54.00,61.00,69.00,70.00,52.00,54.00,70.00,60.00,46.00,24.00,70.00,27.00,61.00,68.00,47.00,41.00,22.00,31.00,57.00,44.00,22.00,42.00,61.00,24.00,42.00,38.00,54.00,41.00,28.00,51.00,64.00,20.00,31.00,36.00,21.00,43.00,54.00,70.00,24.00,49.00,21.00
41.00,49.00,21.00,26.00,31.00,56.00,33.00,50.00,45.00,69.00,29.00,34.00,30.00,38.00,47.00,27.00,36.00,53.00,61.00,36.00,26.00,26.00,32.00,56.00,26.00,63.00,20.00,28.00,67.00,37.00,56.00,57.00,34.00,36.00,30.00,47.00,38.00,52.00,50.00,55.00,63.00,29.00,46.00,35.00,29.00,38.00,70.00,70.00,42.00,32.00,45.00,25.00,38.00,55.00,59.00,27.00,67.00,25.00,48.00,50.00,31.00,69.00,44.00,27.00,31.00,61.00,47.00,48.00,67.00,49.00,54.00,43.00,24.00,54.00,61.00,41.00,64.00,59.00,61.00,59.00,58.00,56.00,32.00,70.00,22.00,23.00,61.00,52.00,30.00,48.00,67.00,33.00,31.00,66.00,41.00,32.00,51.00,64.00,21.00,66.00,23.00,44.00,49.00,44.00,69.00,32.00,36.00,30.00,22.00,57.00,67.00,61.00,51.00,65.00,66.00,34.00,43.00,48.00,56.00,46.00,33.00,66.00,64.00,46.00,65.00,20.00,25.00,64.00,31.00,65.00,47.00,30.00,34.00,58.00,27.00,59.00,38.00,58.00,61.00,23.00,43.00,48.00,67.00,52.00,65.00,61.00,66.00,65.00,31.00,52.00,58.00,60.00,42.00,57.00,53.00,66.00,32.00,47.00,52.00,32.00,33.00,28.00,37.00,25.00,21.00,64.00,64.00,63.00,21.00,20.00,20.00,40.00,59.00,41.00,50.00,52.00,45.00,58.00,40.00,42.00,41.00,65.00,29.00,44.00,50.00,30.00,20.00,49.00,40.00,62.00,33.00,53.00
61.00,43.00,38.00,44.00,26.00,27.00,32.00,21.00,59.00,61.00,36.00,49.00,61.00,32.00,46.00,38.00,28.00,63.00,66.00,57.00,37.00,24.00,53.00,60.00,56.00,46.00,27.00,22.00,24.00,38.00,46.00,24.00,58.00,20.00,40.00,53.00,26.00,68.00,60.00,36.00,58.00,38.00,66.00,37.00,56.00,23.00,28.00,58.00,64.00,49.00,29.00,28.00,59.00,48.00,35.00,31.00,53.00,36.00,56.00,55.00,67.00,27.00,30.00,40.00,54.00,33.00,65.00,42.00,30.00,30.00,43.00,67.00,31.00,40.00,25.00,68.00,50.00,62.00,68.00,57.00,25.00,40.00,65.00,54.00,65.00,36.00,44.00,43.00,57.00,56.00,34.00,60.00,42.00,33.00,50.00,57.00,33.00,32.00,66.00,64.00,32.00,48.00,57.00,52.00,56.00,43.00,37.00,21.00,29.00,23.00,33.00,55.00,49.00,55.00,57.00,49.00,52.00,34.00,26.00,48.00,66.00,44.00,61.00,42.00,30.00,37.00,70.00,46.00,39.00,26.00,55.00,34.00,37.00,70.00,52.00,51.00,37.00,53.00,59.00,40.00,59.00,42.00,44.00,46.00,50.00,61.00,38.00,46.00,26.00,40.00,70.00,57.00,59.00,60.00,63.00,38.00,49.00,64.00,23.00,44.00,22.00,33.00,48.00,43.00,70.00,49.00,32.00,41.00,39.00,48.00,44.00,40.00,38.00,35.00,20.00,68.00,33.00,59.00,70.00,41.00,68.00,63.00,66.00,46.00,29.00,65.00,23.00,23.00,61.00,43.00,64.00,23.00
61.00,54.00,29.00,43.00,52.00,42.00,61.00,58.00,53.00,35.00,53.00,35.00,21.00,38.00,45.00,31.00,34.00,50.00,53.00,39.00,48.00,61.00,64.00,63.00,51.00,33.00,45.00,26.00,55.00,48.00,26.00,42.00,38.00,61.00,62.00,40.00,40.00,41.00,41.00,60.00,68.00,24.00,52.00,36.00,47.00,48.00,70.00,35.00,27.00,61.00,42.00,43.00,27.00,27.00,49.00,62.00,60.00,68.00,28.00,60.00,59.00,65.00,67.00,43.00,68.00,20.00,32.00,34.00,60.00,47.00,38.00,57.00,29.00,54.00,36.00,34.00,52.00,64.00,33.00,23.00,64.00,25.00,51.00,29.00,44.00,65.00,67.00,32.00,34.00,68.00,61.00,64.00,55.00,34.00,36.00,47.00,67.00,53.00,57.00,49.00,36.00,38.00,54.00,54.00,21.00,68.00,20.00,60.00,36.00,33.00,33.00,66.00,55.00,56.00,34.00,43.00,51.00,43.00,62.00,32.00,65.00,66.00,41.00,68.00,27.00,32.00,59.00,53.00,29.00,28.00,64.00,32.00,41.00,60.00,40.00,46.00,34.00,51.00,53.00,65.00,65.00,51.00,47.00,59.00,25.00,66.00,48.00,40.00,35.00,52.00,40.00,22.00,69.00,70.00,23.00,44.00,64.00,45.00,53.00,43.00,58.00,48.00,54.00,34.00,39.00,58.00,57.00,55.00,51.00,58.00,32.00,34.00,56.00,39.00,68.00,46.00,27.00,46.00,38.00,53.00,49.00,33.00,21.00,46.00,53.00,53.00,23.00,59.00,20.00,54.00,69.00,57.00
32.00,34.00,21.00,37.00,27.00,68.00,55.00,52.00,26.00,38.00,20.00,59.00,59.00,22.00,20.00,27.00,54.00,22.00,29.00,39.00,48.00,35.00,40.00,34.00,40.00,38.00,52.00,59.00,23.00,37.00,62.00,37.00,44.00,70.00,42.00,23.00,33.00,68.00,23.00,61.00,57.00,64.00,41.00,67.00,67.00,46.00,40.00,54.00,20.00,43.00,21.00,41.00,45.00,63.00,58.00,70.00,55.00,54.00,36.00,55.00,22.00,62.00,46.00,48.00,67.00,69.00,50.00,37.00,48.00,24.00,41.00,37.00,52.00,22.00,60.00,37.00,43.00,67.00,67.00,35.00,26.00,31.00,65.00,53.00,69.00,63.00,48.00,54.00,51.00,39.00,33.00,38.00,55.00,41.00,33.00,68.00,47.00,52.00,60.00,38.00,47.00,21.00,48.00,63.00,43.00,63.00,70.00,23.00,36.00,34.00,61.00,23.00,48.00,57.00,55.00,20.00,49.00,49.00,68.00,55.00,25.00,56.00,55.00,41.00,66.00,35.00,61.00,43.00,38.00,63.00,30.00,38.00,30.00,63.00,61.00,23.00,50.00,36.00,23.00,70.00,37.00,46.00,47.00,37.00,62.00,61.00,29.00,30.00,44.00,43.00,69.00,61.00,64.00,47.00,22.00,61.00,43.00,34.00,59.00,21.00,69.00,48.00,39.00,61.00,26.00,61.00,69.00,20.00,20.00,25.00,41.00,63.00,60.00,69.00,31.00,41.00,20.00,45.00,66.00,70.00,52.00,26.00,55.00,35.00,68.00,45.00,70.00,24.00,49.00,28.00,66.00,49.00
39.00,27.00,51.00,41.00,46.00,34.00,68.00,24.00,62.00,66.00,24.00,56.00,29.00,42.00,24.00,51.00,30.00,21.00,21.00,40.00,23.00,30.00,47.00,61.00,34.00,66.00,51.00,56.00,45.00,58.00,60.00,47.00,50.00,57.00,57.00,37.00,40.00,40.00,42.00,44.00,62.00,58.00,47.00,28.00,65.00,51.00,65.00,58.00,35.00,40.00,63.00,41.00,44.00,44.00,20.00,62.00,26.00,30.00,45.00,38.00,52.00,70.00,61.00,39.00,62.00,58.00,57.00,58.00,68.00,55.00,23.00,46.00,23.00,58.00,34.00,39.00,24.00,24.00,25.00,33.00,62.00,38.00,40.00,58.00,35.00,61.00,69.00,70.00,61.00,59.00,27.00,63.00,32.00,40.00,64.00,28.00,65.00,50.00,50.00,25.00,35.00,40.00,59.00,57.00,51.00,55.00,25.00,60.00,67.00,64.00,62.00,49.00,60.00,36.00,61.00,64.00,58.00,33.00,31.00,46.00,25.00,56.00,39.00,29.00,65.00,58.00,68.00,63.00,29.00,22.00,58.00,54.00,60.00,30.00,24.00,55.00,31.00,48.00,24.00,61.00,62.00,46.00,24.00,60.00,64.00,28.00,53.00,45.00,44.00,41.00,68.00,20.00,62.00,52.00,46.00,21.00,29.00,67.00,35.00,60.00,46.00,43.00,40.00,41.00,20.00,27.00,31.00,69.00,39.00,44.00,32.00,70.00,31.00,62.00,29.00,48.00,66.00,53.00,43.00,56.00,69.00,49.00,57.00,22.00,64.00,61.00,51.00,41.00,66.00,59.00,28.00,52.00
49.00,24.00,43.00,46.00,45.00,64.00,33.00,22.00,48.00,45.00,37.00,63.00,48.00,39.00,49.00,31.00,29.00,60.00,21.00,48.00,25.00,41.00,21.00,31.00,50.00,60.00,35.00,43.00,61.00,29.00,22.00,44.00,45.00,43.00,22.00,43.00,41.00,70.00,63.00,45.00,59.00,23.00,33.00,55.00,68.00,51.00,35.00,53.00,23.00,36.00,52.00,32.00,62.00,67.00,61.00,43.00,70.00,43.00,38.00,58.00,63.00,33.00,67.00,36.00,48.00,27.00,57.00,33.00,51.00,26.00,43.00,39.00,54.00,65.00,64.00,62.00,48.00,44.00,45.00,44.00,27.00,46.00,33.00,65.00,55.00,51.00,43.00,46.00,41.00,59.00,51.00,42.00,37.00,25.00,25.00,28.00,26.00,65.00,44.00,43.00,27.00,64.00,53.00,27.00,64.00,64.00,46.00,30.00,22.00,54.00,53.00,58.00,21.00,35.00,27.00,43.00,20.00,70.00,55.00,37.00,39.00,62.00,59.00,54.00,60.00,48.00,56.00,64.00,21.00,53.00,56.00,45.00,57.00,42.00,20.00,63.00,34.00,63.00,69.00,62.00,22.00,68.00,52.00,45.00,70.00,65.00,30.00,49.00,59.00,64.00,70.00,66.00,48.00,60.00,28.00,60.00,26.00,45.00,35.00,56.00,22.00,54.00,67.00,24.00,31.00,40.00,64.00,64.00,63.00,34.00,46.00,28.00,52.00,47.00,31.00,28.00,24.00,39.00,39.00,52.00,53.00,67.00,37.00,44.00,35.00,62.00,57.00,43.00,70.00,26.00,43.00,40.00
54.00,30.00,65.00,69.00,48.00,52.00,40.00,49.00,50.00,46.00,68.00,37.00,22.00,37.00,59.00,20.00,24.00,51.00,22.00,41.00,36.00,58.00,43.00,28.00,20.00,39.00,53.00,44.00,54.00,33.00,54.00,26.00,26.00,45.00,21.00,55.00,70.00,69.00,57.00,25.00,60.00,61.00,36.00,60.00,39.00,61.00,20.00,67.00,54.00,24.00,49.00,56.00,45.00,41.00,68.00,24.00,57.00,53.00,68.00,55.00,64.00,39.00,34.00,68.00,69.00,49.00,68.00,54.00,27.00,52.00,55.00,47.00,48.00,64.00,39.00,54.00,36.00,44.00,47.00,54.00,65.00,27.00,20.00,34.00,48.00,70.00,58.00,27.00,45.00,60.00,29.00,35.00,39.00,20.00,44.00,46.00,31.00,60.00,34.00,42.00,64.00,69.00,53.00,46.00,69.00,61.00,41.00,41.00,24.00,39.00,59.00,59.00,40.00,65.00,43.00,67.00,24.00,64.00,59.00,65.00,70.00,70.00,37.00,57.00,40.00,25.00,50.00,48.00,42.00,45.00,21.00,37.00,41.00,41.00,22.00,64.00,43.00,60.00,35.00,49.00,62.00,47.00,67.00,69.00,32.00,41.00,56.00,54.00,44.00,27.00,21.00,65.00,49.00,29.00,68.00,50.00,58.00,57.00,69.00,20.00,21.00,21.00,36.00,62.00,26.00,36.00,47.00,56.00,54.00,57.00,58.00,51.00,55.00,51.00,38.00,24.00,38.00,59.00,64.00,25.00,39.00,23.00,32.00,46.00,63.00,32.00,44.00,43.00,29.00,70.00,53.00,24.00
62.00,22.00,69.00,66.00,48.00,67.00,43.00,60.00,41.00,24.00,20.00,49.00,53.00,37.00,25.00,23.00,65.00,44.00,39.00,59.00,20.00,57.00,32.00,21.00,62.00,47.00,59.00,25.00,22.00,25.00,28.00,40.00,30.00,26.00,27.00,60.00,41.00,40.00,66.00,58.00,45.00,56.00,20.00,55.00,25.00,51.00,54.00,52.00,44.00,55.00,31.00,20.00,46.00,28.00,38.00,37.00,53.00,25.00,32.00,40.00,68.00,57.00,58.00,24.00,52.00,53.00,34.00,39.00,39.00,60.00,33.00,69.00,44.00,43.00,34.00,40.00,28.00,66.00,63.00,70.00,55.00,50.00,58.00,45.00,43.00,50.00,56.00,21.00,32.00,26.00,67.00,66.00,37.00,21.00,66.00,24.00,69.00,66.00,56.00,40.00,70.00,43.00,56.00,34.00,64.00,59.00,34.00,38.00,64.00,21.00,45.00,24.00,37.00,39.00,60.00,25.00,24.00,49.00,28.00,36.00,65.00,64.00,67.00,42.00,43.00,59.00,58.00,41.00,57.00,23.00,67.00,21.00,49.00,55.00,24.00,44.00,47.00,53.00,41.00,69.00,53.00,43.00,68.00,40.00,35.00,20.00,56.00,60.00,64.00,40.00,68.00,38.00,70.00,52.00,39.00,32.00,58.00,28.00,69.00,55.00,48.00,67.00,46.00,53.00,46.00,25.00,27.00,42.00,40.00,54.00,50.00,42.00,58.00,51.00,45.00,65.00,31.00,52.00,51.00,64.00,37.00,24.00,60.00,32.00,24.00,21.00,63.00,27.00,22.00,31.00,70.00,45.00
