BGL10102,BGL10103,BGL10105,DAM10102,DAM10103,DAM10105,BTP10102,BTP10103,BAL10102,BAL10103,BAL10104,BCB10102,BCB10103,BLC10102,BLC10103
68,94,86,84,94,95,86,66,95,84,69,67,74,96,68
67,97,96,85,93,83,85,92,66,81,69,71,70,92,86
86,82,85,66,73,81,94,90,82,92,87,83,67,83,66
76,89,68,67,98,72,79,97,85,71,89,84,95,88,83
91,84,79,93,81,82,70,69,78,77,71,72,82,86,74
66,67,84,78,95,90,76,92,77,91,68,75,87,98,88
76,96,67,91,66,77,85,88,73,87,80,88,89,98,78
85,69,87,74,81,84,78,75,84,76,74,94,69,65,80
79,77,98,95,93,97,66,85,83,78,66,81,82,85,65
80,87,76,76,76,80,97,70,85,66,98,97,66,65,91
69,69,92,87,74,92,94,75,87,85,91,84,70,95,70
87,96,84,72,88,76,79,91,91,75,88,96,65,92,72
85,81,81,97,65,77,66,78,65,68,93,95,93,80,65
74,73,93,81,90,97,96,73,75,75,72,82,90,81,74
87,98,81,98,95,78,93,86,84,92,70,86,87,91,88
72,75,98,75,68,97,90,68,65,90,86,97,79,80,82
80,86,92,79,71,86,77,66,80,95,90,77,66,78,84
89,75,70,92,73,74,86,68,97,90,95,67,96,66,85
97,71,98,69,94,89,77,70,80,65,67,67,83,67,75
79,78,90,93,87,87,95,82,69,95,84,88,93,90,69
89,85,73,74,85,80,97,97,79,85,66,79,80,87,69
69,66,79,73,66,75,82,80,83,97,95,73,70,78,69
93,67,81,98,96,90,96,71,82,80,69,96,90,93,79
81,92,91,85,78,71,81,70,86,69,70,83,66,68,67
95,92,68,69,70,85,74,89,94,70,71,83,89,86,96
72,76,94,73,73,83,70,88,98,73,67,68,68,69,72
68,82,82,92,76,89,81,70,76,82,69,77,92,81,75
72,96,76,88,87,80,65,69,90,72,78,88,92,89,78
73,76,97,93,80,68,96,89,65,71,88,78,80,76,67
65,85,69,76,81,70,70,88,84,65,97,80,93,90,94
66,83,98,66,72,77,86,69,74,94,84,75,95,87,93
96,69,87,86,71,86,92,66,89,98,94,83,72,86,73
73,79,65,73,66,80,93,71,69,76,95,94,77,81,81
97,92,68,78,71,91,92,75,76,82,76,83,74,67,88
70,91,98,92,73,81,91,97,73,66,70,94,81,70,75
72,65,66,75,69,92,89,67,67,79,79,79,95,69,85
65,77,65,74,74,67,72,96,75,71,74,70,82,98,65
75,87,71,89,86,65,86,87,84,88,90,78,74,85,93
70,98,76,67,68,95,95,81,79,81,88,91,82,79,92
90,91,92,97,82,70,65,71,65,84,83,84,68,81,96
90,78,90,78,92,81,77,74,73,76,65,85,71,87,67
98,77,67,70,87,74,97,69,81,94,93,74,73,69,93
98,78,74,88,86,94,80,92,68,81,69,74,91,91,79
82,81,94,96,89,69,68,85,81,95,66,85,75,78,87
85,74,71,69,66,76,93,96,82,93,98,84,78,76,88
98,81,72,80,98,65,82,72,89,74,80,70,75,85,90
98,71,86,70,86,88,95,85,86,73,80,81,90,83,87
76,90,90,92,93,85,93,70,80,90,78,78,91,84,69
94,87,79,79,81,67,71,88,73,95,96,92,79,92,75
81,85,92,93,76,71,74,67,91,94,90,72,95,70,95
80,91,82,87,94,90,98,71,93,72,97,70,80,94,73
82,93,66,79,75,92,87,88,95,65,77,96,91,78,75
65,86,88,95,97,69,71,98,65,74,72,69,98,97,92
82,70,92,77,97,82,77,83,96,82,96,88,65,93,87
90,80,88,72,71,98,96,74,79,76,84,89,84,92,92
72,74,95,67,76,71,80,84,81,83,75,73,74,92,79
85,95,68,90,72,80,78,89,72,65,71,95,98,73,78
67,69,77,98,91,76,86,68,80,74,67,74,79,81,94
69,85,82,72,83,88,75,87,76,86,66,78,65,94,97
72,66,73,94,77,88,69,84,96,66,75,77,74,70,87
93,98,69,94,89,88,85,90,70,78,93,77,91,93,96
86,78,87,90,96,73,77,90,73,94,87,85,94,91,94
80,88,91,65,69,90,86,88,90,65,90,96,84,84,80
86,98,76,89,96,97,82,93,98,77,80,76,75,78,81
70,73,92,67,71,87,94,81,89,88,76,93,65,74,96
73,68,98,70,81,71,78,98,74,95,77,70,75,69,80
66,73,79,86,93,96,92,80,91,70,93,80,75,70,72
65,92,86,76,84,66,70,85,85,94,68,68,88,77,77
81,93,75,66,86,82,77,65,71,81,74,89,68,92,84
72,73,69,89,75,97,98,68,84,90,72,69,73,80,85
85,80,67,97,74,66,81,88,81,95,90,86,71,69,93
84,83,77,91,87,76,70,78,77,80,76,67,83,98,92
96,77,69,80,78,92,76,76,73,69,97,94,74,86,75
71,76,74,87,78,73,72,96,82,68,69,75,96,80,96
91,92,85,96,77,91,87,88,85,78,65,88,66,73,72
71,92,85,77,77,72,75,69,82,87,66,83,92,95,87
65,88,75,66,91,75,85,69,90,85,71,66,68,68,82
70,90,82,72,90,89,88,96,95,86,81,70,71,88,67
98,71,84,72,78,80,93,69,93,93,90,90,90,71,95
96,74,94,72,89,89,69,79,89,81,89,85,75,76,73
95,94,93,91,79,77,76,74,76,74,92,96,83,85,81
97,84,95,67,67,92,72,89,67,95,93,87,79,79,80
84,84,73,69,90,95,87,90,67,73,72,72,98,71,83
72,72,95,89,85,91,79,84,90,74,98,78,90,71,78
71,77,83,96,85,98,69,96,71,82,90,90,68,65,89
81,79,78,71,67,89,69,73,82,85,91,75,82,86,79
97,77,95,96,98,85,83,88,74,92,77,84,97,98,82
65,73,68,85,95,87,65,78,66,95,89,89,77,77,97
95,81,88,89,84,79,91,77,86,95,70,73,76,92,96
81,95,93,97,83,65,98,89,72,82,98,87,66,98,68
96,74,95,88,96,74,71,65,91,77,71,69,90,89,95
80,88,84,88,73,97,83,84,74,95,82,83,89,66,72
81,95,94,81,96,74,80,96,68,66,95,80,71,66,75
86,96,70,80,72,90,78,96,88,95,86,71,82,72,68
84,94,71,87,89,85,81,84,83,73,73,79,77,90,69
86,81,65,82,96,67,79,94,79,83,72,93,78,96,90
96,85,78,81,95,66,76,93,85,89,67,73,67,83,78
72,76,88,69,94,96,71,66,69,94,69,92,65,70,82
68,66,82,88,95,75,89,91,83,78,90,71,75,88,73
82,88,70,78,67,93,87,94,97,85,70,92,94,75,77
93,87,69,87,94,76,97,92,66,94,90,67,86,89,67
65,69,77,78,65,98,67,87,69,79,66,92,96,80,80
92,66,75,70,76,79,80,74,77,83,90,72,78,65,87
93,73,73,95,76,72,81,71,92,94,83,67,65,80,67
82,78,66,82,93,77,92,70,75,66,96,68,94,75,78
66,87,84,98,97,65,81,80,88,80,70,88,66,66,68
83,71,70,78,91,71,89,81,67,98,81,85,66,74,78
80,89,80,87,86,74,77,66,97,87,79,65,86,73,69
66,98,97,79,81,91,97,65,77,90,75,80,79,90,87
79,86,96,86,75,91,65,65,86,66,70,69,79,88,72
72,95,72,65,72,97,93,94,66,96,91,89,76,79,90
87,81,68,94,96,76,68,75,86,74,87,91,68,90,96
76,78,83,91,73,68,65,93,92,70,84,82,77,76,96
84,97,89,90,92,98,65,91,72,67,96,90,68,86,94
71,83,96,79,79,87,72,69,83,93,86,87,69,90,93
71,88,79,96,75,65,98,89,90,96,94,82,67,66,96
82,68,90,71,72,77,71,73,91,81,65,87,67,80,74
95,87,86,74,80,73,69,75,69,84,82,88,77,67,91
98,82,83,69,82,85,73,79,81,95,77,76,84,92,98
74,81,73,95,71,74,81,87,82,79,72,70,75,77,82
69,90,69,72,89,69,72,65,74,74,73,72,65,72,86
72,92,89,85,88,81,84,70,98,98,67,71,88,93,83
65,84,82,90,80,78,97,73,76,87,81,80,89,96,94
84,86,87,93,92,95,85,78,94,75,77,80,90,84,89
90,85,81,65,70,71,82,74,68,95,84,69,81,67,81
73,72,88,82,82,88,82,95,93,78,71,80,80,84,76
68,90,95,68,74,84,80,80,79,76,86,73,67,78,95
68,70,95,90,94,88,77,80,82,95,65,71,77,82,91
85,72,70,66,70,96,81,95,75,70,84,79,67,90,85
89,85,79,71,84,80,79,86,75,98,73,75,88,81,86
83,74,65,73,81,69,74,67,83,87,82,80,71,97,77
81,70,98,74,65,84,79,96,82,71,85,85,68,96,70
85,87,91,77,85,79,72,83,82,69,92,72,79,65,88
97,71,68,77,93,72,78,88,80,95,80,65,67,77,91
88,77,91,92,66,86,71,86,90,96,98,90,70,88,75
81,76,92,90,94,74,84,76,75,89,83,82,87,91,81
94,65,97,92,94,79,66,77,96,88,71,69,80,73,98
97,78,67,90,78,84,66,92,74,97,93,84,67,93,71
89,69,84,69,92,82,96,84,93,69,79,71,96,83,74
92,76,83,89,78,88,75,82,90,76,80,78,93,65,80
66,86,77,96,70,97,72,75,95,76,77,91,87,96,83
95,83,92,85,98,79,94,88,72,85,85,96,90,84,68
77,93,90,68,78,66,70,69,95,72,83,81,95,65,89
91,73,69,98,94,85,87,68,87,69,86,72,66,82,93
98,92,71,88,81,93,75,83,81,85,82,77,70,86,87
91,92,74,68,89,95,87,98,80,77,84,65,82,77,75
74,98,74,89,93,89,81,84,80,80,86,81,93,92,76
92,84,86,96,74,72,86,93,80,87,83,75,94,83,98
97,69,69,74,71,89,92,83,76,68,97,68,71,88,70
70,96,66,94,76,85,95,94,75,91,70,80,65,90,94
95,94,70,96,88,91,77,75,75,83,92,77,73,74,87
74,68,97,70,83,89,90,90,77,97,72,84,84,84,79
69,90,78,68,76,75,84,80,90,70,72,78,80,65,98
74,88,79,89,88,68,93,93,66,66,92,91,77,82,77
76,82,85,73,92,82,98,95,96,71,80,76,83,85,69
95,77,90,79,81,67,88,84,70,68,66,89,74,88,89
79,98,67,97,81,70,74,66,98,96,81,74,68,76,67
92,84,95,70,80,86,72,72,94,66,82,73,94,86,72
65,84,74,95,84,68,72,71,92,91,85,93,69,89,76
70,88,71,76,83,92,88,84,72,67,72,77,78,86,79
76,66,68,85,94,70,93,75,70,95,81,67,94,80,87
72,93,69,86,66,93,90,74,69,91,66,81,89,94,69
65,72,74,73,83,97,93,70,65,69,98,71,67,93,86
70,84,65,91,86,91,97,92,81,82,95,96,85,90,81
92,75,91,94,95,66,68,90,69,71,98,95,87,81,77
66,87,73,65,73,65,68,90,97,83,72,87,96,97,85
94,95,71,71,81,90,86,70,73,88,89,78,82,69,69
95,70,93,76,70,75,80,86,86,68,89,78,87,92,96
89,65,75,67,68,79,69,91,88,92,76,75,97,80,82
95,86,82,82,93,98,90,65,66,66,84,78,82,69,77
69,67,79,73,82,93,82,94,97,71,94,98,91,74,70
80,87,94,81,76,66,91,83,71,93,79,82,89,83,86
86,73,83,92,70,65,85,89,74,72,93,85,89,95,66
67,93,98,85,79,81,85,82,93,98,95,70,85,77,80
91,66,87,95,97,80,97,74,76,84,68,86,85,88,73
66,75,68,73,68,73,66,89,96,67,70,83,77,91,94
72,69,95,96,84,66,71,84,95,88,69,96,70,76,70
94,89,91,92,92,85,88,65,94,67,96,75,73,69,95
68,97,93,65,74,78,96,96,82,96,76,66,86,74,92
76,96,66,66,67,87,83,93,65,75,82,77,71,73,83
96,81,81,97,69,81,72,88,98,97,86,79,86,76,89
95,66,87,93,80,85,88,72,75,74,83,98,88,94,92
90,68,85,76,92,65,66,78,81,98,93,79,78,79,78
86,96,78,71,67,97,80,72,83,92,92,74,95,78,86
83,85,90,67,95,70,90,91,86,89,83,98,96,65,73
76,67,87,69,66,91,91,66,87,73,88,65,79,89,76
66,90,89,67,72,65,74,82,97,91,77,65,81,68,87
80,92,90,88,81,94,70,92,84,78,69,87,67,76,76
71,82,76,92,71,93,92,88,89,84,89,75,72,86,66
85,96,84,80,79,69,75,75,90,91,97,69,95,84,82
73,95,69,84,73,80,74,74,81,76,92,74,94,65,98
82,80,69,77,98,68,79,71,71,93,87,77,92,81,86
90,65,87,72,96,65,84,81,96,72,89,95,77,67,84
76,93,70,65,92,85,90,66,73,75,80,83,86,94,92
72,74,78,87,90,68,71,65,86,95,69,94,97,83,85
81,81,68,86,84,74,85,82,71,77,90,91,85,79,72
92,68,84,97,96,97,95,92,84,87,90,86,68,84,97
82,74,95,84,76,71,82,66,89,79,98,76,81,74,65
72,90,77,93,79,93,82,84,84,77,70,87,97,69,66
88,95,65,71,94,80,79,80,87,84,90,73,88,69,65
93,88,85,70,89,79,70,95,81,69,67,67,92,72,89
76,93,74,78,88,72,81,89,95,83,88,98,72,73,87
90,69,97,88,93,86,92,89,88,76,83,77,97,80,96
89,69,82,69,79,98,75,84,82,90,93,95,93,77,85
95,97,67,78,75,97,98,65,95,97,85,69,86,77,85
87,65,77,68,85,82,81,79,70,94,73,75,88,94,98
83,92,90,67,98,78,71,87,67,93,96,83,94,90,97
67,67,75,67,76,87,75,80,65,97,96,87,95,82,76
84,66,97,78,78,84,66,71,70,92,97,74,72,85,83
94,95,81,77,80,75,72,66,75,76,95,68,68,87,95
68,72,95,97,97,77,71,97,82,69,95,68,95,76,96
72,81,71,70,78,86,77,72,77,82,87,82,86,95,81
84,77,84,67,78,69,77,85,93,81,83,89,83,97,65
77,87,96,68,73,85,84,74,93,78,87,82,75,67,82
89,84,66,94,84,72,94,71,71,90,73,94,93,80,68
94,80,68,95,72,88,97,75,89,67,94,89,98,71,74
67,83,75,78,80,84,83,79,69,97,76,67,98,72,68
81,81,83,91,87,97,68,77,75,89,91,91,72,91,87
85,88,70,98,71,89,79,83,89,79,79,94,71,98,85
80,74,93,92,73,84,72,90,74,98,66,74,93,95,73
72,81,91,92,83,67,72,76,76,65,96,66,72,68,66
79,86,81,88,77,79,66,96,85,86,96,85,84,69,97
77,90,75,83,90,98,76,92,79,70,85,88,91,85,67
73,70,85,93,66,98,75,76,78,91,70,87,72,68,83
66,83,97,74,77,70,77,89,84,94,66,67,81,69,74
76,70,75,89,83,94,75,85,72,84,94,76,74,97,84
89,83,70,74,97,67,76,83,83,78,98,71,88,80,80
68,88,97,86,95,92,77,69,65,92,70,78,71,84,77
83,96,93,89,65,97,68,83,83,73,76,88,77,70,91
97,71,85,89,87,75,68,93,80,84,70,69,65,84,83
65,67,74,71,65,79,76,89,74,78,90,69,79,81,65
98,77,81,90,72,79,68,72,66,83,80,81,94,72,97
92,67,69,93,86,72,65,88,82,65,82,76,89,67,70
93,94,82,74,95,81,85,77,69,89,70,80,96,91,71
77,96,72,70,88,68,69,74,96,85,70,70,80,84,66
69,93,93,70,95,74,88,78,93,72,71,70,81,68,69
91,82,96,83,87,70,88,86,69,89,69,65,82,77,71
94,89,88,94,96,93,82,93,74,97,88,77,74,75,98
70,83,83,72,81,98,65,87,68,79,79,75,89,79,76
97,85,65,95,75,80,71,79,82,67,87,82,84,72,72
86,77,93,88,78,79,75,86,69,79,97,92,72,69,70
85,73,90,71,75,69,73,73,80,96,77,93,89,80,81
98,69,77,75,83,89,82,98,90,66,94,68,70,79,76
96,97,87,71,75,81,90,74,83,76,87,70,77,79,66
80,98,78,66,74,81,70,73,81,84,66,78,67,88,81
96,68,81,77,90,89,84,86,73,74,91,69,84,68,92
90,96,77,78,91,89,70,79,84,69,83,67,96,80,92
90,94,80,79,96,93,67,80,65,89,90,74,73,74,95
94,90,74,77,72,68,73,66,69,82,69,91,77,97,98
65,67,65,93,86,82,84,76,70,65,79,75,75,89,68
72,77,76,76,83,86,76,94,69,66,95,86,66,86,75
91,77,78,71,88,80,79,74,68,82,69,96,76,76,89
83,67,71,86,97,92,92,93,91,70,85,66,75,96,65
68,80,92,70,76,68,87,97,93,74,93,67,76,83,95
83,96,94,71,86,83,82,66,90,81,66,87,71,76,90
73,79,75,96,79,77,91,96,66,78,65,79,80,72,73
92,94,87,95,68,92,73,69,66,94,67,81,89,94,75
91,78,84,75,79,77,87,90,88,92,89,80,83,68,87
78,71,81,82,68,88,82,88,77,67,78,94,91,67,67
73,85,94,92,69,68,65,77,76,73,83,68,66,70,82
78,71,77,86,79,97,85,94,79,73,90,76,72,87,67
81,78,95,80,82,85,84,77,71,66,65,81,90,98,93
83,96,86,66,84,68,77,67,81,81,85,73,70,98,68
88,93,85,74,85,68,82,68,84,71,74,72,85,76,74
87,72,78,76,89,81,83,80,73,68,88,88,70,80,83
70,72,87,79,98,69,80,86,97,76,71,79,68,86,91
75,92,78,92,97,88,66,77,93,66,80,71,98,94,71
77,74,76,77,72,85,88,71,77,74,74,71,78,90,84
70,70,93,95,96,97,67,77,98,87,82,79,71,82,70
89,67,79,87,83,85,75,65,87,76,92,91,79,94,66
82,92,71,92,67,74,83,66,85,76,66,91,85,87,89
92,86,67,98,71,77,80,85,97,71,79,84,97,73,86
98,82,85,94,78,80,83,80,84,78,97,89,76,86,91
92,88,88,94,98,67,70,92,84,90,95,88,84,92,94
66,76,69,95,71,73,91,81,88,73,70,67,70,92,76
66,96,66,69,83,84,77,93,85,72,75,94,75,96,78
94,96,77,71,73,93,69,90,68,78,87,95,95,87,71
71,79,84,78,66,72,70,73,86,88,95,83,80,72,78
89,72,68,73,78,85,90,79,86,81,71,78,79,74,69
79,87,73,93,75,87,76,66,83,80,84,97,83,92,98
88,82,89,78,84,97,81,78,77,83,68,97,73,88,75
65,70,76,83,87,85,81,88,76,92,71,66,76,71,76
88,81,85,72,88,73,84,70,98,80,90,86,94,92,98
90,84,94,75,91,68,82,81,98,89,91,92,69,83,82
96,86,96,79,71,95,94,73,80,83,96,95,81,91,83
91,75,97,94,73,77,84,96,84,67,86,93,77,95,72
87,88,79,67,79,81,72,70,81,71,65,66,68,79,97
98,70,80,85,69,97,90,68,79,76,75,84,81,89,84
68,80,92,88,71,76,74,82,88,69,92,78,75,98,89
88,84,87,72,70,73,81,88,94,74,73,88,95,66,78
89,93,85,78,65,78,89,96,94,80,71,71,83,79,87
76,70,86,95,87,76,77,73,88,66,94,76,83,94,96
68,78,89,73,67,82,96,82,66,96,72,85,92,92,66
76,67,70,67,88,68,94,84,86,77,66,73,98,75,69
65,76,68,70,76,85,67,84,66,83,96,66,77,81,84
65,67,81,71,75,76,72,87,77,98,72,69,93,74,66
67,86,77,85,66,77,69,70,91,92,85,74,81,88,67
87,90,68,98,83,98,69,79,98,89,87,93,73,75,82
65,81,84,89,81,89,79,96,76,70,86,94,74,91,80
70,75,80,94,94,77,89,88,85,71,81,74,92,76,82
98,87,67,88,75,82,68,68,68,86,79,92,83,71,90
65,92,68,65,80,86,82,90,73,75,80,85,80,90,98
89,75,72,83,82,90,67,76,80,93,78,74,80,79,92
82,76,66,69,72,87,95,94,91,82,82,85,85,86,90
70,86,86,86,74,72,94,89,87,73,67,79,85,73,82
85,89,68,90,78,76,82,95,84,94,65,84,97,87,71
98,90,94,66,78,85,76,95,77,91,97,79,67,86,85
83,92,69,65,90,72,65,90,70,78,79,73,96,78,88
75,74,85,81,96,80,88,92,65,78,71,80,91,96,95
94,76,97,88,86,88,89,79,94,74,91,81,81,92,69
90,86,89,68,86,88,66,80,94,65,78,74,96,72,76
90,71,92,84,82,79,89,89,83,80,76,95,71,79,73
87,89,67,66,78,98,94,87,96,86,75,87,82,84,68
86,82,82,96,95,74,69,84,95,80,85,89,96,70,77
69,97,76,98,86,66,75,73,79,76,71,97,80,84,65
90,75,91,97,77,74,92,67,94,92,88,75,69,93,76
84,89,84,89,79,98,93,85,72,84,66,83,93,90,94
98,95,74,96,75,70,95,95,67,87,65,78,65,98,67
81,92,92,73,65,86,92,67,92,95,71,96,66,88,89
78,96,72,78,81,66,98,66,98,96,96,84,91,77,72
70,97,81,78,93,87,75,93,85,82,67,92,74,67,90
67,65,98,93,96,72,78,74,66,70,81,84,91,81,94
90,78,78,96,73,84,74,97,89,67,91,95,75,95,79
79,80,81,94,93,78,79,89,65,96,78,89,84,73,75
85,84,82,95,82,81,79,77,84,94,74,85,84,90,91
83,95,76,67,67,91,77,89,86,65,86,79,94,85,87
79,66,96,67,71,91,96,84,83,81,86,90,75,69,65
82,92,76,95,65,74,79,81,77,65,77,72,97,72,65
94,72,77,87,81,68,89,81,75,79,77,89,88,91,94
81,87,83,67,73,71,77,83,71,92,65,69,81,85,93
90,74,93,67,81,67,92,74,74,67,83,77,68,80,91
88,66,88,88,80,88,88,74,68,72,79,72,98,81,98
86,96,73,77,92,80,92,97,66,68,82,79,87,80,86
96,65,65,96,96,89,92,73,82,77,82,86,68,83,72
67,73,74,85,71,72,95,66,87,66,86,74,94,65,86
65,91,82,69,66,76,78,67,77,91,96,98,94,92,67
81,77,71,81,85,83,86,93,83,83,85,87,80,67,98
89,97,87,91,68,95,83,84,87,72,65,86,65,92,98
76,76,68,88,93,79,71,72,94,82,82,66,69,93,94
66,71,76,82,75,76,84,86,68,75,82,87,83,91,94
76,84,75,93,98,90,94,97,94,95,79,95,89,85,66
66,96,93,68,86,71,98,71,65,68,89,84,82,66,94
87,74,70,96,65,98,81,90,69,78,85,90,71,89,66
84,70,65,79,91,91,83,91,71,93,80,65,98,69,88
89,68,74,81,75,82,69,96,86,71,79,73,71,95,85
78,80,86,96,81,85,90,80,95,72,65,79,92,98,83
65,90,90,89,90,88,98,93,90,69,81,90,68,98,65
93,76,84,75,82,98,74,94,71,80,77,65,66,86,85
88,69,77,69,76,70,97,78,96,81,92,97,74,73,92
76,97,73,89,78,88,66,98,79,92,72,78,74,73,68
78,94,90,92,77,98,98,85,75,80,95,96,83,70,89
98,80,73,93,92,83,66,81,86,82,77,88,80,90,70
77,93,84,86,83,79,67,97,73,74,78,69,90,73,71
97,81,73,69,88,71,85,80,95,75,98,84,92,81,67
73,73,78,75,67,86,85,89,77,68,85,80,92,72,76
91,90,89,81,77,65,90,70,75,66,73,97,74,69,81
85,80,87,94,72,80,74,75,68,70,72,74,82,72,95
92,96,66,67,71,88,98,78,77,86,68,93,86,92,68
69,93,69,97,94,66,78,97,83,88,72,71,82,95,68
67,84,71,79,95,85,72,93,98,76,87,66,90,98,98
72,90,66,98,74,73,72,69,83,94,81,79,66,78,86
93,93,97,70,76,71,94,78,79,70,65,74,71,77,77
95,65,66,83,67,97,75,82,70,96,66,74,93,82,68
96,98,92,96,88,77,66,70,90,72,81,98,85,77,79
84,94,84,73,82,96,78,80,75,98,86,76,90,74,75
93,65,94,95,65,93,77,68,81,78,77,73,79,77,88
97,89,67,97,81,74,98,82,97,66,75,66,73,83,73
70,82,90,67,94,70,71,74,71,70,96,78,93,65,86
88,89,83,93,88,73,84,97,67,76,84,91,65,98,75
81,94,67,88,85,81,74,71,84,82,85,72,84,82,86
81,97,93,65,65,83,93,85,87,88,74,82,79,70,93
65,95,92,93,68,65,91,85,95,70,78,86,78,74,71
67,90,79,74,70,76,75,70,75,89,85,66,98,77,90
69,80,88,89,74,84,93,94,93,96,78,77,66,91,81
97,96,80,67,87,69,92,79,82,76,77,84,85,78,70
95,73,86,68,88,78,77,76,74,96,98,92,91,93,66
91,78,95,88,77,66,74,66,97,71,91,78,97,67,80
83,92,95,84,89,74,78,66,80,95,90,84,85,82,69
79,82,71,78,95,73,90,97,65,82,69,73,82,94,72
71,77,89,89,79,95,79,65,72,66,74,97,97,89,66
92,72,67,84,75,88,88,72,87,78,75,84,72,92,83
97,91,93,86,84,83,87,90,97,83,81,78,80,92,98
68,77,96,81,68,77,67,86,94,98,94,73,80,66,91
94,84,82,71,69,72,70,90,92,68,90,98,73,83,89
67,83,77,94,73,94,65,91,89,84,95,89,79,92,88
71,98,85,78,89,90,74,83,66,78,98,96,68,93,88
91,76,96,68,81,95,84,69,67,73,95,82,68,94,88
78,66,82,74,85,72,68,96,69,83,72,68,94,69,97
77,87,92,73,67,68,66,66,69,92,96,77,66,79,86
75,68,73,83,67,78,78,67,69,66,84,92,86,93,79
91,75,67,80,66,88,85,74,97,79,83,73,79,83,89
73,81,94,80,72,81,98,71,83,81,85,76,86,72,90
66,65,74,80,85,98,94,88,68,80,98,68,81,75,71
70,87,96,87,95,70,75,95,67,83,83,93,97,78,96
80,72,87,96,78,96,82,73,83,67,78,90,79,77,80
97,80,88,77,71,88,80,68,96,97,66,97,82,68,80
75,84,98,74,83,81,74,73,70,68,79,92,81,94,66
70,93,82,68,73,66,87,96,72,84,89,67,78,74,74
96,96,77,82,87,71,95,75,79,81,68,74,85,69,91
97,84,79,85,73,80,72,69,82,86,92,78,69,77,86
65,72,95,77,98,91,65,87,91,76,98,94,96,69,85
71,73,84,88,98,86,71,72,71,85,96,95,70,67,92
91,92,97,82,92,73,95,66,70,69,67,83,92,84,85
72,80,71,88,71,67,67,77,95,72,74,91,87,88,79
84,95,80,65,68,93,65,76,88,74,98,66,79,97,74
78,80,95,90,76,72,84,83,86,84,82,93,86,94,98
74,89,73,81,95,82,86,97,83,96,80,88,91,92,72
80,95,93,75,67,86,87,73,70,85,70,66,89,70,97
85,88,92,79,98,83,82,76,90,83,71,86,85,83,84
95,95,83,71,78,90,98,79,81,92,72,82,76,74,74
87,98,77,87,94,80,97,91,96,71,90,83,88,88,66
96,89,96,70,67,72,82,77,79,90,65,91,85,75,95
98,90,94,96,86,84,92,75,69,87,91,90,69,81,76
91,91,79,77,79,98,84,70,80,65,82,87,75,77,75
95,88,94,78,71,97,68,65,74,85,71,69,97,97,96
70,89,81,74,88,88,95,96,84,86,70,80,74,91,82
86,98,98,84,93,80,98,78,85,65,66,93,82,82,68
65,73,85,75,81,70,89,89,95,95,97,97,96,75,85
88,68,96,89,86,74,92,82,87,66,72,75,84,82,68
74,74,85,75,83,98,65,83,68,94,75,94,74,81,66
80,76,81,82,75,84,90,94,83,94,92,69,70,70,75
93,82,81,71,80,74,78,69,79,88,71,85,94,79,92
96,88,98,94,82,79,68,89,67,77,76,68,96,96,78
81,91,95,98,79,86,94,77,74,94,73,74,93,93,75
98,93,73,70,80,80,82,83,92,87,79,81,96,71,70
72,95,80,65,69,80,86,91,84,78,89,77,81,86,98
89,85,82,77,91,86,94,93,98,68,70,66,96,70,85
90,65,95,85,97,69,91,75,70,79,93,85,76,71,75
92,78,72,83,66,65,81,88,82,67,86,90,71,97,80
73,78,97,96,71,94,95,91,81,93,77,87,68,82,98
93,84,72,82,71,73,79,96,72,96,87,72,98,75,76
86,69,79,66,90,79,72,73,84,77,80,79,72,91,77
87,92,68,73,93,67,70,91,69,86,73,67,88,92,97
88,71,70,98,88,83,71,77,94,72,69,84,92,85,80
88,76,93,66,86,98,78,92,68,91,85,67,85,71,91
65,76,65,76,94,92,75,98,83,82,87,90,84,75,91
98,89,88,93,72,88,96,95,85,92,86,92,86,79,66
86,91,83,89,96,87,71,83,81,93,98,73,87,83,95
86,70,74,90,66,65,95,87,90,91,72,78,77,74,71
68,86,72,98,90,77,93,90,78,70,74,76,76,67,94
82,93,71,79,94,93,78,79,83,97,83,84,67,81,96
67,89,76,83,92,83,83,98,70,81,91,66,84,93,75
66,87,80,74,86,95,97,97,89,66,85,89,77,98,85
70,79,75,82,75,67,94,95,94,73,94,92,66,79,74
82,86,75,86,73,83,87,98,72,71,66,76,87,77,79
79,82,84,66,89,79,95,93,65,86,80,65,97,68,77
96,94,67,84,91,68,82,86,79,84,90,88,93,78,73
65,85,91,76,78,98,88,71,75,68,95,71,98,81,90
86,66,77,69,75,71,89,98,94,67,85,67,88,89,68
87,70,65,85,76,66,73,90,98,73,79,89,73,68,72
93,87,74,75,70,75,84,74,85,77,76,94,84,73,86
89,80,93,96,70,94,91,74,70,77,74,75,81,91,95
77,73,84,95,76,98,66,89,74,79,65,94,65,82,98
77,84,87,80,96,66,74,76,68,94,95,95,88,80,83
93,65,93,77,65,77,86,96,93,71,86,66,95,91,84
87,82,77,73,81,76,74,89,72,66,94,90,95,92,69
92,80,98,79,80,65,88,97,65,69,81,87,66,70,85
84,83,91,67,97,66,85,73,71,84,78,73,88,75,82
75,90,94,97,87,78,74,79,68,83,78,76,71,98,77
79,75,68,90,94,67,74,76,79,96,73,89,65,88,96
73,79,88,84,98,87,71,69,96,67,84,90,66,84,80
98,82,75,68,78,78,74,89,67,94,88,87,92,70,96
79,83,71,91,93,67,66,93,95,81,93,98,71,75,82
