RST10101,RST10102,RST10103,RST10104,RST10105,RST10106,RST10107,RST10108,RST10109,RST10110,RST10111,RST10112,RST10113,RST10114,RST10115,RST10116,RST10117,RST10118,RST10119,RCD10101,RCD10102,RCD10103,RCD10104,RCD10105,RCD10106,RCD10107,RCD10108,RCD10109,RCD10110,RCD10111,RCD10112,RCD10113,RCD10114,RCD10115,RCD10116,RCD10117,RCD10118,RCD10119,RSL10101,RSL10102,RSL10103,RSL10104,RSL10105,RSL10106,RSL10107,RSL10108,RSL10109,RSL10110,RSL10111,RSL10112,RSL10113,RSL10114,RSL10115,RSL10116,RSL10117,RSL10118,RSL10119,RSU10101,RSU10102,RSU10103,RSU10104,RSU10105,RSU10106,RSU10107,RSU10108,RSU10109,RSU10110,RSU10111,RSU10112,RSU10113,RSU10114,RSU10115,RSU10116,RSU10117,RSU10118,RSU10119,ROR10101,ROR10102,ROR10103,ROR10104,ROR10105,ROR10106,ROR10107,ROR10108,ROR10109,ROR10110,ROR10111,ROR10112,ROR10113,ROR10114,ROR10115,ROR10116,ROR10117,ROR10118,ROR10119,RDA10101,RDA10102,RDA10103,RDA10104,RDA10105,RDA10106,RDA10107,RDA10108,RDA10109,RDA10110,RDA10111,RDA10112,RDA10113,RDA10114,RDA10115,RDA10116,RDA10117,RDA10118,RDA10119,RTR10101,RTR10102,RTR10103,RTR10104,RTR10105,RTR10106,RTR10107,RTR10108,RTR10109,RTR10110,RTR10111,RTR10112,RTR10113,RTR10114,RTR10115,RTR10116,RTR10117,RTR10118,RTR10119,RPR10101,RPR10102,RPR10103,RPR10104,RPR10105,RPR10106,RPR10107,RPR10108,RPR10109,RPR10110,RPR10111,RPR10112,RPR10113,RPR10114,RPR10115,RPR10116,RPR10117,RPR10118,RPR10119,RMR10101,RMR10102,RMR10103,RMR10104,RMR10105,RMR10106,RMR10107,RMR10108,RMR10109,RMR10110,RMR10111,RMR10112,RMR10113,RMR10114,RMR10115,RMR10116,RMR10117,RMR10118,RMR10119,RCM10101,RCM10102,RCM10103,RCM10104,RCM10105,RCM10106,RCM10107,RCM10108,RCM10109,RCM10110,RCM10111,RCM10112,RCM10113,RCM10114,RCM10115,RCM10116,RCM10117,RCM10118,RCM10119
66,54,55,43,54,70,35,77,73,85,82,39,88,63,33,65,35,45,50,39,38,72,42,42,34,86,35,49,65,50,79,69,59,51,82,62,35,83,51,30,72,56,63,42,73,71,78,88,32,36,81,90,64,64,60,49,85,87,30,39,71,75,57,59,48,45,73,83,72,47,51,43,50,88,47,86,84,43,60,55,70,60,36,73,60,47,45,52,78,61,39,37,39,84,37,77,73,51,36,42,45,56,80,56,75,54,63,88,67,32,55,59,57,32,74,37,43,73,57,37,90,80,90,37,85,85,74,87,75,42,49,39,31,30,82,75,37,66,64,89,33,82,86,56,32,56,36,62,52,57,84,35,80,47,80,63,87,63,54,49,55,50,74,71,87,42,30,49,80,68,59,57,65,60,46,38,31,65,79,77,83,51,56,77,57,52,83,38,55,55
54,46,54,68,54,34,71,37,78,71,39,40,84,85,65,84,60,49,85,47,75,77,62,66,50,54,86,42,36,33,82,79,88,39,85,72,55,89,49,50,34,72,33,56,80,87,70,40,41,88,43,79,48,46,73,52,44,55,54,37,64,64,82,69,34,55,32,77,59,90,54,50,75,85,88,82,85,32,69,76,38,84,62,88,70,67,85,90,78,90,75,89,77,67,60,64,60,83,89,39,65,71,58,72,69,32,41,31,69,87,67,67,34,70,42,53,45,47,87,69,81,73,57,56,47,36,45,55,49,77,50,65,90,33,40,79,46,42,38,44,54,63,77,66,48,56,35,75,86,32,47,76,46,54,72,70,36,68,45,90,31,33,63,36,59,36,33,81,65,54,64,67,71,31,45,31,33,41,33,39,61,39,59,60,43,50,40,59,78,73
75,69,63,56,60,71,87,78,41,56,75,35,68,34,52,88,30,82,30,83,72,60,88,52,81,43,46,81,84,87,34,43,78,43,39,82,68,31,64,74,48,81,54,56,54,49,57,65,39,53,81,44,48,68,77,59,50,52,35,87,84,71,54,55,88,53,48,33,46,49,35,56,65,66,90,47,39,70,88,73,68,73,63,35,30,49,39,71,35,70,32,69,80,63,88,86,35,73,84,88,77,60,47,63,42,56,80,33,50,70,73,50,66,88,50,38,30,57,48,65,43,45,33,86,31,32,68,63,44,80,49,89,71,58,52,62,45,60,61,33,63,75,43,52,73,68,40,64,70,67,64,43,44,62,50,32,48,86,66,46,49,89,67,90,53,88,37,73,60,81,31,60,84,52,76,40,72,65,84,50,56,30,51,63,41,48,69,40,86,85
59,70,40,84,54,83,44,53,30,45,74,64,60,47,45,38,50,69,53,84,83,83,79,39,80,43,51,72,68,64,45,87,66,88,45,52,37,38,43,55,35,72,86,45,87,69,30,44,61,77,75,65,56,69,44,76,53,49,47,62,55,88,42,33,31,66,71,59,44,59,89,44,85,47,62,62,73,31,67,88,88,30,70,59,89,43,59,34,77,80,51,65,62,34,72,64,38,83,32,48,68,37,65,48,50,57,76,53,60,56,69,46,84,35,39,30,81,30,66,56,59,67,33,57,45,63,39,65,32,73,78,38,52,40,50,86,48,80,88,39,60,46,54,75,44,83,36,30,90,33,39,64,86,55,80,54,76,47,42,35,41,59,32,77,71,89,84,53,66,63,51,56,39,49,30,55,44,71,89,78,74,36,57,65,43,42,53,30,86,39
47,78,45,47,37,81,57,57,81,66,70,81,39,85,63,90,65,50,61,86,85,44,61,58,60,53,89,66,44,78,39,64,53,64,69,61,42,70,83,77,37,89,31,49,65,60,52,77,64,79,57,59,30,50,62,36,52,45,37,79,66,55,54,77,69,46,47,49,78,35,46,48,66,50,75,82,83,34,59,47,43,87,52,33,53,44,41,53,84,66,42,89,61,49,41,87,44,86,83,60,84,58,78,85,45,49,78,75,71,64,81,47,48,48,70,49,83,84,55,65,48,54,33,51,69,30,76,78,50,47,63,67,70,72,82,60,42,47,38,51,48,47,36,44,61,84,41,50,48,34,68,68,82,76,31,32,74,38,43,39,62,87,87,71,71,64,43,70,86,67,38,38,47,40,53,51,72,68,51,81,39,34,72,84,34,80,80,35,74,46
38,57,46,57,69,47,46,36,50,33,46,84,34,39,33,83,44,81,76,47,62,68,73,33,37,61,45,37,83,55,82,40,90,58,63,56,88,72,30,67,90,55,36,69,74,38,81,74,57,87,50,51,68,59,82,90,47,66,85,77,45,58,69,80,66,60,66,81,45,81,44,65,78,68,43,85,80,47,36,90,77,54,81,84,76,73,44,87,34,87,68,76,42,58,38,59,63,58,82,62,79,57,37,43,43,62,56,69,65,77,53,73,42,82,37,79,83,54,57,56,44,82,57,59,51,36,38,55,72,30,78,82,85,73,32,87,62,62,86,43,31,63,45,39,84,89,30,81,87,87,85,77,76,36,55,45,79,58,41,47,37,85,70,80,39,72,31,64,47,57,38,30,79,39,32,50,46,53,87,61,32,68,42,34,68,79,64,59,85,39
45,44,43,42,55,56,40,54,47,76,63,34,46,88,32,36,71,46,56,62,56,38,46,69,44,88,82,83,59,55,46,82,40,37,58,78,34,68,85,89,90,59,68,70,42,65,79,70,72,45,38,50,81,73,80,51,74,53,32,68,59,63,81,85,47,83,42,84,50,75,51,61,62,77,63,83,45,65,65,81,30,74,70,56,39,75,63,71,39,34,47,71,57,41,65,40,31,67,37,85,35,62,68,72,85,90,63,69,58,57,59,49,74,62,43,70,37,55,59,89,65,87,75,36,48,82,88,79,88,36,57,64,69,68,60,61,32,67,44,72,53,37,67,59,71,47,78,31,70,36,32,32,30,34,55,65,37,44,60,71,47,32,80,56,76,64,73,60,76,60,90,80,61,71,73,53,68,61,59,46,67,83,42,37,49,70,40,54,85,53
48,62,78,39,75,87,35,66,85,65,47,52,90,74,90,37,53,74,61,48,31,59,62,77,84,87,42,69,38,66,87,80,73,61,37,83,90,59,33,72,31,54,63,49,49,38,56,88,76,59,37,79,84,41,69,30,89,45,76,75,42,62,68,52,64,59,51,59,71,46,45,36,43,74,76,56,45,85,67,51,59,53,36,43,53,32,58,48,84,41,74,77,43,74,41,71,79,83,54,73,35,84,77,68,62,77,40,69,52,73,69,65,36,31,31,31,34,77,47,69,33,41,31,33,76,34,41,34,66,31,87,33,84,49,67,64,62,89,55,85,50,83,46,67,33,41,67,68,77,52,34,46,56,63,69,42,43,77,74,58,45,63,49,52,80,86,76,80,30,68,56,68,82,60,80,69,43,58,88,79,47,41,54,54,56,38,52,37,46,64
73,56,52,40,75,54,81,30,66,44,71,57,62,41,42,52,57,48,73,87,70,34,83,37,57,31,49,84,37,53,33,86,52,49,35,73,71,62,62,44,45,90,59,49,51,79,48,50,74,83,40,61,67,60,54,51,77,70,33,88,85,56,71,43,33,78,31,79,69,56,70,40,80,58,77,65,34,55,90,59,87,35,39,53,33,69,51,41,51,64,87,67,75,37,71,41,57,71,61,64,31,32,58,30,54,43,75,51,46,30,55,38,32,40,63,73,52,53,83,46,46,75,59,66,35,66,31,37,43,44,36,62,54,39,35,88,88,76,46,46,82,59,79,55,33,36,85,77,42,53,80,58,48,49,40,69,52,58,67,41,70,60,83,83,52,81,66,89,51,44,34,41,71,34,56,46,49,44,64,38,82,73,41,86,57,72,38,39,75,77
69,89,54,60,55,59,36,61,32,76,58,43,88,43,34,50,39,62,83,48,71,63,31,74,62,65,55,66,75,46,60,50,70,65,70,63,40,73,31,63,38,51,38,32,75,59,64,63,69,34,86,76,63,76,33,62,77,32,82,36,75,41,61,83,52,57,42,50,63,52,59,55,37,90,40,68,32,47,86,50,56,55,30,71,62,46,66,46,84,49,72,83,69,86,86,55,61,37,75,60,82,45,47,37,62,36,34,62,39,55,77,45,68,51,32,73,63,80,87,78,31,50,88,84,35,66,73,46,36,66,76,60,64,42,44,37,44,44,81,63,49,70,59,42,35,56,42,54,41,80,84,37,73,75,70,76,48,41,78,55,31,33,85,81,81,55,66,80,61,33,59,90,56,85,56,39,59,40,58,63,78,86,41,31,77,30,58,76,68,45
87,69,65,70,44,48,84,82,68,47,49,38,73,77,49,76,59,44,40,54,89,49,54,35,62,50,39,71,77,40,72,30,63,42,84,72,30,51,59,84,84,67,58,69,66,46,49,52,35,83,35,55,85,83,37,65,74,59,69,62,89,48,46,40,63,48,53,62,33,81,68,53,90,60,32,59,45,55,87,56,55,54,73,76,35,44,76,84,78,64,81,49,65,41,68,90,79,55,85,64,64,33,75,33,81,44,42,80,52,74,51,46,37,44,75,41,85,65,75,32,40,65,40,37,80,76,74,47,71,44,45,77,49,31,41,70,55,73,39,33,32,73,71,80,77,82,89,33,74,82,38,79,90,37,50,52,51,65,79,56,88,78,48,70,87,44,69,61,54,77,58,74,76,38,41,89,55,46,63,34,65,45,60,36,74,58,68,37,63,74
71,57,63,85,39,80,80,67,45,45,32,50,73,70,68,51,72,37,89,69,38,37,33,43,70,44,48,47,43,57,43,44,79,39,83,69,67,46,48,72,77,70,42,79,65,67,41,83,72,77,58,90,35,88,60,74,60,68,63,86,39,75,71,66,78,64,69,34,49,81,40,78,81,83,33,52,43,50,70,54,58,64,32,90,87,30,68,79,31,63,48,66,63,89,85,56,87,87,84,78,79,43,43,39,64,84,68,66,83,55,69,89,88,44,85,55,88,67,45,59,55,51,53,33,60,82,79,50,40,76,37,49,60,85,71,58,46,75,61,68,82,42,53,49,89,34,77,80,33,77,32,71,39,67,33,41,70,67,54,52,70,71,58,86,52,61,66,76,75,41,66,47,36,61,71,67,44,44,39,82,58,82,33,89,34,72,70,78,90,71
85,80,70,80,70,75,87,63,62,59,63,90,71,35,86,47,55,71,48,90,33,82,85,80,71,38,30,75,41,56,56,59,79,80,73,82,46,46,46,77,40,41,43,67,74,65,84,86,45,34,48,30,78,33,64,65,34,89,44,44,58,54,65,67,39,33,84,73,58,57,52,57,52,71,37,89,65,30,39,53,78,52,48,62,54,37,75,71,59,72,86,89,48,73,69,37,88,54,55,51,45,50,62,49,69,34,76,49,55,51,51,44,53,59,33,46,38,72,68,36,65,33,75,71,68,42,86,58,42,33,69,32,70,70,69,47,69,66,63,30,49,55,88,73,70,42,71,50,53,73,49,83,76,82,56,39,51,89,89,39,86,37,36,44,59,33,57,89,43,57,82,42,36,33,56,71,84,52,89,34,83,39,36,85,49,56,70,33,41,36
58,49,62,45,34,53,31,61,50,41,30,66,65,51,57,41,85,57,57,78,30,70,30,68,56,42,41,40,75,84,40,50,65,61,90,76,56,37,52,82,80,43,63,88,70,57,81,70,34,67,41,90,68,56,83,88,60,45,40,74,49,76,75,61,65,80,31,77,74,44,87,44,42,31,78,84,54,66,59,83,60,87,90,85,43,80,59,73,52,64,82,88,86,90,70,43,62,44,47,39,77,71,77,85,69,56,51,83,37,82,61,61,56,55,40,79,82,37,66,74,50,69,60,68,69,88,73,40,59,76,68,52,80,51,74,86,69,84,71,85,50,62,54,53,41,72,79,54,49,58,33,52,86,41,62,68,40,74,45,39,49,57,79,30,31,74,59,85,37,54,37,73,54,62,66,40,79,32,35,71,39,82,82,71,44,34,32,60,37,83
52,48,73,84,52,71,33,74,40,30,38,42,77,82,61,89,65,76,30,32,86,80,39,61,79,51,31,77,66,61,75,57,43,31,55,73,32,40,75,63,80,31,90,89,54,31,52,79,64,42,82,31,68,36,45,79,77,62,73,82,69,58,54,52,62,35,80,38,83,90,42,60,86,72,55,82,54,47,51,33,76,42,75,86,77,48,45,79,58,46,35,38,76,43,41,56,87,87,78,55,52,71,82,40,34,79,81,59,40,35,83,72,77,30,68,30,58,81,53,33,72,75,80,75,42,54,42,76,75,76,32,59,67,36,31,86,62,63,53,57,35,38,49,76,59,77,52,58,31,80,39,80,42,74,32,47,65,82,32,84,80,72,74,70,69,47,38,42,54,52,43,44,57,64,67,59,83,35,79,77,41,56,30,89,71,71,76,40,70,61
65,81,70,50,83,54,70,34,53,83,38,63,47,80,73,68,83,65,77,40,80,50,45,62,54,87,79,66,49,81,81,32,71,51,40,85,90,39,80,57,47,48,58,79,47,71,82,64,67,49,60,47,87,75,50,60,90,58,63,79,34,45,84,66,83,32,51,49,84,48,45,65,50,68,47,47,67,31,84,48,32,73,51,35,86,90,70,85,52,33,90,32,34,81,41,52,68,81,57,83,49,50,62,64,67,89,76,62,84,66,36,35,64,51,85,35,79,30,41,53,73,54,63,35,87,67,36,59,31,79,56,57,44,73,71,64,69,87,52,75,90,51,38,39,45,84,74,73,77,72,54,32,59,50,86,63,34,44,50,90,46,81,52,58,41,36,58,88,52,48,33,77,50,45,80,65,65,74,56,31,51,74,47,66,62,33,72,60,50,83
52,47,60,44,40,87,49,76,40,45,42,76,52,72,56,34,77,39,60,80,62,69,70,54,56,46,88,77,42,44,52,37,90,82,73,90,53,40,62,61,66,83,71,81,80,67,68,43,45,51,61,83,38,59,77,47,60,85,35,47,31,87,78,53,42,72,74,46,59,73,86,72,57,40,61,40,55,60,42,72,43,85,71,44,62,82,30,74,50,83,46,84,33,41,42,64,48,71,89,52,38,56,46,41,58,40,43,49,33,77,63,83,54,70,67,53,56,68,44,84,44,58,75,54,37,63,43,48,60,76,39,87,78,55,30,73,54,47,34,68,40,80,66,46,34,70,50,54,86,70,32,33,41,81,73,41,40,59,88,88,32,88,55,39,88,87,31,63,54,67,78,64,67,30,54,75,46,83,51,65,76,80,77,62,41,35,50,69,71,86
88,61,69,38,63,54,55,68,49,63,39,50,46,76,69,54,82,70,89,33,74,39,64,31,32,82,44,52,40,68,80,46,69,45,53,89,39,90,33,49,85,87,64,59,77,47,79,40,65,35,75,83,67,32,67,39,36,54,79,34,72,67,44,49,83,67,41,59,87,61,73,35,90,56,36,35,53,65,81,51,39,37,41,72,60,34,63,58,57,80,30,44,55,65,34,59,44,72,88,77,35,36,64,50,30,67,58,55,87,37,66,52,67,81,66,78,56,49,65,64,73,72,77,56,47,67,68,34,51,73,75,34,59,82,66,55,60,37,51,50,40,73,33,86,34,83,35,57,88,71,84,66,48,55,61,79,77,89,81,65,41,44,41,84,57,45,85,72,64,47,90,90,58,56,82,38,63,36,30,30,70,58,76,63,74,73,90,87,45,67
54,57,87,80,65,30,59,58,35,63,55,58,32,50,83,43,71,43,48,34,48,89,77,88,40,44,54,40,86,69,48,42,87,66,86,44,64,32,35,90,69,58,52,85,37,52,57,33,77,37,38,58,48,84,73,36,76,67,71,38,31,55,45,66,88,86,42,30,32,68,60,46,62,36,61,55,45,58,76,81,60,53,66,60,35,34,87,64,65,86,88,36,30,59,64,32,34,86,81,88,54,49,47,80,78,43,57,37,85,83,51,68,42,65,84,66,60,50,74,42,87,85,74,46,88,87,68,76,68,52,72,30,34,50,66,48,48,51,56,56,83,63,85,47,82,52,40,80,34,65,71,83,81,71,57,45,44,68,53,52,42,51,89,30,49,87,84,64,56,38,65,55,70,80,61,43,50,70,54,66,46,66,70,67,49,77,87,72,49,82
44,31,31,70,45,46,57,33,68,77,79,76,53,67,58,85,47,56,58,53,82,83,84,30,61,34,63,89,62,55,54,39,54,89,60,36,36,80,72,37,42,55,73,61,31,49,38,66,73,82,56,35,89,50,46,80,67,61,35,67,48,73,32,78,89,38,77,88,43,67,90,40,88,59,31,48,43,64,85,30,38,88,73,51,87,36,43,40,88,75,71,42,40,77,64,33,73,58,86,90,73,67,71,57,68,50,63,37,86,30,64,63,80,30,90,48,40,70,41,77,67,44,87,82,87,78,62,49,89,88,34,59,32,59,43,75,71,41,69,84,40,60,89,79,48,90,40,69,69,83,39,56,86,69,35,65,84,36,87,58,47,61,67,51,52,35,36,30,42,36,67,71,84,41,39,66,87,35,39,60,35,67,58,56,38,77,35,69,79,76
89,78,83,69,52,38,34,46,66,38,58,48,59,34,43,62,83,58,54,61,90,76,48,69,64,77,81,87,56,44,81,47,84,54,72,39,31,42,45,79,66,52,41,88,87,86,34,41,58,78,65,47,78,47,82,65,49,53,37,33,59,36,89,75,81,52,53,48,46,30,66,72,82,48,54,37,34,67,65,84,53,50,46,73,34,48,44,52,56,86,76,85,49,51,33,45,39,37,50,30,68,81,81,46,39,36,83,75,42,40,46,76,64,60,40,33,52,79,39,80,72,47,37,89,67,87,30,72,42,66,39,57,58,51,81,58,65,85,41,58,82,48,73,63,79,37,46,66,48,42,83,83,44,44,62,78,72,63,76,56,84,70,56,89,60,75,75,47,64,38,38,45,84,45,84,70,54,53,84,45,64,35,77,69,43,83,44,47,65,46
61,71,54,90,31,60,32,88,31,81,79,30,58,57,34,83,55,83,85,36,49,51,68,63,31,85,38,75,79,57,31,61,65,44,55,49,39,45,65,62,54,45,59,79,64,76,63,49,78,60,38,53,55,32,38,38,67,58,50,30,86,90,77,35,36,60,80,50,50,46,52,72,82,69,51,32,33,72,62,39,55,48,30,40,81,72,65,42,73,58,90,43,62,72,73,63,39,56,88,76,88,71,76,73,76,90,49,87,72,62,52,45,37,36,58,80,51,33,36,32,56,55,61,83,90,70,31,37,50,86,76,89,75,57,79,34,75,32,50,31,87,85,82,83,31,56,77,34,74,44,58,69,90,75,39,46,36,31,33,88,44,53,65,61,39,30,72,74,66,47,43,76,33,40,81,77,54,84,37,45,87,30,59,31,79,46,90,68,65,80
48,47,84,39,77,90,51,57,63,61,56,48,65,54,81,84,33,54,49,88,75,89,80,47,44,35,61,65,40,59,79,45,48,56,50,40,30,34,39,80,67,33,30,44,88,37,34,71,35,41,37,77,31,74,89,88,77,32,34,34,79,76,40,82,34,86,35,87,59,56,81,44,71,60,59,89,65,33,40,73,55,53,35,44,82,88,55,43,47,32,87,75,79,69,60,46,66,65,77,50,38,30,49,74,69,42,60,65,58,82,66,45,39,58,57,61,53,53,88,65,84,75,83,72,41,45,40,82,77,52,72,53,54,74,35,30,79,37,37,37,49,42,87,84,39,89,30,70,46,36,78,38,86,81,70,70,41,33,84,77,76,74,59,71,81,64,88,51,74,81,60,51,87,90,51,56,80,59,62,55,77,37,79,49,33,73,75,66,77,39
52,46,86,89,63,35,58,62,51,79,57,62,90,31,53,65,89,38,33,67,77,63,79,48,65,70,43,88,83,74,30,70,79,40,31,75,40,76,64,85,65,30,34,41,80,65,89,33,56,49,33,57,85,39,39,72,43,71,77,75,82,39,34,41,54,48,83,31,49,57,84,80,78,85,63,73,88,77,48,76,81,68,76,56,74,65,84,75,74,68,51,87,64,34,73,54,63,36,79,80,80,68,53,47,57,42,31,77,70,32,37,30,73,57,30,34,65,82,60,82,39,50,64,32,47,78,52,59,47,50,56,35,78,74,61,75,33,78,74,78,68,55,51,71,79,70,31,58,37,42,65,38,82,49,30,74,77,52,51,69,68,76,57,76,70,87,50,64,68,48,33,38,65,73,78,76,85,69,46,62,43,67,80,56,75,41,37,81,42,74
30,45,88,77,40,39,66,74,67,60,34,36,65,80,77,62,44,42,58,64,47,48,88,45,69,63,49,86,45,72,56,74,42,42,81,45,61,71,72,57,62,58,68,86,83,37,87,59,37,58,59,65,39,85,33,60,86,39,39,64,89,52,34,31,40,53,74,80,72,40,80,84,36,39,51,54,54,44,48,78,78,63,41,68,34,80,49,80,48,31,62,47,45,33,76,55,86,44,47,48,36,73,39,58,78,72,62,83,38,66,76,32,46,31,71,43,41,72,85,89,76,42,56,85,41,54,35,63,55,66,62,49,45,69,35,35,64,72,46,80,79,42,70,75,53,36,55,43,55,82,74,79,75,75,32,83,31,65,87,65,77,44,84,55,40,61,84,64,44,34,71,49,30,76,63,62,60,48,34,50,72,90,66,51,65,70,61,55,41,44
52,79,47,40,66,84,68,47,67,73,77,66,90,60,32,71,71,67,41,53,64,56,44,72,69,59,90,32,56,68,56,80,73,87,53,30,40,53,65,73,49,36,39,60,56,57,87,62,31,51,57,59,40,75,70,40,81,71,36,43,82,76,45,66,45,88,52,54,36,58,55,39,88,74,43,36,80,60,43,82,40,88,89,52,62,38,80,45,79,72,31,54,34,85,30,36,73,81,55,38,86,59,37,75,56,69,79,53,70,46,31,76,90,63,84,71,53,52,44,66,32,32,68,62,55,73,61,31,83,65,52,43,78,32,77,52,59,81,82,42,46,67,41,66,37,63,61,59,58,72,68,67,63,30,73,83,35,39,81,83,43,66,40,72,46,40,68,53,59,81,44,69,37,61,38,33,75,78,86,47,55,62,65,43,31,78,65,61,30,37
72,81,67,65,53,34,39,70,74,90,46,87,63,42,86,38,76,79,55,86,30,89,43,53,90,36,71,52,68,68,64,74,84,49,36,32,62,37,87,77,90,53,90,80,75,77,34,72,88,41,47,33,37,54,81,66,43,77,71,77,57,90,31,35,67,73,63,47,58,68,55,38,54,44,78,32,68,37,43,48,61,42,76,70,32,43,60,89,59,66,45,80,58,39,64,51,42,32,38,41,62,52,79,78,67,31,70,65,79,76,38,84,40,67,66,55,73,37,58,75,72,68,41,86,90,74,72,66,51,75,78,86,74,63,54,86,55,78,86,83,42,82,40,36,58,79,45,55,35,58,86,64,65,66,45,72,60,74,73,33,33,53,71,32,71,55,64,36,51,46,30,88,73,45,45,70,83,37,31,66,41,85,51,43,76,56,55,59,46,47
46,74,85,31,53,76,69,45,88,64,34,53,89,56,63,51,35,69,60,71,90,78,78,44,65,33,40,64,81,55,30,79,39,76,36,46,32,73,68,67,70,58,66,39,80,75,37,56,50,30,88,50,47,51,46,61,89,87,76,71,67,41,39,79,40,88,48,87,39,76,34,63,41,56,73,87,88,46,86,67,59,85,68,57,64,51,61,87,55,80,51,42,57,58,89,67,53,90,87,52,38,71,37,35,62,30,38,62,70,78,44,33,45,37,77,59,84,66,36,74,86,84,88,77,31,37,35,46,75,60,63,89,48,76,58,31,33,46,34,64,46,85,70,67,69,33,55,83,64,76,82,86,36,64,43,31,68,61,45,32,54,30,69,43,70,75,48,30,54,47,52,46,75,40,40,55,46,38,81,36,54,47,84,68,49,34,44,66,48,55
62,57,30,69,86,85,77,81,87,71,51,47,62,68,32,53,81,73,49,60,50,81,82,55,71,51,76,62,77,42,71,75,45,37,65,87,90,34,77,57,71,76,80,33,54,74,75,49,53,78,56,54,42,65,38,77,43,44,46,40,63,50,52,35,66,43,51,56,54,39,74,68,55,64,86,39,34,68,39,63,50,89,66,90,78,63,42,36,32,54,87,31,37,67,49,51,77,79,58,65,55,59,46,84,85,40,65,67,31,60,52,68,68,65,86,80,72,50,46,48,61,55,81,84,72,67,60,69,31,55,39,65,40,63,36,59,83,49,53,69,31,82,60,32,85,64,40,53,63,31,53,54,49,30,82,40,73,60,47,56,30,42,80,51,85,63,82,59,31,51,84,42,77,64,78,57,76,76,32,67,43,69,56,79,56,59,45,33,46,69
47,47,82,89,72,35,78,60,31,82,44,52,43,49,41,86,32,80,33,46,58,45,36,35,81,79,73,49,30,84,67,66,51,69,54,62,76,90,37,45,56,89,63,59,70,56,72,89,38,35,78,43,69,60,50,88,58,69,70,89,82,43,48,84,42,72,31,43,72,61,74,47,47,78,73,87,59,40,51,57,68,42,75,36,75,80,89,38,90,81,57,53,35,78,75,57,68,58,31,77,56,32,35,40,40,78,36,42,33,32,86,70,53,63,57,41,47,43,30,59,85,57,85,43,63,51,62,43,83,87,89,71,34,63,79,49,65,38,47,44,89,55,87,87,46,31,61,52,53,59,85,57,36,73,36,90,86,72,68,75,83,62,77,38,66,34,83,59,69,58,90,53,49,36,64,57,32,54,72,86,82,43,47,46,67,68,89,60,79,84
38,33,84,84,68,41,45,63,84,41,36,87,31,57,58,82,49,72,84,55,57,67,60,82,57,40,84,64,45,70,71,53,58,56,51,48,35,52,86,75,66,33,85,48,32,46,41,37,62,41,90,74,51,77,50,65,41,50,42,82,70,66,64,46,65,66,53,81,65,42,75,69,45,43,78,79,90,80,71,33,58,57,30,38,82,53,42,49,75,30,75,83,74,35,68,44,54,76,82,38,59,32,35,42,32,47,55,80,80,84,77,59,74,43,90,75,80,64,42,83,55,86,79,80,86,64,87,36,63,56,75,32,83,71,31,77,47,30,43,66,70,68,36,40,75,67,65,70,58,66,76,61,71,82,52,30,40,52,87,60,39,30,31,81,60,36,44,30,74,55,64,37,90,67,48,65,66,32,58,50,37,70,59,89,58,79,86,35,49,50
79,41,49,68,90,78,36,53,49,54,80,57,56,76,89,30,86,64,69,43,70,39,70,57,64,89,61,59,53,32,41,90,51,80,46,64,38,58,45,52,74,76,73,38,46,35,31,37,80,77,61,31,36,54,47,51,72,40,69,78,60,52,42,56,51,45,50,31,57,33,51,49,69,83,30,46,32,48,74,86,60,58,38,42,70,32,68,66,61,74,30,57,43,69,58,50,67,51,52,65,51,60,66,59,82,45,32,37,79,71,68,50,31,61,41,85,49,72,52,65,48,72,50,48,64,31,85,83,70,62,51,61,36,35,61,34,39,66,46,69,30,31,77,48,55,74,69,88,41,81,43,45,49,57,83,83,49,66,83,67,55,77,83,60,51,50,44,41,45,39,73,87,32,39,66,31,63,59,53,48,74,31,69,66,59,64,72,65,76,63
75,64,87,32,87,31,66,59,54,89,66,69,38,44,39,81,66,42,65,39,61,56,68,43,37,80,54,46,73,34,58,76,71,59,57,69,48,60,70,40,86,56,67,49,44,37,78,39,53,63,50,54,50,79,74,37,59,60,86,67,89,86,78,71,83,64,86,67,53,75,79,72,41,87,45,69,31,44,45,90,30,89,73,58,71,77,43,68,33,34,45,31,75,82,88,83,33,40,76,78,83,54,36,39,54,42,73,78,52,31,63,86,32,46,83,89,89,64,70,54,86,30,40,82,71,90,85,68,60,32,77,37,89,75,31,31,87,44,88,68,49,40,67,71,43,54,75,44,79,78,60,32,68,66,43,80,42,79,38,44,60,35,86,47,44,56,36,61,80,74,35,32,73,35,90,42,32,50,54,68,59,47,57,78,73,43,41,66,33,88
